"ID","step","hours","exposure","material","retain","lstar","astar","bstar","YI","Haze","ftir.1250","ftir.1700","ftir.2900","ftir.3350","dose","doseType"
"sa22076.06",2,4224,"5x","9013-PET",2,95.28,-0.19,1.3,2.32,5.7,NA,NA,NA,NA,76640.256,"fullSpectrum"
"sa22070.07",3,10296,"5x","9006-PET",3,94.49,-0.16,1.66,3.05,24.9,0.408523,0.36235,0.0572042,0.0487351,186810.624,"fullSpectrum"
"sa22079.07",3,10296,"5x","9013-TPU",3,95.33,-0.01,1.07,2.02,10.1,0.457856,0.484965,0.087569,0.0802105,186810.624,"fullSpectrum"
"sa22070.08",3,10296,"5x","9006-PET",4,95.1,-0.24,1.46,2.6,5.4,0.201384,0.185673,0.0391993,0.0312192,186810.624,"fullSpectrum"
"sa22073.08",3,10296,"5x","9006-TPU",4,95.4,0,0.99,1.87,7.9,0.439285,0.501018,0.110011,0.0568976,186810.624,"fullSpectrum"
"sa22087.13",3,10296,"5x","PET",4,94.35,-0.17,1.86,3.42,23.6,0.289612,0.258279,0.0448623,0.0387563,186810.624,"fullSpectrum"
"sa22087.12",3,10296,"5x","PET",3,94.6,-0.2,1.73,3.14,17,0.315616,0.271697,0.0361,0.0332833,186810.624,"fullSpectrum"
"sa22082.02",3,10296,"5x","9025-PET",3,94.81,-0.22,1.62,2.92,7,0.22762,0.202432,0.0498103,0.0335854,186810.624,"fullSpectrum"
"sa22076.08",3,10296,"5x","9013-PET",4,95.17,-0.25,1.46,2.58,5,0.245575,0.223374,0.0486909,0.0401099,186810.624,"fullSpectrum"
"sa22076.07",3,10296,"5x","9013-PET",3,94.87,-0.22,1.54,2.77,6.1,0.230183,0.196535,0.0437831,0.0341474,186810.624,"fullSpectrum"
"sa22082.03",3,10296,"5x","9025-PET",4,95.07,-0.27,1.52,2.68,4.6,0.25446,0.225529,0.0557828,0.0376856,186810.624,"fullSpectrum"
"sa22089.12",3,10296,"5x","TPU",3,94.4,0.08,1.65,3.22,11.6,0.416805,0.42524,0.189067,0.0817689,186810.624,"fullSpectrum"
"sa22079.08",3,10296,"5x","9013-TPU",4,95.24,-0.02,1.23,2.33,9.8,0.433152,0.456719,0.0866304,0.0743799,186810.624,"fullSpectrum"
"sa22085.07",3,10296,"5x","9025-TPU",3,95.8,-0.03,0.94,1.76,7.9,0.420014,0.41549,0.186885,0.0654654,186810.624,"fullSpectrum"
"sa22089.13",3,10296,"5x","TPU",4,93.88,0.09,1.87,3.66,11.5,0.412552,0.422053,0.188666,0.0791795,186810.624,"fullSpectrum"
"sa22073.07",3,10296,"5x","9006-TPU",3,94.83,0.02,1.31,2.51,7.8,0.408365,0.421967,0.182609,0.0739708,186810.624,"fullSpectrum"
"sa22085.08",3,10296,"5x","9025-TPU",4,95.72,-0.01,0.92,1.73,8.6,0.386227,0.429098,0.106534,0.0658496,186810.624,"fullSpectrum"
"sa22068.07",0,0,"ASTMG154","9006-PET",2,95.79,-0.18,0.97,1.69,3,NA,NA,NA,NA,0,"uva340"
"sa22083.08",0,0,"ASTMG154","9025-TPU",3,96.81,-0.05,0.38,0.66,3.1,NA,NA,NA,NA,0,"uva340"
"sa22080.06",0,0,"ASTMG154","9025-PET",1,95.73,-0.18,0.95,1.66,5.1,NA,NA,NA,NA,0,"uva340"
"sa22083.09",0,0,"ASTMG154","9025-TPU",4,96.86,-0.03,0.32,0.57,1.3,NA,NA,NA,NA,0,"uva340"
"sa22077.08",0,0,"ASTMG154","9013-TPU",3,96.69,-0.11,0.24,0.34,1.9,NA,NA,NA,NA,0,"uva340"
"sa22080.07",0,0,"ASTMG154","9025-PET",2,95.8,-0.19,0.93,1.62,1.9,NA,NA,NA,NA,0,"uva340"
"sa22077.07",0,0,"ASTMG154","9013-TPU",2,96.76,-0.05,0.37,0.65,3,NA,NA,NA,NA,0,"uva340"
"sa22071.06",0,0,"ASTMG154","9006-TPU",1,96.74,-0.03,0.42,0.76,2.6,NA,NA,NA,NA,0,"uva340"
"sa22071.08",0,0,"ASTMG154","9006-TPU",3,96.8,-0.05,0.34,0.58,2.1,NA,NA,NA,NA,0,"uva340"
"sa22068.09",0,0,"ASTMG154","9006-PET",4,95.8,-0.18,0.96,1.68,1.6,NA,NA,NA,NA,0,"uva340"
"sa22088.09",0,0,"ASTMG154","TPU",4,96.78,-0.02,0.32,0.56,2,NA,NA,NA,NA,0,"uva340"
"sa22074.07",0,0,"ASTMG154","9013-PET",2,95.8,-0.17,0.96,1.68,1.3,NA,NA,NA,NA,0,"uva340"
"sa22068.06",0,0,"ASTMG154","9006-PET",1,95.82,-0.17,0.95,1.66,1.7,NA,NA,NA,NA,0,"uva340"
"sa22074.06",0,0,"ASTMG154","9013-PET",1,95.84,-0.16,0.94,1.65,1.1,NA,NA,NA,NA,0,"uva340"
"sa22088.10",0,0,"ASTMG154","TPU",4,96.7,-0.02,0.36,0.64,3.4,NA,NA,NA,NA,0,"uva340"
"sa22080.08",0,0,"ASTMG154","9025-PET",3,95.76,-0.19,0.95,1.65,2.9,NA,NA,NA,NA,0,"uva340"
"sa22086.08",0,0,"ASTMG154","PET",3,95.06,-0.17,1.04,1.84,1.1,NA,NA,NA,NA,0,"uva340"
"sa22086.10",0,0,"ASTMG154","PET",4,94.98,-0.17,1.03,1.83,2.1,NA,NA,NA,NA,0,"uva340"
"sa22083.07",0,0,"ASTMG154","9025-TPU",2,96.7,-0.03,0.39,0.69,6.3,NA,NA,NA,NA,0,"uva340"
"sa22071.07",0,0,"ASTMG154","9006-TPU",2,96.74,-0.02,0.35,0.62,3.2,NA,NA,NA,NA,0,"uva340"
"sa22074.09",0,0,"ASTMG154","9013-PET",4,95.84,-0.21,0.96,1.65,0.9,NA,NA,NA,NA,0,"uva340"
"sa22075.00",0,0,"ASTMG154","9013-PET",4,95.83,-0.16,0.95,1.66,1.2,NA,NA,NA,NA,0,"uva340"
"sa22080.10",0,0,"ASTMG154","9025-PET",4,95.82,-0.18,0.96,1.67,1.5,NA,NA,NA,NA,0,"uva340"
"sa22068.08",0,0,"ASTMG154","9006-PET",3,95.79,-0.18,0.96,1.68,1.7,NA,NA,NA,NA,0,"uva340"
"sa22069.00",0,0,"ASTMG154","9006-PET",4,95.82,-0.17,0.96,1.67,1.4,NA,NA,NA,NA,0,"uva340"
"sa22084.00",0,0,"ASTMG154","9025-TPU",4,96.79,-0.03,0.33,0.59,2.1,NA,NA,NA,NA,0,"uva340"
"sa22071.09",0,0,"ASTMG154","9006-TPU",4,96.82,-0.03,0.3,0.53,1.5,NA,NA,NA,NA,0,"uva340"
"sa22088.06",0,0,"ASTMG154","TPU",1,96.79,-0.02,0.31,0.55,2.1,NA,NA,NA,NA,0,"uva340"
"sa22086.07",0,0,"ASTMG154","PET",2,95.08,-0.16,1.03,1.83,1.2,NA,NA,NA,NA,0,"uva340"
"sa22088.07",0,0,"ASTMG154","TPU",2,96.74,-0.03,0.32,0.56,2.6,NA,NA,NA,NA,0,"uva340"
"sa22088.08",0,0,"ASTMG154","TPU",3,96.76,-0.04,0.33,0.58,3.1,NA,NA,NA,NA,0,"uva340"
"sa22072.00",0,0,"ASTMG154","9006-TPU",4,96.73,-0.04,0.36,0.62,1.8,NA,NA,NA,NA,0,"uva340"
"sa22083.06",0,0,"ASTMG154","9025-TPU",1,96.78,-0.02,0.36,0.64,3.4,NA,NA,NA,NA,0,"uva340"
"sa22078.00",0,0,"ASTMG154","9013-TPU",4,96.75,-0.05,0.38,0.65,3.6,NA,NA,NA,NA,0,"uva340"
"sa22086.09",0,0,"ASTMG154","PET",4,95.06,-0.17,1.04,1.84,1.1,NA,NA,NA,NA,0,"uva340"
"sa22080.09",0,0,"ASTMG154","9025-PET",4,95.82,-0.19,0.95,1.65,1.3,NA,NA,NA,NA,0,"uva340"
"sa22077.06",0,0,"ASTMG154","9013-TPU",1,96.78,-0.03,0.35,0.63,2.4,NA,NA,NA,NA,0,"uva340"
"sa22074.08",0,0,"ASTMG154","9013-PET",3,95.78,-0.18,0.98,1.71,2.1,NA,NA,NA,NA,0,"uva340"
"sa22086.06",0,0,"ASTMG154","PET",1,95.05,-0.16,1.03,1.84,1.1,NA,NA,NA,NA,0,"uva340"
"sa22086.08",1,981,"ASTMG154","PET",3,94,-0.37,1.67,2.93,19.8,NA,NA,NA,NA,142.8009,"uva340"
"sa22088.10",1,981,"ASTMG154","TPU",4,96.57,-0.04,0.52,0.94,5.1,NA,NA,NA,NA,142.8009,"uva340"
"sa22088.09",1,981,"ASTMG154","TPU",4,96.5,-0.04,0.57,1.03,5.2,NA,NA,NA,NA,142.8009,"uva340"
"sa22080.07",1,981,"ASTMG154","9025-PET",2,95.81,-0.38,1.37,2.29,1.8,NA,NA,NA,NA,142.8009,"uva340"
"sa22068.09",1,981,"ASTMG154","9006-PET",4,95.69,-0.25,1.14,1.96,5.3,NA,NA,NA,NA,142.8009,"uva340"
"sa22080.09",1,981,"ASTMG154","9025-PET",4,95.42,-0.53,1.45,2.34,10.8,NA,NA,NA,NA,142.8009,"uva340"
"sa22071.08",1,981,"ASTMG154","9006-TPU",3,96.61,-0.03,0.49,0.89,2.6,NA,NA,NA,NA,142.8009,"uva340"
"sa22075.00",1,981,"ASTMG154","9013-PET",4,95.15,-0.24,1.76,3.16,22.7,NA,NA,NA,NA,142.8009,"uva340"
"sa22069.00",1,981,"ASTMG154","9006-PET",4,95.68,-0.34,1.32,2.23,2.4,NA,NA,NA,NA,142.8009,"uva340"
"sa22083.09",1,981,"ASTMG154","9025-TPU",4,96.59,-0.04,0.65,1.17,5.8,NA,NA,NA,NA,142.8009,"uva340"
"sa22077.06",1,981,"ASTMG154","9013-TPU",1,96.23,-0.04,0.83,1.53,12.1,0.370565,0.478793,0.0973356,0.0957006,142.8009,"uva340"
"sa22077.07",1,981,"ASTMG154","9013-TPU",2,96.25,-0.06,0.85,1.55,8.4,NA,NA,NA,NA,142.8009,"uva340"
"sa22071.07",1,981,"ASTMG154","9006-TPU",2,96.53,-0.04,0.53,0.95,6.7,NA,NA,NA,NA,142.8009,"uva340"
"sa22071.06",1,981,"ASTMG154","9006-TPU",1,96.36,-0.03,0.58,1.07,7.8,0.404812,0.413087,0.177733,0.0537841,142.8009,"uva340"
"sa22080.06",1,981,"ASTMG154","9025-PET",1,96.06,-0.28,1.58,2.77,6.8,0.0943826,0.0821264,0.0147849,0.0103812,142.8009,"uva340"
"sa22077.08",1,981,"ASTMG154","9013-TPU",3,96.56,-0.07,0.73,1.3,1.5,NA,NA,NA,NA,142.8009,"uva340"
"sa22068.08",1,981,"ASTMG154","9006-PET",3,95.62,-0.35,1.38,2.34,3.9,NA,NA,NA,NA,142.8009,"uva340"
"sa22072.00",1,981,"ASTMG154","9006-TPU",4,96.01,0.01,0.83,1.57,24.5,NA,NA,NA,NA,142.8009,"uva340"
"sa22074.07",1,981,"ASTMG154","9013-PET",2,95.57,-0.32,1.29,2.2,2.6,NA,NA,NA,NA,142.8009,"uva340"
"sa22077.09",1,981,"ASTMG154","9013-TPU",4,96.04,-0.04,0.85,1.58,12.5,NA,NA,NA,NA,142.8009,"uva340"
"sa22088.06",1,981,"ASTMG154","TPU",1,96.04,0.09,1.25,2.42,43.9,0.407415,0.406536,0.179206,0.0536714,142.8009,"uva340"
"sa22088.07",1,981,"ASTMG154","TPU",2,96.59,-0.04,0.5,0.9,4,NA,NA,NA,NA,142.8009,"uva340"
"sa22071.09",1,981,"ASTMG154","9006-TPU",4,96.1,-0.02,0.75,1.4,18.9,NA,NA,NA,NA,142.8009,"uva340"
"sa22078.00",1,981,"ASTMG154","9013-TPU",4,96.3,-0.07,0.86,1.56,5.6,NA,NA,NA,NA,142.8009,"uva340"
"sa22074.06",1,981,"ASTMG154","9013-PET",1,95.63,-0.34,1.33,2.25,2,0.10596,0.104939,0.0156611,0.0134922,142.8009,"uva340"
"sa22068.07",1,981,"ASTMG154","9006-PET",2,95.56,-0.35,1.36,2.3,4.6,NA,NA,NA,NA,142.8009,"uva340"
"sa22074.09",1,981,"ASTMG154","9013-PET",4,95.72,-0.31,1.2,2.04,3.3,NA,NA,NA,NA,142.8009,"uva340"
"sa22086.10",1,981,"ASTMG154","PET",4,95.42,-0.34,1.74,3.04,20.4,NA,NA,NA,NA,142.8009,"uva340"
"sa22074.08",1,981,"ASTMG154","9013-PET",3,96.8,-0.42,1.52,2.54,5.6,NA,NA,NA,NA,142.8009,"uva340"
"sa22083.08",1,981,"ASTMG154","9025-TPU",3,96.3,-0.05,0.91,1.67,11.4,NA,NA,NA,NA,142.8009,"uva340"
"sa22083.07",1,981,"ASTMG154","9025-TPU",2,96.14,-0.05,0.98,1.8,15.6,NA,NA,NA,NA,142.8009,"uva340"
"sa22080.10",1,981,"ASTMG154","9025-PET",4,95.87,-0.36,1.33,2.23,2.7,NA,NA,NA,NA,142.8009,"uva340"
"sa22088.08",1,981,"ASTMG154","TPU",3,96.6,-0.04,0.63,1.15,3.7,NA,NA,NA,NA,142.8009,"uva340"
"sa22083.06",1,981,"ASTMG154","9025-TPU",1,96.3,-0.04,0.67,1.23,11.6,0.34648,0.401096,0.114532,0.0652968,142.8009,"uva340"
"sa22086.07",1,981,"ASTMG154","PET",2,92.95,-0.29,1.92,3.5,38.9,NA,NA,NA,NA,142.8009,"uva340"
"sa22084.00",1,981,"ASTMG154","9025-TPU",4,96.58,-0.06,0.73,1.32,2.7,NA,NA,NA,NA,142.8009,"uva340"
"sa22086.09",1,981,"ASTMG154","PET",4,94.58,-0.3,1.85,3.3,28.1,NA,NA,NA,NA,142.8009,"uva340"
"sa22068.06",1,981,"ASTMG154","9006-PET",1,94.99,-0.44,1.63,2.77,5.9,0.0791372,0.082908,0.0163887,0.0127219,142.8009,"uva340"
"sa22086.06",1,981,"ASTMG154","PET",1,91.99,-0.35,1.81,3.27,42.5,0.297625,0.246551,0.0418918,0.0344119,142.8009,"uva340"
"sa22071.08",2,2112,"ASTMG154","9006-TPU",3,96.6,0,0.46,0.86,4.3,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22080.07",2,2112,"ASTMG154","9025-PET",2,92.42,-0.59,4.06,7.38,63.1,0.108809,0.0904739,0.0242075,0.0190103,307.436800000001,"uva340"
"sa22080.09",2,2112,"ASTMG154","9025-PET",4,92.77,-0.28,2.23,4.11,47.2,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22075.00",2,2112,"ASTMG154","9013-PET",4,94.87,-0.3,2.11,3.78,26.6,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22083.07",2,2112,"ASTMG154","9025-TPU",2,94.84,-0.01,0.96,1.81,36,0.409842,0.414535,0.184714,0.0577055,307.436800000001,"uva340"
"sa22071.07",2,2112,"ASTMG154","9006-TPU",2,96.35,-0.01,0.62,1.16,12.8,0.403426,0.412703,0.18251,0.0619794,307.436800000001,"uva340"
"sa22080.07",2,2112,"ASTMG154","9025-PET",2,92.42,-0.59,4.06,7.38,63.1,0.108809,0.0904739,0.0242075,0.0190103,307.436800000001,"uva340"
"sa22083.09",2,2112,"ASTMG154","9025-TPU",4,95.94,0,0.73,1.37,25.7,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22071.07",2,2112,"ASTMG154","9006-TPU",2,96.35,-0.01,0.62,1.16,12.8,0.403426,0.412703,0.18251,0.0619794,307.436800000001,"uva340"
"sa22083.07",2,2112,"ASTMG154","9025-TPU",2,94.84,-0.01,0.96,1.81,36,0.409842,0.414535,0.184714,0.0577055,307.436800000001,"uva340"
"sa22077.07",2,2112,"ASTMG154","9013-TPU",2,95.96,-0.09,1.02,1.85,15,0.37428,0.475067,0.114138,0.0884013,307.436800000001,"uva340"
"sa22074.08",2,2112,"ASTMG154","9013-PET",3,95.76,-0.74,2.43,4.01,17.3,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22068.09",2,2112,"ASTMG154","9006-PET",4,92.33,-0.39,3.31,6.11,53.6,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22069.00",2,2112,"ASTMG154","9006-PET",4,94.69,-0.44,1.73,2.95,15.1,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22086.07",2,2112,"ASTMG154","PET",2,90.36,-0.53,2.46,4.44,78.2,0.0840442,0.0719075,0.0202542,0.0172633,307.436800000001,"uva340"
"sa22086.10",2,2112,"ASTMG154","PET",4,90.57,-0.6,2.45,4.37,69,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22068.07",2,2112,"ASTMG154","9006-PET",2,94.75,-0.34,1.65,2.88,13.1,0.137535,0.15956,0.0358406,0.030881,307.436800000001,"uva340"
"sa22086.08",2,2112,"ASTMG154","PET",3,89.38,-0.54,2.75,5.05,76.5,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22088.10",2,2112,"ASTMG154","TPU",4,96.56,-0.04,0.64,1.16,6.8,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22071.09",2,2112,"ASTMG154","9006-TPU",4,96.1,0.02,0.66,1.25,18.3,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22068.08",2,2112,"ASTMG154","9006-PET",3,93.1,-0.49,2.17,3.8,27,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22086.09",2,2112,"ASTMG154","PET",4,85.67,-0.83,7.85,15.12,95.9,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22077.08",2,2112,"ASTMG154","9013-TPU",3,96.35,-0.06,0.73,1.32,8.5,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22080.10",2,2112,"ASTMG154","9025-PET",4,96.74,-0.39,1.6,2.7,8.7,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22074.09",2,2112,"ASTMG154","9013-PET",4,95.13,-0.33,1.61,2.81,15.8,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22083.08",2,2112,"ASTMG154","9025-TPU",3,95.86,-0.02,0.71,1.33,15.1,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22077.09",2,2112,"ASTMG154","9013-TPU",4,96.25,-0.03,0.78,1.45,12.2,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22074.07",2,2112,"ASTMG154","9013-PET",2,95.68,-0.11,1.52,2.8,7,0.152948,0.141505,0.031353,0.0281091,307.436800000001,"uva340"
"sa22078.00",2,2112,"ASTMG154","9013-TPU",4,96.53,-0.05,0.73,1.33,7.2,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22088.09",2,2112,"ASTMG154","TPU",4,95.85,0,0.5,0.95,9.8,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22088.08",2,2112,"ASTMG154","TPU",3,96.37,0.01,0.57,1.07,12.2,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22086.07",2,2112,"ASTMG154","PET",2,90.36,-0.53,2.46,4.44,78.2,0.0840442,0.0719075,0.0202542,0.0172633,307.436800000001,"uva340"
"sa22077.07",2,2112,"ASTMG154","9013-TPU",2,95.96,-0.09,1.02,1.85,15,0.37428,0.475067,0.114138,0.0884013,307.436800000001,"uva340"
"sa22068.07",2,2112,"ASTMG154","9006-PET",2,94.75,-0.34,1.65,2.88,13.1,0.137535,0.15956,0.0358406,0.030881,307.436800000001,"uva340"
"sa22074.07",2,2112,"ASTMG154","9013-PET",2,95.68,-0.11,1.52,2.8,7,0.152948,0.141505,0.031353,0.0281091,307.436800000001,"uva340"
"sa22075.00",3,4125,"ASTMG154","9013-PET",4,91.38,-0.34,2.62,4.87,69.1,0.0972859,0.0840595,0.0158383,0.00959489,600.462500000001,"uva340"
"sa22086.09",3,4125,"ASTMG154","PET",4,90.35,-0.5,3,5.52,88.8,0.153275,0.104296,0.014066,0.011427,600.462500000001,"uva340"
"sa22078.00",3,4125,"ASTMG154","9013-TPU",4,96.31,0,0.59,1.1,9,0.418494,0.438142,0.180492,0.0496615,600.462500000001,"uva340"
"sa22080.09",3,4125,"ASTMG154","9025-PET",4,91.95,-0.42,2.44,4.45,63.8,0.203372,0.149448,0.0251121,0.0213009,600.462500000001,"uva340"
"sa22071.09",3,4125,"ASTMG154","9006-TPU",4,95.8,0.06,0.56,1.1,20.8,0.397263,0.411559,0.17234,0.0571514,600.462500000001,"uva340"
"sa22069.00",3,4125,"ASTMG154","9006-PET",4,91.53,-0.42,2.11,3.82,68.6,0.110263,0.0767376,0.00908733,0.0054826,600.462500000001,"uva340"
"sa22077.08",3,4125,"ASTMG154","9013-TPU",3,95.76,0.03,0.69,1.32,23.1,0.387336,0.411998,0.162601,0.0495136,600.462500000001,"uva340"
"sa22068.08",3,4125,"ASTMG154","9006-PET",3,90.19,-0.46,3.55,6.64,75.2,0.0541219,0.0350259,0.00417758,0.00256993,600.462500000001,"uva340"
"sa22074.08",3,4125,"ASTMG154","9013-PET",3,92.28,-0.4,2.34,4.25,68.6,0.174439,0.121231,0.0148021,0.015115,600.462500000001,"uva340"
"sa22080.08",3,4125,"ASTMG154","9025-PET",3,91.32,-0.43,2.61,4.78,75.1,0.16209,0.115356,0.013422,0.011943,600.462500000001,"uva340"
"sa22071.08",3,4125,"ASTMG154","9006-TPU",3,95.95,-0.08,0.87,1.57,11.5,0.390929,0.422269,0.160445,0.0591069,600.462500000001,"uva340"
"sa22084.00",3,4125,"ASTMG154","9025-TPU",4,94.37,0.02,0.89,1.72,44,0.312155,0.347752,0.127959,0.0398635,600.462500000001,"uva340"
"sa22068.09",3,4125,"ASTMG154","9006-PET",4,90.68,-0.5,4.15,7.74,68.5,0.0549233,0.0710103,0.015296,0.00669936,600.462500000001,"uva340"
"sa22088.08",3,4125,"ASTMG154","TPU",3,96.25,0.02,0.45,0.86,10.5,0.404172,0.432451,0.176236,0.0561053,600.462500000001,"uva340"
"sa22083.08",3,4125,"ASTMG154","9025-TPU",3,95.83,0,0.56,1.06,10.1,0.427362,0.443093,0.185805,0.0553638,600.462500000001,"uva340"
"sa22080.10",3,4125,"ASTMG154","9025-PET",4,92.44,-0.36,2.41,4.4,55,0.25682,0.204069,0.0308487,0.0238642,600.462500000001,"uva340"
"sa22086.10",3,4125,"ASTMG154","PET",4,91.84,-0.42,2.16,3.9,86.4,0.266161,0.191522,0.0208884,0.0185634,600.462500000001,"uva340"
"sa22083.09",3,4125,"ASTMG154","9025-TPU",4,96.31,0.01,0.52,0.97,14.3,0.394968,0.429527,0.165059,0.0576191,600.462500000001,"uva340"
"sa22077.09",3,4125,"ASTMG154","9013-TPU",4,95.91,-0.07,1.01,1.86,14.5,0.419937,0.443737,0.182769,0.0510244,600.462500000001,"uva340"
"sa22086.08",3,4125,"ASTMG154","PET",3,91.37,-0.35,2.48,4.58,90.5,0.227462,0.168615,0.016838,0.0125783,600.462500000001,"uva340"
"sa22088.10",3,4125,"ASTMG154","TPU",4,96.03,0.04,0.43,0.82,9.8,0.411372,0.427503,0.178451,0.0520715,600.462500000001,"uva340"
"sa22068.09",4,9403,"ASTMG154","9006-PET",4,89.07,-0.35,2.77,5.27,89.4,0.0844219,0.0777099,0.0201752,0.0175487,1368.76336666667,"uva340"
"sa22080.09",4,9403,"ASTMG154","9025-PET",4,89.51,-0.36,3.12,5.92,92.4,NA,NA,NA,NA,1368.76336666667,"uva340"
"sa22086.09",4,9403,"ASTMG154","PET",4,89.44,-0.44,2.93,5.5,92.3,0.0725303,0.0683884,0.0157676,0.0142109,1368.76336666667,"uva340"
"sa22080.10",4,9403,"ASTMG154","9025-PET",4,91.95,-0.33,2.08,3.81,88.5,NA,NA,NA,NA,1368.76336666667,"uva340"
"sa22086.10",4,9403,"ASTMG154","PET",4,92.01,-0.31,2.01,3.67,89.9,0.0611372,0.0577303,0.0142015,0.0128523,1368.76336666667,"uva340"
"sa22074.09",4,9403,"ASTMG154","9013-PET",4,91.09,-0.43,2.27,4.13,88.5,0.0831852,0.0750852,0.0184062,0.01547,1368.76336666667,"uva340"
"sa22069.00",4,9403,"ASTMG154","9006-PET",4,87.89,-0.51,3.23,6.1,93.4,0.0739823,0.0684368,0.0175512,0.0158134,1368.76336666667,"uva340"
"sa22075.00",4,9403,"ASTMG154","9013-PET",4,91.96,-0.35,2.26,4.14,85.4,0.077157,0.070198,0.0162783,0.0138755,1368.76336666667,"uva340"
"sa22084.08",0,0,"ASTMG155","9025-TPU",3,96.83,-0.02,0.35,0.63,2.6,NA,NA,NA,NA,0,"tuv280400"
"sa22080.17",0,0,"ASTMG155","9025-PET",2,95.82,-0.18,0.95,1.65,1.2,NA,NA,NA,NA,0,"tuv280400"
"sa22089.03",0,0,"ASTMG155","TPU",3,96.75,-0.03,0.34,0.6,3,NA,NA,NA,NA,0,"tuv280400"
"sa22078.07",0,0,"ASTMG155","9013-TPU",2,96.82,-0.03,0.33,0.59,2.3,NA,NA,NA,NA,0,"tuv280400"
"sa22087.03",0,0,"ASTMG155","PET",3,95.06,-0.18,1.04,1.84,1.2,NA,NA,NA,NA,0,"tuv280400"
"sa22072.07",0,0,"ASTMG155","9006-TPU",2,96.79,-0.03,0.33,0.58,1.4,NA,NA,NA,NA,0,"tuv280400"
"sa22072.06",0,0,"ASTMG155","9006-TPU",1,96.7,-0.04,0.37,0.65,2.8,NA,NA,NA,NA,0,"tuv280400"
"sa22069.06",0,0,"ASTMG155","9006-PET",1,95.8,-0.18,0.93,1.62,1.9,NA,NA,NA,NA,0,"tuv280400"
"sa22084.07",0,0,"ASTMG155","9025-TPU",2,96.82,-0.04,0.32,0.56,2.2,NA,NA,NA,NA,0,"tuv280400"
"sa22084.06",0,0,"ASTMG155","9025-TPU",1,96.8,-0.03,0.36,0.64,2.8,NA,NA,NA,NA,0,"tuv280400"
"sa22070.00",0,0,"ASTMG155","9006-PET",4,95.79,-0.2,0.95,1.64,3.4,NA,NA,NA,NA,0,"tuv280400"
"sa22078.06",0,0,"ASTMG155","9013-TPU",1,96.78,-0.03,0.35,0.61,1.6,NA,NA,NA,NA,0,"tuv280400"
"sa22087.01",0,0,"ASTMG155","PET",1,95.1,-0.19,1.03,1.82,1.2,NA,NA,NA,NA,0,"tuv280400"
"sa22085.00",0,0,"ASTMG155","9025-TPU",4,96.79,-0.03,0.35,0.63,2.5,NA,NA,NA,NA,0,"tuv280400"
"sa22080.18",0,0,"ASTMG155","9025-PET",3,95.78,-0.18,0.97,1.7,3,NA,NA,NA,NA,0,"tuv280400"
"sa22075.06",0,0,"ASTMG155","9013-PET",1,95.76,-0.18,0.97,1.71,1.6,NA,NA,NA,NA,0,"tuv280400"
"sa22075.07",0,0,"ASTMG155","9013-PET",2,95.83,-0.24,0.96,1.63,2.4,NA,NA,NA,NA,0,"tuv280400"
"sa22087.02",0,0,"ASTMG155","PET",2,95.11,-0.16,1.01,1.8,1.4,NA,NA,NA,NA,0,"tuv280400"
"sa22087.05",0,0,"ASTMG155","PET",4,95.09,-0.18,1.03,1.82,1.4,NA,NA,NA,NA,0,"tuv280400"
"sa22076.00",0,0,"ASTMG155","9013-PET",4,95.83,-0.04,0.92,1.71,1.1,NA,NA,NA,NA,0,"tuv280400"
"sa22079.00",0,0,"ASTMG155","9013-TPU",4,96.8,-0.03,0.34,0.61,2.3,NA,NA,NA,NA,0,"tuv280400"
"sa22069.07",0,0,"ASTMG155","9006-PET",2,95.8,-0.18,0.93,1.62,1.4,NA,NA,NA,NA,0,"tuv280400"
"sa22084.09",0,0,"ASTMG155","9025-TPU",4,96.82,-0.03,0.34,0.61,2.2,NA,NA,NA,NA,0,"tuv280400"
"sa22072.08",0,0,"ASTMG155","9006-TPU",3,96.76,-0.05,0.37,0.64,2.7,NA,NA,NA,NA,0,"tuv280400"
"sa22080.16",0,0,"ASTMG155","9025-PET",1,95.81,-0.19,0.95,1.65,1.6,NA,NA,NA,NA,0,"tuv280400"
"sa22075.09",0,0,"ASTMG155","9013-PET",4,95.83,-0.23,0.96,1.63,1.3,NA,NA,NA,NA,0,"tuv280400"
