Wavenumber,sa22082.02,sa22082.03,sa22089.13,sa22089.12,sa22087.13,sa22087.12,sa22085.08,sa22085.07,sa22089.08,sa22087.09,sa22087.08,sa22085.04,sa22085.03,sa22081.03,sa22081.04,sa22079.04,sa22079.03,sa22076.04,sa22076.03,sa22073.04,sa22073.03,sa22070.04,sa22070.03,sa22072.05,sa22072.04,sa22069.05,sa22069.04,sa22087.00,sa22086.14,sa22089.00,sa22088.14,sa22084.05,sa22084.04,sa22078.05,sa22078.04,sa22075.05,sa22075.04,sa22080.15,sa22080.14,sa22071.00,sa22070.09,sa22068.00,sa22067.59,sa22065.50,sa22064.59,sa22062.50,sa22061.59,sa22059.50,sa22058.59,sa22056.50,sa22073.09,sa22086.10,sa22086.09,sa22081.10,sa22088.09,sa22078.00,sa22075.00,sa22074.09,sa22069.00,sa22068.09,sa22063.50,sa22062.59,sa22060.50,sa22059.59,sa22057.50,sa22056.59,sa22065.55,sa22065.54,sa22062.55,sa22062.54,sa22059.54,sa22059.54,sa22056.55,sa22056.04,sa22088.04,sa22088.05,sa22086.04,sa22086.05,sa22083.05,sa22083.04,sa22080.05,sa22080.04,sa22077.05,sa22077.04,sa22074.05,sa22074.04,sa22071.05,sa22071.04,sa22068.05,sa22068.04,sa22089.14,sa22088.00,sa22087.14,sa22085.09,sa22083.00,sa22082.04,sa22080.00,sa22079.09,sa22077.00,sa22076.09,sa22074.00,sa22089.04,sa22089.05,sa22087.05,sa22087.04,sa22084.09,sa22085.00,sa22081.00,sa22080.19,sa22078.09,sa22079.00,sa22076.00,sa22075.09,sa22072.09,sa22073.00,sa22070.00,sa22069.09
1661.96,0.0819186,0.0946514,0.220864,0.232975,0.0864547,0.120942,0.141657,0.205704,0.225259,0.0779952,0.0982525,0.123525,0.132452,0.0823459,0.0758204,0.158144,0.189065,0.0807874,0.09968,0.131433,0.207298,0.0699703,0.0926284,0.229615,0.116242,0.0474871,0.0495212,0.080747,0.0848059,0.240569,0.28562,0.283348,0.25227,0.194361,0.222625,0.04495,0.0382842,0.0400286,0.0292721,0.0874712,0.0310908,0.0243632,0.149851,0.160355,0.0464247,0.0813169,0.231832,0.234129,0.0324765,0.0347211,0.11982,0.0275957,0.030725,0.0324312,0.026704,0.152639,0.031309,0.0352975,0.0338526,0.0396183,0.0400584,0.0465746,0.250144,0.212876,0.0396387,0.0325288,0.199865,0.191902,0.17478,0.175279,0.486895,0.243032,0.165587,0.211067,0.248201,0.241008,0.0953792,0.067901,0.213721,0.22042,0.124597,0.12868,0.34192,0.394939,0.111216,0.078115,0.233137,0.226316,0.0924419,0.0946108,0.167509,0.166783,0.131241,0.0615203,0.128851,0.0503185,0.0380919,0.103969,0.0997064,0.0856251,0.0742813,0.286634,0.269648,0.0673964,0.0576047,0.159654,0.157071,0.0661788,0.0621911,0.177107,0.173014,0.0468824,0.053354,0.158189,0.158775,0.0628366,0.0590038
1665.68,0.0878745,0.101525,0.227433,0.238174,0.0940823,0.130765,0.152835,0.213194,0.231375,0.0851466,0.107637,0.133919,0.142125,0.0881755,0.0812239,0.180939,0.208444,0.0875413,0.108621,0.142415,0.216765,0.0749295,0.09987,0.231019,0.121586,0.0519816,0.054966,0.0879892,0.0922081,0.240609,0.265145,0.260549,0.23547,0.212129,0.228414,0.048879,0.0414361,0.0432713,0.0314678,0.0983565,0.03353,0.026726,0.166237,0.176444,0.0477287,0.0839965,0.300357,0.299539,0.0371817,0.0398809,0.132806,0.029575,0.0331818,0.0349797,0.0287951,0.155141,0.0338806,0.0383624,0.0362461,0.0431119,0.0428334,0.0493696,0.28718,0.199783,0.0420021,0.0344824,0.213973,0.205781,0.189664,0.186532,0.550864,0.257215,0.168164,0.218951,0.238621,0.234891,0.102798,0.0745369,0.222942,0.230251,0.134381,0.136711,0.368741,0.425025,0.114302,0.0826182,0.23653,0.23054,0.0963552,0.0978175,0.181006,0.180001,0.143349,0.0710573,0.140759,0.0559639,0.0425767,0.124404,0.117397,0.0942135,0.0832108,0.267181,0.25248,0.0722809,0.0613868,0.162953,0.161119,0.0707728,0.0668624,0.180068,0.178355,0.0499966,0.0563828,0.163512,0.163758,0.0670895,0.0628865
1669.41,0.0954602,0.110082,0.236382,0.245804,0.102861,0.140717,0.16941,0.221221,0.239511,0.0936038,0.118768,0.149627,0.156321,0.0956094,0.0877809,0.214774,0.233263,0.095378,0.119152,0.159053,0.23001,0.0816277,0.108659,0.250071,0.133999,0.0583105,0.0624392,0.0961921,0.100739,0.25904,0.264011,0.256432,0.235228,0.243852,0.250005,0.0542055,0.0455242,0.047542,0.0363378,0.11272,0.0365185,0.0297542,0.181615,0.190493,0.0485265,0.0855628,0.378797,0.371596,0.04158,0.0446453,0.147356,0.0313798,0.0356186,0.0378679,0.0310971,0.16335,0.0365552,0.0415768,0.0386087,0.046921,0.0458387,0.052165,0.326497,0.196299,0.0445695,0.0366278,0.230027,0.222215,0.202861,0.195177,0.613539,0.276204,0.168358,0.222225,0.239656,0.238391,0.109527,0.0816733,0.237365,0.245351,0.143536,0.143489,0.399943,0.457671,0.115999,0.0864489,0.248105,0.242744,0.0994059,0.100447,0.198176,0.197339,0.155644,0.0850667,0.157346,0.0639962,0.0501757,0.153837,0.142961,0.105601,0.0951162,0.258541,0.244924,0.0775226,0.0654777,0.170937,0.17056,0.0760259,0.0717846,0.18713,0.188151,0.053154,0.0600292,0.173281,0.172725,0.0714818,0.0670524
1673.14,0.105073,0.120994,0.263181,0.271287,0.112591,0.151385,0.194106,0.246476,0.266288,0.102864,0.131253,0.172954,0.176086,0.104917,0.0957929,0.259979,0.262761,0.104046,0.131363,0.184158,0.259801,0.0900602,0.119012,0.299523,0.155035,0.0667219,0.0719377,0.105412,0.110587,0.307879,0.288944,0.276631,0.257401,0.289161,0.286989,0.0605076,0.050321,0.0524631,0.0396214,0.136784,0.0406734,0.0338459,0.202004,0.208021,0.0491083,0.0873254,0.456714,0.443017,0.0458154,0.0488678,0.175244,0.0337149,0.0385265,0.0411732,0.0340041,0.181091,0.0395645,0.0451973,0.04119,0.0504555,0.0490769,0.0554294,0.36538,0.208918,0.0474114,0.0395981,0.25108,0.243445,0.211723,0.199458,0.676876,0.302956,0.167907,0.222526,0.25827,0.257584,0.113814,0.0895557,0.259887,0.269091,0.150803,0.147467,0.437335,0.493959,0.116544,0.0891127,0.271142,0.266151,0.101006,0.102265,0.232191,0.231519,0.167978,0.104709,0.186192,0.0742607,0.0592112,0.19439,0.180133,0.12141,0.112051,0.271471,0.257577,0.0835572,0.0702031,0.192089,0.192406,0.0821471,0.0768797,0.207701,0.211136,0.0569909,0.0645625,0.195168,0.192522,0.0768347,0.0719468
1676.86,0.114276,0.131199,0.305468,0.313093,0.121436,0.160625,0.221537,0.288823,0.31146,0.11124,0.142923,0.199502,0.197412,0.11405,0.103514,0.307329,0.290614,0.11205,0.143298,0.213869,0.30559,0.0986998,0.129316,0.389262,0.179471,0.0749435,0.0811327,0.113033,0.118876,0.398989,0.339626,0.319659,0.301563,0.335071,0.328485,0.0656174,0.0541713,0.0572908,0.0418274,0.166439,0.0445469,0.0376962,0.222508,0.224798,0.0485369,0.0870567,0.501835,0.484852,0.0473861,0.0505967,0.214351,0.0358038,0.041064,0.0440391,0.0364178,0.203205,0.0423985,0.0483843,0.0436693,0.053387,0.0521646,0.0585702,0.39115,0.232736,0.0500203,0.0423837,0.271049,0.263623,0.212357,0.196613,0.721611,0.330772,0.167367,0.220921,0.288631,0.286042,0.113656,0.0967101,0.285253,0.295799,0.15401,0.146973,0.471611,0.524406,0.116319,0.0903502,0.300351,0.2959,0.101025,0.103209,0.286814,0.285606,0.179867,0.128542,0.227281,0.0862207,0.0699968,0.242068,0.222255,0.137943,0.13005,0.298719,0.283976,0.0883388,0.0743617,0.221184,0.221184,0.0874682,0.0811537,0.237247,0.242715,0.0607586,0.0689099,0.22471,0.218428,0.0819618,0.0762736
1680.59,0.124462,0.142148,0.35207,0.359421,0.13061,0.169926,0.248045,0.338013,0.361917,0.120509,0.155601,0.225494,0.218512,0.123763,0.111945,0.344925,0.314304,0.120415,0.155111,0.243552,0.355216,0.108158,0.14042,0.494709,0.206137,0.0841204,0.091744,0.12115,0.12734,0.506112,0.395067,0.367161,0.351969,0.367724,0.360821,0.0693708,0.0570851,0.0626075,0.0453361,0.199171,0.0489342,0.0424266,0.242764,0.240929,0.0478502,0.0858597,0.518086,0.49995,0.0470058,0.0506272,0.259792,0.0376685,0.0438453,0.0465388,0.0388009,0.225279,0.0450746,0.0515499,0.0459523,0.0568133,0.0553913,0.0615098,0.401964,0.260758,0.0526582,0.0446804,0.290089,0.282836,0.209021,0.192012,0.746961,0.358135,0.167863,0.220917,0.32178,0.315942,0.11071,0.104329,0.310253,0.321952,0.153955,0.144589,0.499824,0.547844,0.116819,0.0937023,0.33042,0.326562,0.100626,0.104991,0.351652,0.349938,0.191299,0.156168,0.273298,0.101881,0.0845104,0.287599,0.262967,0.154327,0.147722,0.330432,0.314969,0.0923358,0.0785377,0.253767,0.252855,0.0924327,0.0858658,0.27079,0.278709,0.0642275,0.0722795,0.257916,0.247072,0.0868033,0.0804794
1684.32,0.142258,0.162225,0.40771,0.413103,0.145204,0.18418,0.287091,0.398051,0.419749,0.13503,0.175362,0.263418,0.252492,0.140492,0.126747,0.382699,0.347464,0.133426,0.172507,0.285445,0.411113,0.124393,0.158996,0.53377,0.25195,0.10051,0.110094,0.134555,0.142321,0.544619,0.429255,0.402849,0.394179,0.398587,0.393204,0.0749399,0.0615633,0.0717054,0.0559921,0.246633,0.0566959,0.0509092,0.273126,0.264969,0.0478396,0.0861475,0.512118,0.496146,0.0462989,0.0508299,0.32119,0.0405823,0.0476931,0.051083,0.0426373,0.258255,0.0491297,0.0565241,0.0492674,0.0629448,0.0598709,0.0654601,0.404577,0.299646,0.0563225,0.0484062,0.321752,0.314256,0.20549,0.190397,0.769577,0.399146,0.168702,0.220954,0.366134,0.356038,0.106178,0.11541,0.346117,0.359531,0.151794,0.142066,0.53584,0.579333,0.118507,0.0994796,0.372723,0.369077,0.101351,0.109699,0.425476,0.423381,0.206388,0.200252,0.330119,0.128588,0.108317,0.329656,0.307636,0.173941,0.168252,0.37193,0.356352,0.0977547,0.0849265,0.299235,0.296828,0.0993516,0.0920615,0.315818,0.326829,0.0691915,0.0783916,0.303769,0.285875,0.0938703,0.0874126
1688.04,0.154929,0.1768,0.422053,0.42524,0.155907,0.194666,0.313025,0.414924,0.431736,0.144756,0.189487,0.288226,0.278766,0.152528,0.136976,0.394248,0.365716,0.142701,0.184493,0.312407,0.424255,0.13649,0.173319,0.449498,0.287186,0.111458,0.121003,0.142502,0.151084,0.45992,0.406609,0.391789,0.384419,0.403726,0.39994,0.0762239,0.0620731,0.0771418,0.0526856,0.276948,0.0626003,0.0571402,0.288411,0.274998,0.0455442,0.0827286,0.477318,0.464299,0.0434759,0.0485517,0.352258,0.042609,0.050241,0.0544114,0.0453789,0.279615,0.0520666,0.0589709,0.0518327,0.0634226,0.0635939,0.0689443,0.392012,0.322911,0.0596782,0.0521866,0.345059,0.337732,0.199433,0.186966,0.768635,0.430796,0.167493,0.217813,0.39124,0.379405,0.100509,0.122571,0.369886,0.38458,0.147063,0.137449,0.555599,0.596698,0.118905,0.0982654,0.400582,0.39715,0.101016,0.111938,0.448669,0.445979,0.218792,0.240731,0.358783,0.148863,0.124447,0.343264,0.326964,0.182166,0.176942,0.393629,0.379191,0.101376,0.0899721,0.326409,0.323358,0.104634,0.0962163,0.340461,0.353166,0.073593,0.0844133,0.330948,0.308596,0.100027,0.0930574
1691.77,0.163284,0.185767,0.40473,0.405931,0.165534,0.20452,0.325291,0.397858,0.410922,0.155073,0.203897,0.300727,0.295585,0.160939,0.144002,0.39008,0.37135,0.151814,0.19409,0.327225,0.408005,0.144997,0.185406,0.378736,0.307019,0.117677,0.126992,0.151874,0.159936,0.389502,0.377045,0.369844,0.360065,0.39318,0.390435,0.0752189,0.0608722,0.0800378,0.0520001,0.287322,0.0664534,0.0611994,0.287886,0.271841,0.0427089,0.0774896,0.430642,0.41959,0.0394588,0.0444903,0.350461,0.0435047,0.0517719,0.0557879,0.0469909,0.287431,0.0538533,0.060079,0.0536371,0.0632295,0.0663057,0.0718623,0.370456,0.327304,0.0624774,0.0540899,0.357182,0.350064,0.191391,0.182118,0.750147,0.448665,0.166062,0.215058,0.394302,0.383188,0.0944784,0.131165,0.380065,0.395559,0.140986,0.132354,0.559814,0.599522,0.119062,0.096801,0.412144,0.409561,0.100636,0.113894,0.432962,0.43007,0.2345,0.273002,0.363543,0.164602,0.139114,0.341218,0.325123,0.182305,0.177027,0.393285,0.380127,0.103643,0.0940139,0.332085,0.330364,0.108482,0.099862,0.342337,0.356154,0.0772206,0.08897,0.336288,0.312711,0.105039,0.0971336
1695.49,0.174714,0.198402,0.388491,0.387617,0.180835,0.220044,0.343741,0.380758,0.390414,0.17282,0.228075,0.31827,0.316815,0.171861,0.153642,0.389164,0.380421,0.166246,0.207611,0.349439,0.392042,0.156128,0.201552,0.340844,0.334052,0.127139,0.138496,0.171929,0.181087,0.351963,0.36057,0.357278,0.347412,0.383472,0.381536,0.0757288,0.0611248,0.084325,0.0593437,0.305365,0.0723556,0.0678022,0.293028,0.275182,0.042166,0.0763755,0.384366,0.375746,0.0362056,0.0415012,0.34928,0.0453022,0.05438,0.0578502,0.0493289,0.297621,0.0563471,0.0630283,0.0561235,0.0674724,0.0696632,0.0754937,0.348993,0.332035,0.0657924,0.0560431,0.377586,0.370239,0.182343,0.179006,0.734368,0.472475,0.16527,0.215045,0.397837,0.387705,0.0870868,0.149575,0.395135,0.412379,0.133521,0.128108,0.569375,0.607576,0.120097,0.10432,0.42521,0.423324,0.101404,0.118468,0.41495,0.412132,0.260446,0.310471,0.369056,0.184169,0.156568,0.343558,0.327951,0.186355,0.179842,0.393575,0.381564,0.107892,0.100321,0.340735,0.341637,0.113999,0.106406,0.345487,0.36156,0.0822073,0.0940702,0.345235,0.319027,0.112253,0.103464
1699.22,0.186317,0.212333,0.382791,0.380592,0.199254,0.238752,0.368803,0.373855,0.381374,0.195793,0.260322,0.341016,0.341346,0.183104,0.163676,0.398155,0.396424,0.184437,0.223596,0.38176,0.387122,0.168453,0.219104,0.329158,0.369946,0.138504,0.152555,0.202777,0.215992,0.340629,0.357559,0.356511,0.347805,0.379512,0.377558,0.0775855,0.0621726,0.0891881,0.0655254,0.335145,0.0794588,0.0759037,0.31105,0.293203,0.0449488,0.082392,0.35796,0.350901,0.034881,0.0410259,0.355006,0.0484437,0.0573027,0.0608823,0.0521645,0.312245,0.0590117,0.0659167,0.0590026,0.0713281,0.073615,0.0796138,0.333947,0.341178,0.0694349,0.0587686,0.406082,0.397837,0.173979,0.177891,0.719331,0.50033,0.164227,0.214316,0.407259,0.397387,0.0792135,0.177833,0.416335,0.43647,0.126193,0.125184,0.585637,0.620666,0.121433,0.109392,0.443503,0.442368,0.103055,0.124025,0.40574,0.403389,0.298557,0.353553,0.381778,0.20443,0.174799,0.358463,0.343689,0.194625,0.186862,0.399686,0.388914,0.114128,0.108207,0.355496,0.358786,0.120897,0.114151,0.354331,0.372965,0.0882028,0.101569,0.361233,0.330396,0.12111,0.111709
1702.95,0.192502,0.219261,0.385037,0.382872,0.214622,0.25298,0.387484,0.376047,0.382287,0.215927,0.289041,0.357679,0.356699,0.188243,0.168402,0.411963,0.410773,0.199365,0.235263,0.410458,0.390172,0.175833,0.229741,0.329642,0.400194,0.145514,0.160878,0.232837,0.25022,0.341825,0.36378,0.364349,0.355531,0.3778,0.375881,0.0785617,0.0623766,0.0911287,0.0622529,0.367882,0.0849165,0.082145,0.337115,0.321483,0.0495692,0.091365,0.36152,0.354842,0.0353189,0.0419371,0.365384,0.0514162,0.0601406,0.0639573,0.0552517,0.326567,0.061434,0.0672139,0.061774,0.0714941,0.0776912,0.0840435,0.328519,0.355467,0.0735077,0.0620007,0.428602,0.419145,0.168139,0.177262,0.697653,0.519899,0.162406,0.211685,0.421114,0.409373,0.0726912,0.208474,0.436144,0.458104,0.12067,0.123039,0.597266,0.626885,0.122298,0.107125,0.459822,0.459469,0.10443,0.12757,0.403196,0.400897,0.3407,0.390755,0.396062,0.218471,0.187139,0.384994,0.369792,0.202152,0.19538,0.413762,0.403707,0.120571,0.116044,0.371628,0.376348,0.1286,0.12101,0.367042,0.387982,0.0946296,0.110205,0.378585,0.343655,0.12997,0.119865
1706.67,0.19644,0.222673,0.396272,0.394829,0.230375,0.264859,0.401612,0.390147,0.395343,0.236039,0.318155,0.371079,0.367249,0.190824,0.170699,0.432043,0.425492,0.213284,0.244838,0.4378,0.402273,0.181103,0.23643,0.335132,0.427495,0.150845,0.16626,0.261149,0.282494,0.348142,0.381706,0.384785,0.374308,0.380365,0.37971,0.0793285,0.0623042,0.0922431,0.0591264,0.403985,0.0882806,0.0874263,0.37197,0.360412,0.0550555,0.100955,0.384488,0.377411,0.0364006,0.0432934,0.382102,0.0543932,0.0635791,0.067336,0.0586803,0.343535,0.0645284,0.0688454,0.0649221,0.0719272,0.0827142,0.089507,0.330102,0.380675,0.0785658,0.0660326,0.444355,0.434117,0.164413,0.177029,0.668623,0.528912,0.15997,0.20804,0.443233,0.42662,0.0675423,0.240244,0.453665,0.47711,0.116771,0.12147,0.601998,0.625709,0.123021,0.102871,0.477019,0.477037,0.105749,0.130109,0.411597,0.40891,0.387106,0.426314,0.415517,0.232573,0.201008,0.425327,0.406392,0.209133,0.206128,0.440059,0.431052,0.128317,0.124807,0.391177,0.395678,0.138644,0.128953,0.386065,0.409538,0.102645,0.120237,0.3994,0.359704,0.140198,0.129693
1710.4,0.199403,0.224617,0.40988,0.409358,0.247374,0.271697,0.412422,0.40962,0.411846,0.254968,0.348026,0.380606,0.374797,0.191475,0.171342,0.454986,0.439815,0.225897,0.251002,0.462241,0.41587,0.185546,0.238416,0.336972,0.451923,0.155509,0.171306,0.282909,0.308684,0.350217,0.40142,0.407247,0.395584,0.382477,0.383243,0.0794776,0.0622121,0.0928262,0.058724,0.444519,0.0903429,0.092285,0.417843,0.412717,0.0609628,0.111436,0.41614,0.408089,0.0373239,0.0444495,0.404586,0.057461,0.0674408,0.0711785,0.0627899,0.361458,0.0682811,0.0726455,0.0681304,0.0753698,0.0885492,0.0955939,0.334414,0.410955,0.0839469,0.0711753,0.456753,0.445663,0.161933,0.176536,0.634687,0.527924,0.156881,0.20446,0.465284,0.443066,0.0635004,0.268396,0.465589,0.490594,0.113595,0.120394,0.599959,0.618589,0.123726,0.103861,0.489582,0.490545,0.107029,0.132284,0.42476,0.421827,0.418366,0.458942,0.434419,0.248323,0.216482,0.473391,0.452904,0.215448,0.218831,0.468543,0.462541,0.136589,0.134137,0.411937,0.414686,0.150814,0.138079,0.407464,0.434588,0.111774,0.13102,0.421682,0.376393,0.151517,0.141488
1714.13,0.201793,0.225529,0.40966,0.409413,0.258279,0.2621,0.420995,0.41549,0.413858,0.264792,0.367667,0.387745,0.381685,0.190194,0.17067,0.479592,0.454381,0.230871,0.24959,0.48363,0.417605,0.190664,0.234763,0.322882,0.471423,0.160142,0.176447,0.285351,0.316354,0.335192,0.389191,0.39596,0.38591,0.379647,0.373639,0.0791936,0.0621449,0.0932613,0.0623879,0.482265,0.0913878,0.0965118,0.47235,0.477188,0.066852,0.123299,0.44466,0.436178,0.0380894,0.0449625,0.416803,0.0577303,0.0683884,0.0725683,0.064788,0.367755,0.070198,0.0750852,0.0684368,0.0777099,0.0907091,0.0973243,0.336625,0.412798,0.0852076,0.0745822,0.466647,0.454989,0.159784,0.175271,0.598486,0.515504,0.152858,0.200102,0.461473,0.437612,0.0603153,0.279279,0.468163,0.494441,0.109654,0.119332,0.59195,0.606612,0.124313,0.10614,0.485345,0.48877,0.108075,0.134678,0.429447,0.426211,0.401497,0.489643,0.446193,0.268064,0.23685,0.525397,0.502594,0.221943,0.233871,0.46461,0.461803,0.137972,0.136927,0.422059,0.422919,0.156675,0.140748,0.417191,0.446773,0.115708,0.13564,0.434614,0.384388,0.15628,0.147629
1717.85,0.202432,0.224961,0.387443,0.385276,0.247263,0.229148,0.429098,0.394968,0.389966,0.251588,0.35178,0.393899,0.388379,0.18577,0.16743,0.50111,0.468388,0.216857,0.23388,0.501387,0.399541,0.195557,0.223675,0.294173,0.487943,0.163712,0.179795,0.261689,0.296829,0.304569,0.335369,0.339847,0.333177,0.371011,0.3489,0.0785571,0.0622062,0.0936263,0.0663181,0.51276,0.0918601,0.099196,0.532574,0.550118,0.0729906,0.136878,0.460367,0.451285,0.0390299,0.0453629,0.401543,0.0519306,0.0621759,0.0666545,0.0597694,0.351341,0.0654856,0.0707995,0.0613633,0.0730699,0.082934,0.088011,0.33468,0.369213,0.0766177,0.0714138,0.476866,0.46598,0.155325,0.171878,0.560993,0.495861,0.147181,0.193691,0.426622,0.406399,0.0565079,0.265329,0.464899,0.492678,0.103423,0.117153,0.580921,0.591852,0.123971,0.10754,0.462095,0.469327,0.108653,0.136804,0.414016,0.41141,0.341332,0.514547,0.44921,0.287804,0.25438,0.570042,0.549692,0.231986,0.251886,0.416548,0.413815,0.123712,0.123754,0.41948,0.419075,0.144079,0.126832,0.409437,0.436703,0.105622,0.124315,0.435524,0.380233,0.14362,0.13687
1721.58,0.200241,0.221698,0.363666,0.360571,0.219729,0.196607,0.42613,0.372449,0.365145,0.223559,0.309299,0.389575,0.385326,0.180019,0.162767,0.500619,0.468312,0.192316,0.213935,0.503554,0.379602,0.196149,0.211666,0.275337,0.484365,0.16113,0.174794,0.229375,0.262628,0.284395,0.298872,0.301521,0.294032,0.357056,0.328516,0.0760952,0.0606792,0.0918973,0.0587005,0.509717,0.0891967,0.0967613,0.548805,0.569853,0.0737057,0.139505,0.446074,0.437102,0.0382112,0.0437728,0.37285,0.0441657,0.0530422,0.0565997,0.0511565,0.327389,0.056788,0.0606934,0.0518513,0.060181,0.0707539,0.0745668,0.325561,0.331166,0.0646878,0.0625412,0.476709,0.466815,0.148061,0.16546,0.527369,0.477741,0.141849,0.186184,0.400026,0.382075,0.052725,0.237885,0.458084,0.485647,0.0975492,0.113876,0.563056,0.571245,0.122197,0.100617,0.44219,0.452204,0.108201,0.135958,0.395244,0.392963,0.288197,0.508569,0.442767,0.288211,0.254085,0.574119,0.553126,0.234467,0.257674,0.377618,0.373602,0.104002,0.10354,0.410892,0.409691,0.122346,0.106006,0.397074,0.418743,0.089012,0.105296,0.429239,0.369962,0.122349,0.116179
1725.31,0.197245,0.21789,0.351215,0.348467,0.190249,0.170557,0.413351,0.364839,0.354314,0.19341,0.263147,0.374771,0.373936,0.174911,0.158361,0.48107,0.456732,0.16747,0.196115,0.490059,0.367863,0.193307,0.20223,0.269871,0.460948,0.154476,0.166697,0.197218,0.224953,0.278903,0.287454,0.289318,0.279734,0.339315,0.313709,0.0723691,0.0586079,0.0884829,0.055929,0.477705,0.0836097,0.0910537,0.523741,0.540317,0.0708384,0.134963,0.413798,0.406763,0.0363485,0.0411131,0.349316,0.0379606,0.0452634,0.0479379,0.043618,0.307704,0.0490509,0.0518108,0.0443637,0.050582,0.0602679,0.0636373,0.312953,0.314972,0.055095,0.0531058,0.467063,0.458209,0.139995,0.158572,0.49776,0.459584,0.137543,0.180128,0.390324,0.371516,0.0496859,0.207149,0.448382,0.47398,0.0928798,0.11131,0.539311,0.546411,0.120231,0.0972746,0.429094,0.440035,0.107536,0.134682,0.387391,0.384757,0.245585,0.463464,0.421932,0.269685,0.238997,0.533714,0.516565,0.22655,0.249888,0.361992,0.357101,0.0884049,0.0869922,0.40332,0.400191,0.103804,0.0894331,0.389205,0.405072,0.0751386,0.0887969,0.422999,0.360733,0.104176,0.0982349
1729.03,0.192451,0.21243,0.340482,0.337999,0.160772,0.145679,0.392868,0.360124,0.345712,0.162657,0.218058,0.352585,0.356756,0.169074,0.153527,0.449811,0.437756,0.143206,0.178975,0.463818,0.355016,0.188137,0.193393,0.26812,0.423171,0.145262,0.157471,0.164092,0.185616,0.277334,0.283149,0.284372,0.272887,0.3159,0.295999,0.06768,0.0557957,0.0836021,0.0544019,0.423824,0.0760391,0.0829804,0.472152,0.483012,0.0665959,0.127319,0.37048,0.366737,0.034055,0.0381894,0.325174,0.0327932,0.0389032,0.0409407,0.0370798,0.287335,0.0423251,0.0448894,0.038352,0.0442977,0.0515971,0.0546671,0.296785,0.303279,0.047313,0.0446354,0.447889,0.44046,0.132056,0.151707,0.47003,0.434474,0.133204,0.175025,0.379161,0.359483,0.0468869,0.173826,0.431298,0.455534,0.088522,0.109132,0.511626,0.519095,0.118023,0.097792,0.411033,0.421791,0.106302,0.133142,0.381373,0.377826,0.205313,0.394039,0.381225,0.239186,0.213702,0.467428,0.456296,0.209357,0.231578,0.349848,0.344242,0.0752267,0.0736008,0.390101,0.384269,0.0880183,0.0761503,0.376517,0.387972,0.0635314,0.0739799,0.410184,0.347291,0.0888972,0.0832486
1732.76,0.182506,0.201635,0.312377,0.3102,0.129192,0.118906,0.360874,0.334015,0.317551,0.129002,0.170914,0.320635,0.330354,0.159713,0.145732,0.406803,0.408291,0.117138,0.160113,0.422213,0.323507,0.17875,0.182181,0.253952,0.367765,0.132547,0.144539,0.127075,0.142609,0.263267,0.267632,0.267566,0.255627,0.281376,0.267214,0.0617513,0.0519635,0.0763811,0.0544702,0.350502,0.0661176,0.0722269,0.40133,0.408293,0.0617286,0.117686,0.317108,0.316961,0.0314217,0.0350474,0.286279,0.028228,0.0331666,0.0347503,0.0311037,0.259165,0.0359861,0.0389721,0.0329394,0.0400482,0.043658,0.0465018,0.274047,0.277852,0.040431,0.0368837,0.414866,0.408407,0.124479,0.144814,0.440575,0.393126,0.12756,0.168597,0.346606,0.32915,0.0442451,0.136669,0.40204,0.425471,0.0844406,0.107172,0.478275,0.488559,0.115156,0.0980941,0.37363,0.384808,0.104107,0.130779,0.3519,0.347663,0.162284,0.310512,0.31668,0.200459,0.181377,0.383172,0.378273,0.182594,0.202961,0.320936,0.315141,0.0635872,0.0618224,0.358809,0.35216,0.0737983,0.0643484,0.345721,0.354051,0.0531733,0.0614201,0.378815,0.319753,0.0753791,0.0700102
1736.48,0.165107,0.182974,0.258601,0.257128,0.0988304,0.0919801,0.318428,0.275254,0.26183,0.0964994,0.12641,0.281335,0.295145,0.145022,0.132824,0.357712,0.367964,0.0918563,0.139617,0.371681,0.268738,0.164361,0.167122,0.214207,0.30358,0.116442,0.127002,0.0911964,0.101724,0.222816,0.226267,0.22475,0.214239,0.237784,0.226093,0.0540618,0.0462657,0.0666585,0.0467107,0.275089,0.0553138,0.0605436,0.329127,0.334524,0.0555861,0.105486,0.261818,0.264659,0.0280692,0.0311018,0.230238,0.0240471,0.0281233,0.0293299,0.0260398,0.222399,0.0303327,0.0328333,0.0280017,0.0342013,0.0364624,0.0393605,0.244547,0.230203,0.0340682,0.0309742,0.369417,0.363274,0.117395,0.137497,0.407011,0.337423,0.120845,0.159603,0.287885,0.276222,0.0417184,0.0999947,0.362198,0.38527,0.0808381,0.104079,0.440356,0.454044,0.110762,0.0936435,0.317069,0.329248,0.100523,0.125363,0.287765,0.283997,0.119767,0.235021,0.243895,0.160129,0.145292,0.300165,0.298571,0.150762,0.169479,0.267198,0.262079,0.0536281,0.0515451,0.307568,0.303592,0.0614074,0.0538294,0.295269,0.301038,0.0444164,0.0514464,0.328365,0.276939,0.0635335,0.058787
