Wavenumber,sa22068.03,sa22068.04,sa22068.05,sa22068.08,sa22068.09,sa22069.00,sa22069.03,sa22069.04,sa22069.05,sa22069.08,sa22069.09,sa22070.00,sa22071.03,sa22071.04,sa22071.05,sa22071.08,sa22071.09,sa22072.00,sa22072.08,sa22072.09,sa22073.00,sa22074.03,sa22074.04,sa22074.05,sa22074.08,sa22074.09,sa22075.00,sa22075.03,sa22075.04,sa22075.05,sa22075.08,sa22075.09,sa22076.00,sa22077.03,sa22077.04,sa22077.05,sa22077.08,sa22077.09,sa22078.00,sa22078.08,sa22078.09,sa22079.00,sa22080.03,sa22080.04,sa22080.05,sa22080.08,sa22080.09,sa22080.10,sa22080.13,sa22080.14,sa22080.15,sa22080.18,sa22080.19,sa22081.00,sa22083.03,sa22083.04,sa22083.05,sa22083.08,sa22083.09,sa22084.00,sa22084.08,sa22084.09,sa22085.00,sa22086.03,sa22086.04,sa22086.05,sa22086.08,sa22086.09,sa22086.10,sa22086.13,sa22086.14,sa22087.00,sa22087.03,sa22087.04,sa22087.05,sa22088.03,sa22088.04,sa22088.05,sa22088.08,sa22088.09,sa22088.10,sa22089.03,sa22089.04,sa22089.05
2496.19,0.010658,0.0113299,0.0171734,0.00188801,0.0117152,0.00626564,0.021908,0.0194741,0.0124174,0.00421629,0.0108592,0.00485977,0.0048292,0.00665614,0.00664432,0.00217926,0.0017772,-0.000744811,0.00113475,0.00320717,0.00276875,0.00739184,0.00397593,0.00844784,0.0101188,0.016934,0.0133959,0.015709,0.0177319,0.0119655,0.0181476,0.00523034,0.0128839,0.0121532,0.017308,0.016468,0.00793533,-8.48E-05,-0.000983498,0.00264642,0.00194675,0.00215774,0.0105285,0.0117251,0.0139781,0.00808507,0.0178901,0.0218735,0.016529,0.0138868,0.0144332,0.0171834,0.0202064,0.0114096,0.0097438,0.0123146,0.0100816,0.00657735,0.0145713,0.00666993,0.0056559,0.003766,0.00296306,0.0133504,0.0163114,0.0282426,0.00866057,0.00997038,0.0130833,0.0130048,0.0137171,0.0113594,0.0220966,0.018634,0.0182295,0.00708362,0.00923691,0.00831189,-0.00275398,-0.00213998,-0.000714007,0.00444839,0.00202742,0.00235856
2498.05,0.0101365,0.010145,0.0162601,0.00206038,0.0122478,0.00679726,0.0215978,0.0191905,0.011817,0.00411563,0.01126,0.00449009,0.00444668,0.00558231,0.00652084,0.00232717,0.000906866,-0.00196263,0.00144516,0.00293471,0.0023524,0.00694387,0.00360315,0.00751144,0.00973241,0.0167922,0.0127729,0.0155686,0.0181859,0.0117227,0.0175653,0.00539094,0.0132752,0.0120021,0.0163848,0.015862,0.00738332,-0.000634919,-0.00142971,0.00241154,0.00264617,0.00234686,0.0103402,0.0116068,0.0138399,0.00786963,0.0167059,0.0219477,0.0165247,0.0139516,0.0141305,0.0176872,0.0197938,0.0117638,0.00840596,0.012208,0.00973167,0.00579168,0.0141339,0.00656925,0.0055585,0.00339866,0.0026302,0.0122986,0.0163373,0.0280001,0.00925797,0.00989095,0.0133347,0.0127985,0.012806,0.0116956,0.0229648,0.0189203,0.019152,0.00593489,0.00829277,0.00815501,-0.00324489,-0.00219807,-0.000789852,0.00489771,0.00258018,0.0025341
2499.92,0.0110856,0.0101602,0.0160139,0.00209225,0.0119608,0.00660382,0.0215603,0.0198398,0.0116872,0.00375843,0.0108317,0.0052727,0.00493717,0.00548091,0.00679002,0.00149883,0.000187872,-0.00283469,0.00129684,0.00300694,0.00238523,0.00691179,0.00352804,0.00748475,0.0086533,0.0161489,0.0120229,0.0157263,0.0185301,0.0117783,0.0170889,0.00540643,0.0131068,0.0127361,0.0168328,0.0161334,0.00712767,-0.00111258,-0.00215216,0.00262432,0.00248697,0.00226429,0.0104854,0.0120528,0.0136851,0.00740783,0.0161765,0.0216462,0.0170332,0.0142843,0.014562,0.0184441,0.0197107,0.011882,0.00891349,0.0130625,0.0101635,0.00504942,0.0137093,0.00616399,0.00524376,0.00396782,0.00249583,0.0122844,0.0168281,0.0285347,0.00981392,0.00939306,0.0128878,0.0128532,0.0129747,0.0118375,0.0232372,0.0192866,0.0195257,0.00644642,0.00844165,0.008489,-0.00345096,-0.00382191,-0.00103152,0.00542816,0.00272151,0.0022908
2501.78,0.0123975,0.0112888,0.0166332,0.00214767,0.0124148,0.00634925,0.0214209,0.0194692,0.0125833,0.00307881,0.0104927,0.00539164,0.00538105,0.00642267,0.00771385,0.00192439,0.00075038,-0.00182582,0.001353,0.00280154,0.00242525,0.00736966,0.00414106,0.00859234,0.00962254,0.0162515,0.012949,0.0160356,0.0180678,0.0124087,0.0170112,0.00534172,0.0130594,0.0136577,0.0181483,0.0172976,0.00846298,9.58E-05,-0.00112384,0.00294027,0.001644,0.00240987,0.0109938,0.0129873,0.0142465,0.00823297,0.0176931,0.0226307,0.0171683,0.0146023,0.0147617,0.0184487,0.0200638,0.0117721,0.0107415,0.0142397,0.0108957,0.00524771,0.0145845,0.00667537,0.00524482,0.00420507,0.00220435,0.0132715,0.0179968,0.0293,0.0104727,0.00942768,0.0130483,0.0128783,0.0135426,0.0120247,0.0229455,0.0193212,0.0191651,0.00769492,0.00986948,0.00937564,-0.00253116,-0.00429412,-0.000242233,0.00465734,0.00165626,0.0021453
2503.64,0.011855,0.0113146,0.0163747,0.00249461,0.0139014,0.0065575,0.0212424,0.0186391,0.0134706,0.00360364,0.0110238,0.00528585,0.0041579,0.00622627,0.00706869,0.00306103,0.00170669,-0.00103369,0.0014447,0.00260556,0.00267729,0.00693486,0.00391296,0.00818104,0.0113378,0.0173258,0.0135728,0.0160953,0.0178177,0.0132061,0.017779,0.00531706,0.0130767,0.0132919,0.0181489,0.0168385,0.00973484,0.000881911,5.69E-05,0.00231634,0.00186263,0.00233769,0.0104492,0.0128692,0.013747,0.00879895,0.018912,0.0233158,0.0168662,0.0142334,0.0144564,0.0186328,0.0205027,0.0121723,0.010303,0.0140139,0.010318,0.00646988,0.0155,0.00716016,0.00503297,0.00388591,0.0026432,0.013568,0.0169482,0.0286451,0.0106747,0.0102025,0.0139811,0.013098,0.0144683,0.0126733,0.0228303,0.0192893,0.0189884,0.00686373,0.00919136,0.00902558,-0.00143153,-0.00377526,8.62E-05,0.00423375,0.00156557,0.00280609
2505.51,0.0108351,0.010786,0.0157997,0.0022742,0.013565,0.00634176,0.0220618,0.0203268,0.0143198,0.00472707,0.0114519,0.00626546,0.00363716,0.00551718,0.00617099,0.00298619,0.00173456,-0.00181638,0.00155067,0.00273846,0.0034176,0.00700948,0.00312939,0.00669278,0.0102998,0.0171142,0.0129025,0.0163606,0.01784,0.0135861,0.0188132,0.00597454,0.0133747,0.0129247,0.0173526,0.0159741,0.00972534,-0.000136855,-0.000950408,0.00236712,0.002864,0.00220938,0.00985281,0.011712,0.0131183,0.00833858,0.018287,0.0223984,0.0174763,0.0146776,0.0149594,0.0193438,0.0212663,0.0128999,0.008577,0.0134678,0.00965519,0.00690989,0.0152323,0.00668761,0.00523355,0.0044774,0.00343133,0.0134074,0.0155983,0.0281549,0.00963895,0.0102553,0.0138652,0.0141076,0.0155244,0.0131633,0.0237337,0.0201168,0.019123,0.0060352,0.00731815,0.00794268,-0.00206017,-0.00340443,-0.00092852,0.00538394,0.00350378,0.00371762
2507.37,0.0100163,0.0108431,0.0156765,0.00190863,0.01274,0.00651284,0.023217,0.0211372,0.0140661,0.00447993,0.0113121,0.00624716,0.00470906,0.00556251,0.0064958,0.00298935,0.00107679,-0.00240834,0.00149394,0.00240807,0.00381695,0.00772106,0.00336915,0.0069211,0.00911713,0.0161304,0.0131045,0.0162957,0.0172517,0.0126247,0.0190938,0.00577344,0.0136815,0.0130146,0.0174185,0.0162629,0.00915235,-0.000828084,-0.00200274,0.0027812,0.00267356,0.0024566,0.0101898,0.0114067,0.0138167,0.00862737,0.0174912,0.0216894,0.0173692,0.0146015,0.0151077,0.0186254,0.0212434,0.0128607,0.00819212,0.0134537,0.00946273,0.00609051,0.0144024,0.00597883,0.00536252,0.00549841,0.00314791,0.0136119,0.0156929,0.0285821,0.00856454,0.00962321,0.0129579,0.0134967,0.0152198,0.0121925,0.0238634,0.0198659,0.0194412,0.00619244,0.00673421,0.00766485,-0.00279898,-0.00337738,-0.00102171,0.00598115,0.00395492,0.00383079
2509.24,0.00945665,0.0108727,0.0157889,0.00163885,0.0132072,0.00667783,0.0234039,0.0203956,0.0131521,0.00396994,0.0113772,0.00529423,0.00433752,0.00509015,0.00568213,0.00228681,0.000827358,-0.00245496,0.00154479,0.00245546,0.00345967,0.00739613,0.00349692,0.00764701,0.00913345,0.0161651,0.0135624,0.0165617,0.0175841,0.0121689,0.0187183,0.00540438,0.0139425,0.0121248,0.0178146,0.0160865,0.00814665,-0.000642226,-0.0017559,0.00281096,0.00242215,0.00302612,0.0102238,0.0113902,0.0139722,0.00828595,0.0173296,0.0218718,0.0173437,0.0141949,0.0154055,0.0177961,0.020639,0.0127037,0.00792564,0.0130868,0.0095356,0.00538827,0.0141094,0.00555261,0.00570175,0.00543544,0.00347515,0.0133696,0.0152985,0.0287059,0.00856937,0.00903967,0.0128797,0.0127331,0.0150276,0.01198,0.0226938,0.0189117,0.0201047,0.00579778,0.00663764,0.00747598,-0.00245532,-0.00367721,-0.000666131,0.0057914,0.00282627,0.00361562
2511.1,0.0106735,0.0105714,0.0159463,0.00112349,0.0136689,0.00645941,0.0225634,0.0197144,0.0128919,0.00421497,0.0107233,0.00492187,0.00355479,0.00434781,0.00495483,0.00153586,0.000969845,-0.00190656,0.00118627,0.0025145,0.00264681,0.00725321,0.00333835,0.00750287,0.00894864,0.0165428,0.0130529,0.0167001,0.0180179,0.0121746,0.0177506,0.00563029,0.0141032,0.0114034,0.0180003,0.0161758,0.00754388,-0.00060779,-0.00133178,0.00245624,0.00199881,0.00287916,0.0100458,0.0116954,0.0129273,0.00758258,0.017257,0.0221194,0.0172973,0.0142147,0.015257,0.0178649,0.0198584,0.0122102,0.00832528,0.0128979,0.0101515,0.00508124,0.0138591,0.00584697,0.00564746,0.00424983,0.00402118,0.0137053,0.0158447,0.0285342,0.00922124,0.00909971,0.012766,0.0126981,0.0146882,0.0117158,0.0223164,0.0187306,0.0195974,0.0055939,0.00720644,0.00726688,-0.00240275,-0.00407707,-0.000832688,0.00521375,0.00233402,0.00335406
2512.97,0.0125021,0.0112411,0.0163278,0.00157137,0.0139189,0.0070977,0.0219317,0.0200122,0.0133143,0.00437802,0.0101526,0.0047626,0.00428896,0.00509095,0.0066105,0.0020523,0.00115279,-0.00102213,0.000762013,0.00240908,0.00231715,0.00838224,0.0040127,0.00770343,0.00950998,0.0169895,0.0128884,0.0158963,0.018213,0.0121142,0.0170076,0.00547087,0.0137155,0.0126818,0.0186104,0.0176615,0.00846328,-0.000413256,-0.00128909,0.002479,0.00142498,0.00227668,0.0105535,0.013104,0.012938,0.0081806,0.0179366,0.0221449,0.0168627,0.0147048,0.014297,0.0178789,0.0195374,0.0115684,0.0094047,0.0140153,0.0109205,0.00595886,0.0142393,0.00662948,0.00518677,0.00379579,0.0032047,0.0145429,0.0172967,0.0297934,0.00974143,0.0101668,0.0131185,0.0126774,0.0146622,0.0115038,0.0225751,0.0187323,0.0188762,0.00624585,0.00908406,0.00793626,-0.00241251,-0.00329751,-0.000654428,0.00499082,0.00203904,0.00258224
2514.83,0.0120299,0.0118618,0.0161836,0.00288,0.0142693,0.00780791,0.0214806,0.0200407,0.0130041,0.00395937,0.0104533,0.00449076,0.00436087,0.00570973,0.00701693,0.00255959,0.00185594,-0.00043188,0.000941483,0.00207849,0.00248121,0.00823421,0.00400509,0.00799331,0.0104842,0.0172045,0.0132862,0.0152374,0.0185368,0.0123607,0.0170956,0.00554268,0.0134462,0.0135608,0.0187572,0.0182099,0.00976814,0.000214906,-0.000961311,0.00254801,0.00200243,0.00215234,0.0102836,0.0136312,0.0138837,0.00894453,0.0188014,0.0226692,0.0164765,0.0145477,0.0137547,0.0177555,0.0202136,0.0120798,0.00922341,0.0142566,0.0108308,0.00724601,0.0148559,0.00734336,0.00503206,0.0041676,0.00249975,0.0142352,0.017175,0.0309457,0.0100213,0.0108765,0.0140947,0.0127943,0.014547,0.0118614,0.022622,0.018669,0.0186035,0.00643782,0.00856867,0.00813275,-0.00134815,-0.00197191,-7.00E-05,0.0052018,0.0015503,0.00184647
2516.69,0.0113299,0.0115414,0.0160808,0.0031131,0.0142824,0.00710266,0.0223692,0.019851,0.0132161,0.00375952,0.0111627,0.00469387,0.00383674,0.00546757,0.00581582,0.00197244,0.00196204,-0.00037187,0.00190859,0.00207929,0.00317142,0.00687201,0.00352304,0.00819087,0.0103858,0.0168802,0.0137896,0.0159555,0.018756,0.0131657,0.0177433,0.00584244,0.0138496,0.0126565,0.0181171,0.0178427,0.00966037,0.000338751,-0.000459022,0.00310966,0.00276451,0.00254858,0.00971262,0.0129082,0.0143236,0.00879489,0.0183532,0.0233891,0.0171587,0.0145101,0.0145263,0.0176208,0.0211132,0.0128269,0.0087592,0.0137702,0.0099571,0.00737034,0.0151855,0.0074585,0.00531538,0.00481545,0.0035132,0.0140688,0.0171809,0.0305245,0.00983194,0.0104288,0.0139813,0.0135286,0.0147929,0.0122323,0.0233044,0.0196325,0.0192441,0.00602374,0.00769703,0.00809106,-0.00101421,-0.0022139,0.000220103,0.0054446,0.00209932,0.00268289
2518.56,0.0113092,0.0109932,0.0164633,0.00237038,0.014143,0.00662173,0.0230833,0.0203637,0.0140139,0.00447208,0.0123383,0.00553882,0.00363832,0.0059114,0.00529432,0.00183568,0.0021143,-0.000527314,0.00291452,0.00287085,0.00422948,0.00686777,0.00346808,0.00824964,0.0100218,0.0173302,0.0139984,0.0165032,0.0186848,0.0136674,0.0183618,0.00583631,0.0139489,0.0124272,0.017812,0.0177406,0.00915363,-0.000283959,8.05E-05,0.00385333,0.00278363,0.00308865,0.0099319,0.0124458,0.0140102,0.00898438,0.0179128,0.0235355,0.0177109,0.0148201,0.0156682,0.0180857,0.0214328,0.0124772,0.00817139,0.0141077,0.00961318,0.00744737,0.0158511,0.00733968,0.0061352,0.00513108,0.00440655,0.0147497,0.0173425,0.0298515,0.00946635,0.00996564,0.0136019,0.0139257,0.0146475,0.0121031,0.0241887,0.020478,0.0200561,0.00563875,0.00768348,0.00860318,-0.00182463,-0.00259835,0.00032634,0.0055849,0.00305907,0.00323958
2520.42,0.0110701,0.0106786,0.0165821,0.00152405,0.0133545,0.00650701,0.0231948,0.0214246,0.0145414,0.00512147,0.0128009,0.00627659,0.00349939,0.00551615,0.00489489,0.00220284,0.00177738,-0.00101051,0.00329565,0.00356939,0.00455203,0.00753437,0.00343598,0.00764303,0.00964745,0.0170552,0.0133841,0.0166783,0.0195749,0.01364,0.0186174,0.00601799,0.0142371,0.0128116,0.0180809,0.0173609,0.00895825,-0.000758117,-0.000782621,0.00405972,0.00292486,0.00326762,0.00970559,0.0123769,0.0135912,0.00886356,0.0177424,0.0222822,0.0178533,0.0153658,0.0160465,0.0193323,0.0214864,0.0124281,0.00771966,0.0139871,0.00999381,0.00677496,0.0151065,0.00665437,0.00667274,0.00520644,0.00417201,0.0148658,0.016823,0.0300631,0.00939292,0.00959642,0.0134437,0.0143167,0.014665,0.0130948,0.0247944,0.0201392,0.0203625,0.00556828,0.00692599,0.00778865,-0.00272476,-0.00290922,-0.00066527,0.00561083,0.00366949,0.0031485
2522.29,0.0111193,0.011269,0.0168417,0.00167316,0.013053,0.00692282,0.022902,0.0217645,0.0141705,0.00481491,0.012156,0.00613986,0.00350112,0.00525404,0.00493574,0.00202114,0.00124072,-0.00123801,0.00310259,0.00381678,0.00356214,0.00805787,0.0038542,0.00787628,0.00928512,0.0161859,0.0133381,0.0167519,0.0196935,0.0129909,0.0185581,0.00629234,0.0143838,0.0131011,0.0185266,0.0169008,0.00906062,-0.000247529,-0.00141301,0.00397344,0.00298125,0.00310931,0.00982735,0.0125898,0.0138803,0.00791421,0.0175909,0.0211614,0.0175378,0.0154923,0.0156705,0.0197053,0.0211641,0.0124021,0.00873944,0.0136851,0.0106593,0.00560162,0.0141368,0.00607435,0.00650494,0.00512674,0.0032345,0.0145389,0.0166705,0.0306018,0.00974568,0.009649,0.0132366,0.0142075,0.0152666,0.0135343,0.024483,0.0193218,0.0204667,0.00594206,0.00676753,0.00668027,-0.00286105,-0.00325953,-0.00163454,0.00543985,0.00352804,0.002909
2524.15,0.0115166,0.0118767,0.017037,0.00254785,0.0135254,0.00802508,0.0224598,0.0217649,0.013799,0.00417856,0.0117917,0.00625633,0.0039693,0.00640172,0.00579094,0.00244026,0.00155835,-0.000740294,0.0026325,0.0040365,0.00340199,0.00846805,0.004256,0.0085664,0.00952729,0.0167912,0.013791,0.0170515,0.0196377,0.0134435,0.0185568,0.00643915,0.0141639,0.0134032,0.0190965,0.0173744,0.00901234,0.000291951,-0.000751968,0.00357778,0.00298346,0.0035335,0.0107118,0.0130473,0.0144873,0.00811866,0.0180664,0.0224336,0.0178307,0.0154142,0.0164056,0.0197423,0.0215382,0.0129598,0.00949035,0.0143702,0.0108722,0.00574648,0.0142782,0.00670485,0.00667203,0.00543243,0.00308594,0.01494,0.0172109,0.0313901,0.00999151,0.0103332,0.0137781,0.0146914,0.016037,0.0132822,0.0239821,0.0195689,0.0207412,0.00629607,0.00766768,0.00728876,-0.00185166,-0.00329837,-0.000881378,0.00605939,0.00321383,0.00332782
2526.02,0.0110957,0.0113113,0.0158129,0.00254044,0.0139855,0.00774819,0.0223672,0.02127,0.0136661,0.00444795,0.0114268,0.00624917,0.00369122,0.00605825,0.00555819,0.00339532,0.00174985,-0.000483737,0.00162825,0.00394266,0.00455193,0.00735178,0.00358049,0.00771715,0.0102281,0.017084,0.0135778,0.016778,0.0191406,0.014064,0.018929,0.00593748,0.0142431,0.0129683,0.018375,0.0175988,0.00858369,-0.000153824,-0.000489689,0.00336598,0.00295819,0.00367762,0.0100881,0.0122813,0.0139819,0.00884426,0.0187096,0.0232175,0.0177526,0.0150949,0.0160756,0.0193966,0.0223274,0.0137778,0.00779037,0.0137051,0.00972962,0.00632394,0.0146293,0.00678708,0.00644495,0.00544322,0.00349697,0.0147246,0.0165015,0.0311361,0.00928463,0.0103618,0.0140442,0.0143053,0.0155579,0.0131146,0.0232415,0.019812,0.0199776,0.00566094,0.00751646,0.00741173,-0.00135272,-0.00315708,-0.000151569,0.00646994,0.00296618,0.00376978
2527.88,0.0107374,0.0103511,0.0144644,0.00226096,0.0142818,0.00673245,0.0224303,0.0204843,0.0137006,0.00444423,0.0106754,0.00575114,0.00292108,0.00504888,0.00470758,0.00315153,0.00211179,-0.0011839,0.000702847,0.00318865,0.00447441,0.00630967,0.00323368,0.00685919,0.0101903,0.0168254,0.0136511,0.0162858,0.0180773,0.0131344,0.0187511,0.00451,0.0141042,0.0127148,0.0174251,0.0171992,0.00873049,-0.000183792,-0.000507827,0.00344375,0.00231492,0.00329837,0.00889104,0.0105607,0.013208,0.00894061,0.0188359,0.0225483,0.0172068,0.0148496,0.014957,0.0183457,0.0214641,0.0130726,0.00614771,0.0125555,0.00927236,0.00621984,0.0149425,0.00709201,0.00545639,0.00503015,0.00351384,0.0138124,0.0157642,0.0297613,0.00965931,0.0102551,0.0139458,0.0137398,0.0145177,0.0122398,0.0223495,0.0192983,0.018706,0.00501511,0.00670673,0.00650957,-0.00202763,-0.00304617,2.82E-05,0.00607763,0.00292399,0.00316061
2529.74,0.0115576,0.0104591,0.0149389,0.00254349,0.014365,0.00690162,0.0230748,0.0202256,0.0139811,0.00418987,0.0109957,0.00587203,0.00338943,0.00579508,0.0053341,0.00295933,0.00267125,-0.00170446,0.00109659,0.0028383,0.00398369,0.00720743,0.00387738,0.00746018,0.00983355,0.0170957,0.0139811,0.0165169,0.0183631,0.0123371,0.0186724,0.00465114,0.013952,0.0135512,0.0182696,0.0178639,0.00920442,0.000481092,-0.000276583,0.00331562,0.00214766,0.00330367,0.00958009,0.0108403,0.0139702,0.00884634,0.0188158,0.0226792,0.0176684,0.0151965,0.0153999,0.0184258,0.0204696,0.0126323,0.00672274,0.0131133,0.0105195,0.00601124,0.0151706,0.00785957,0.00586549,0.00516191,0.00361311,0.0142674,0.0166411,0.0298884,0.0100147,0.00995911,0.0139431,0.0140711,0.0143285,0.011676,0.0227463,0.0194004,0.0189751,0.00554407,0.00660228,0.00687528,-0.00226892,-0.00316893,0.000426541,0.00639742,0.0028832,0.00323232
2531.61,0.0120562,0.0109897,0.0158512,0.0019763,0.0146008,0.00652768,0.0242291,0.0203637,0.0137122,0.0048828,0.0119764,0.00569075,0.00481671,0.00693791,0.00625477,0.00233728,0.00207022,-0.00222555,0.00229544,0.00357544,0.00402419,0.00812058,0.00424138,0.00785322,0.00943313,0.0166573,0.0135211,0.0172523,0.0193126,0.0129095,0.0189457,0.00621867,0.0142153,0.0146156,0.0197159,0.018766,0.00895864,-9.78E-05,-0.000768168,0.00384302,0.00290211,0.00365403,0.0106107,0.0124441,0.0147127,0.00814798,0.0181413,0.0227521,0.0184563,0.0151956,0.0165307,0.0196094,0.0208054,0.0127414,0.0077252,0.0142577,0.0112201,0.00580303,0.01494,0.00678303,0.00678405,0.00524257,0.00382414,0.0148654,0.0178327,0.0313673,0.0089606,0.00930234,0.0135886,0.0142789,0.0149354,0.0127354,0.0239225,0.0199004,0.0199556,0.00608991,0.00700655,0.00765913,-0.00239848,-0.00342643,0.000192875,0.00698496,0.00332842,0.00379551
2533.47,0.0113513,0.0109542,0.0161036,0.00133249,0.0149608,0.00622,0.0231613,0.0197037,0.013011,0.00482808,0.0117926,0.00475296,0.00531809,0.00654034,0.00622883,0.00208387,0.00134427,-0.00223066,0.00274432,0.00319788,0.00299108,0.00778864,0.0041271,0.00768791,0.00933478,0.0168976,0.0130318,0.0165572,0.0186187,0.0127698,0.0175778,0.00584172,0.0138773,0.014753,0.0194961,0.018639,0.00877353,-0.000442821,-0.000689798,0.0035356,0.00248374,0.00330045,0.0104671,0.012304,0.0139821,0.00747979,0.0175168,0.0225187,0.0175524,0.0143845,0.015477,0.0192973,0.0208496,0.0118908,0.00792388,0.0142529,0.0102366,0.00635267,0.0148118,0.00644305,0.00552795,0.00439398,0.00329909,0.0147592,0.017817,0.0319303,0.00877374,0.00945173,0.0128259,0.0129734,0.0145735,0.0127354,0.0240316,0.0192566,0.0197117,0.0059367,0.00664696,0.00734347,-0.00254892,-0.002645,-0.000474333,0.00610668,0.00279008,0.00332463
2535.34,0.0106419,0.0105131,0.0160883,0.00129446,0.015003,0.00659635,0.0228344,0.0200546,0.0136643,0.00423352,0.0113466,0.00510005,0.00387513,0.0053895,0.00534827,0.00300398,0.00162186,-0.00162994,0.00263033,0.0028229,0.00282557,0.00704557,0.0042327,0.00752453,0.00915268,0.0174998,0.0130623,0.015999,0.0183849,0.0129481,0.017004,0.00505545,0.0138611,0.0136004,0.0187815,0.0180976,0.0092841,1.02E-05,-0.000343536,0.00246544,0.00221545,0.00309414,0.0102014,0.0108398,0.0132433,0.00805206,0.0181552,0.0229027,0.0175481,0.0150072,0.0150151,0.0186244,0.0213162,0.011988,0.0072717,0.0136272,0.00942607,0.00690851,0.015235,0.0071919,0.00502597,0.00404914,0.00316552,0.0145964,0.0167917,0.0319247,0.00928984,0.00994726,0.0131743,0.0131438,0.0146025,0.0125011,0.0238481,0.0192482,0.0193726,0.00560146,0.00592875,0.00694417,-0.00247593,-0.00235633,-0.000292784,0.00583325,0.00218875,0.00348068
2537.2,0.0104031,0.0098794,0.0154213,0.0012477,0.0147138,0.00665952,0.0236132,0.0207058,0.0135646,0.00431735,0.0113668,0.00591209,0.00287427,0.00475161,0.00427821,0.00320625,0.00160843,-0.0013837,0.00218386,0.00319982,0.00370726,0.00637459,0.00419792,0.00713436,0.00910304,0.0165463,0.0134422,0.0162347,0.0189335,0.0133172,0.0182912,0.00547753,0.0142014,0.0121971,0.0185968,0.0169123,0.00958871,0.00028027,-0.000566464,0.00251542,0.00285147,0.0036665,0.00986916,0.0105633,0.0130334,0.00865619,0.0184117,0.0226849,0.0178562,0.0154519,0.0159024,0.0187859,0.0217618,0.0124071,0.0066175,0.0135131,0.00905769,0.00661222,0.0150558,0.00656995,0.005846,0.00432024,0.00339888,0.0143177,0.0162537,0.0314921,0.00923977,0.00990196,0.014141,0.0142632,0.0147057,0.0124332,0.0238128,0.0198595,0.019324,0.00509243,0.00573769,0.00681314,-0.00236292,-0.00304564,-0.000680693,0.00610963,0.00260641,0.00372447
2539.07,0.0106557,0.0104855,0.0153436,0.00161063,0.0145398,0.00705202,0.0226875,0.0199997,0.0124824,0.00447743,0.0112364,0.00516924,0.00378598,0.00558857,0.00499974,0.00275665,0.00173292,-0.00115128,0.00155435,0.00295863,0.00373332,0.00689508,0.00429787,0.00771943,0.00982461,0.0167233,0.0138814,0.0164963,0.0186411,0.0129898,0.0183035,0.00534019,0.0135911,0.0127429,0.0188773,0.0167568,0.00987395,0.000699663,-0.000707518,0.00256274,0.00275881,0.00412707,0.00988198,0.0118289,0.0134167,0.00856192,0.018301,0.0224707,0.0174506,0.0149901,0.0157444,0.0183954,0.0211255,0.0116828,0.00716022,0.0139874,0.00926774,0.00675279,0.0151479,0.00640654,0.00605836,0.00432575,0.0035479,0.0149896,0.0170643,0.0320716,0.00950339,0.00968936,0.0137044,0.0136353,0.0141769,0.0121719,0.0235148,0.0192905,0.018953,0.00536815,0.00647803,0.00697428,-0.00193827,-0.00336387,-0.000845667,0.00600846,0.00244181,0.00347482
2540.93,0.0104077,0.0108322,0.0160395,0.00178392,0.0144741,0.00691283,0.021781,0.0199038,0.0129496,0.00448776,0.0115573,0.00512892,0.00441771,0.00608299,0.00576122,0.00234633,0.00198406,-0.00111391,0.00182229,0.00279729,0.00403706,0.00790834,0.00378512,0.00823137,0.0104039,0.0173694,0.0137039,0.0166059,0.0187891,0.0130773,0.0179338,0.00537102,0.0136075,0.013957,0.0192006,0.0175762,0.0098574,0.000705818,-0.00110155,0.00272294,0.00268175,0.00419062,0.00959171,0.0122447,0.0137498,0.00824844,0.0180599,0.0227164,0.0177822,0.0149352,0.0151308,0.0183147,0.020713,0.0117724,0.00734099,0.0142184,0.0102097,0.00690304,0.0157231,0.00649488,0.00660562,0.00490546,0.00423193,0.0149319,0.0176144,0.0322744,0.0099156,0.00946946,0.0125047,0.013552,0.0144583,0.0122466,0.0235193,0.0190786,0.0195742,0.00531569,0.00706611,0.00704216,-0.00176758,-0.00418809,-0.000552405,0.00600934,0.0024163,0.00383839
2542.79,0.0101707,0.0105165,0.0162985,0.00211286,0.0151447,0.00705134,0.0225084,0.0207452,0.0134433,0.00428162,0.0119783,0.00544922,0.00394288,0.0053726,0.00517853,0.00293249,0.00221314,-0.000624959,0.00158319,0.00326932,0.00450043,0.00785564,0.00328967,0.00736387,0.0110908,0.0170139,0.0138238,0.0169224,0.0198106,0.0136402,0.0184879,0.00564608,0.0136307,0.013748,0.0189578,0.0177926,0.00975577,0.000415872,-0.00095424,0.00356339,0.00284082,0.004088,0.00932232,0.0114823,0.012726,0.00838488,0.0185822,0.0231096,0.0185114,0.0150464,0.0151876,0.0185723,0.0206251,0.0122505,0.00694137,0.0142206,0.0108823,0.0065702,0.0157149,0.00699168,0.0069711,0.00566785,0.00419277,0.0141836,0.0168485,0.0310844,0.0107365,0.0102377,0.0131176,0.0138907,0.015108,0.0128361,0.0233453,0.0200205,0.0205782,0.00498728,0.00641783,0.00697747,-0.00164032,-0.00342511,0.000185318,0.00593403,0.00306554,0.00388693
