Wavenumber,sa22082.02,sa22082.03,sa22089.13,sa22089.12,sa22087.13,sa22087.12,sa22085.08,sa22085.07,sa22079.08,sa22079.07,sa22076.08,sa22076.07,sa22073.08,sa22073.07,sa22070.08,sa22070.07,sa22089.09,sa22089.08,sa22087.09,sa22087.08,sa22085.04,sa22085.03,sa22081.03,sa22081.04,sa22079.04,sa22079.03,sa22076.04,sa22076.03,sa22073.04,sa22073.03,sa22070.04,sa22070.03
1345.22,0.0722719,0.0797329,0.131582,0.133744,0.0799092,0.0964946,0.138683,0.128305,0.155407,0.17235,0.0810112,0.075042,0.130619,0.132873,0.0650519,0.10211,0.128605,0.128113,0.0797773,0.103373,0.125664,0.133849,0.0676405,0.0648235,0.142218,0.161378,0.0775002,0.0819537,0.137565,0.132057,0.0711927,0.0767104
1348.94,0.0679019,0.073818,0.130707,0.133078,0.0515635,0.0604736,0.137148,0.128315,0.153636,0.170052,0.071895,0.0704641,0.12944,0.131791,0.0619173,0.0635498,0.128138,0.127634,0.0485204,0.0628191,0.124192,0.132549,0.0608388,0.0587128,0.14021,0.159534,0.0510964,0.0618716,0.136013,0.131404,0.069431,0.0647017
1352.67,0.0673401,0.0729746,0.127867,0.130385,0.041725,0.0462901,0.136565,0.125955,0.152318,0.168184,0.0695501,0.0693983,0.127891,0.128841,0.0612909,0.0503161,0.125578,0.124927,0.0377242,0.0487912,0.12366,0.132505,0.0595583,0.0575872,0.138793,0.158257,0.0418658,0.0553903,0.134482,0.128941,0.0692246,0.0614387
1356.4,0.0682706,0.0737484,0.123636,0.126042,0.0401372,0.0440411,0.136597,0.121894,0.151073,0.166744,0.0697341,0.0694459,0.126008,0.124711,0.061543,0.0479562,0.121462,0.120541,0.0359954,0.0462559,0.123762,0.133251,0.0601685,0.0582656,0.13775,0.156902,0.0404574,0.0546731,0.133338,0.125086,0.0693686,0.0615447
1360.12,0.0699863,0.0757482,0.122124,0.124414,0.0423417,0.0467807,0.138434,0.120435,0.150537,0.166072,0.0710416,0.0701877,0.126057,0.123347,0.0624067,0.0505711,0.119906,0.11903,0.0382726,0.0490119,0.125451,0.135236,0.0620577,0.0599557,0.137486,0.156285,0.0425669,0.0566809,0.133956,0.123855,0.0701632,0.0635469
1363.85,0.0720501,0.0783056,0.122676,0.125022,0.0476699,0.0532049,0.14081,0.120967,0.150589,0.166043,0.0731246,0.0713398,0.127253,0.123937,0.0635602,0.0573002,0.12036,0.11956,0.0438609,0.0562301,0.127631,0.137556,0.0647381,0.062205,0.137719,0.156326,0.0474626,0.0607879,0.135026,0.124347,0.071154,0.066807
1367.58,0.0729751,0.0795453,0.121858,0.124179,0.0527425,0.0592355,0.140126,0.120157,0.150512,0.165933,0.0748066,0.0722646,0.126283,0.123145,0.0640674,0.0636342,0.119381,0.118608,0.04907,0.0629444,0.126774,0.137067,0.0661251,0.0634303,0.138072,0.156141,0.051993,0.0643488,0.133921,0.123326,0.0711556,0.0688545
1371.3,0.0732354,0.0800002,0.120238,0.12252,0.054418,0.0612776,0.138555,0.118634,0.151204,0.166536,0.0756375,0.0730924,0.124385,0.121476,0.0640864,0.065595,0.117636,0.116953,0.0501696,0.0643235,0.124829,0.13554,0.0662294,0.0636043,0.139396,0.156658,0.0531478,0.0652169,0.132294,0.12164,0.0709025,0.0690463
1375.03,0.0746786,0.0815999,0.117313,0.119515,0.0537136,0.0603769,0.139736,0.115484,0.15342,0.168494,0.0766924,0.0742232,0.12393,0.118716,0.0648862,0.0648575,0.114557,0.113707,0.0484929,0.0623113,0.125723,0.137027,0.0669917,0.0644791,0.141455,0.158585,0.0520632,0.064815,0.132392,0.118841,0.0717321,0.0692038
1378.75,0.0776531,0.0847337,0.111917,0.114094,0.0540083,0.0603968,0.143559,0.109691,0.155731,0.170569,0.0788273,0.0758174,0.124533,0.113893,0.0669,0.0658434,0.10897,0.107976,0.0482891,0.0622829,0.129505,0.141711,0.0694393,0.0666304,0.142552,0.160656,0.0522545,0.0657961,0.134249,0.114242,0.0735352,0.0709072
1382.48,0.0809625,0.0884083,0.107825,0.109973,0.0563216,0.0626963,0.14891,0.105771,0.157923,0.172829,0.0813348,0.077851,0.12753,0.110761,0.069716,0.0690548,0.105012,0.103788,0.0507806,0.0655719,0.135001,0.147639,0.0727957,0.0694865,0.143239,0.162729,0.0545817,0.0685006,0.138618,0.111247,0.0760932,0.0742857
1386.21,0.0824001,0.0899842,0.106802,0.10883,0.0569593,0.0638049,0.151846,0.105448,0.160427,0.17555,0.082605,0.0793791,0.132268,0.110487,0.0720008,0.0697254,0.104042,0.102618,0.0518766,0.0669453,0.138102,0.15034,0.0742742,0.0708479,0.144901,0.165313,0.0555986,0.0700853,0.144068,0.110936,0.0784819,0.0768664
1389.93,0.0811937,0.0885108,0.104649,0.106636,0.0548781,0.0624717,0.148527,0.103597,0.162167,0.177366,0.0826186,0.0798838,0.13378,0.108567,0.0725792,0.0665287,0.101746,0.100299,0.0496088,0.0641273,0.134617,0.14657,0.0728825,0.0697059,0.147064,0.167239,0.0538921,0.0692951,0.146163,0.109224,0.079352,0.0770943
1393.66,0.079624,0.0869582,0.0996614,0.101522,0.0551291,0.0640571,0.142019,0.0977214,0.162603,0.178028,0.0836169,0.0806756,0.13119,0.103585,0.0724798,0.0662237,0.0966881,0.0949234,0.0494777,0.0637426,0.128174,0.140494,0.0716538,0.0687174,0.150373,0.167774,0.0538995,0.0699807,0.144455,0.104419,0.0791628,0.0776391
1397.39,0.0791899,0.0870707,0.0943831,0.0962043,0.0616216,0.0729768,0.137585,0.090627,0.16134,0.177323,0.0864558,0.0821753,0.129767,0.0983211,0.0726228,0.0746724,0.0910548,0.0888656,0.0563098,0.0719688,0.125479,0.136766,0.0725969,0.0695345,0.157904,0.166571,0.05976,0.0753195,0.143843,0.0990617,0.0786482,0.0808022
1401.11,0.0793,0.0879545,0.0910849,0.0927776,0.0757724,0.0899884,0.136424,0.0854509,0.157325,0.173403,0.0902007,0.0832264,0.133446,0.094993,0.0724592,0.0937124,0.0872516,0.0846252,0.0719289,0.0916542,0.128949,0.135167,0.0752441,0.0718511,0.170283,0.162501,0.0730272,0.0857858,0.146978,0.0955759,0.0774794,0.0865567
1404.84,0.0791674,0.0885129,0.091906,0.0932996,0.0970879,0.114051,0.136471,0.0853547,0.15232,0.168305,0.0939036,0.0834218,0.140442,0.0954953,0.0716263,0.122773,0.0876465,0.084746,0.0958062,0.122512,0.133995,0.134059,0.078205,0.074331,0.18267,0.157411,0.0927662,0.100027,0.151574,0.0959434,0.0754136,0.0934853
1408.57,0.0757275,0.0846974,0.0979649,0.0991162,0.107608,0.124095,0.134124,0.0912582,0.146643,0.162867,0.0917583,0.0799559,0.141528,0.100305,0.0680903,0.137454,0.0933605,0.0905744,0.10786,0.139041,0.131995,0.130719,0.0758108,0.0720911,0.180354,0.151913,0.102261,0.104213,0.150132,0.100725,0.0714861,0.0927222
1412.29,0.0684539,0.0755532,0.106619,0.10733,0.0893552,0.100629,0.128944,0.100007,0.140783,0.157248,0.081049,0.0721434,0.13356,0.107029,0.0616759,0.1122,0.101808,0.0993119,0.0872877,0.112935,0.123118,0.125374,0.066365,0.0636706,0.161996,0.146313,0.0848969,0.0874188,0.140878,0.107248,0.0661719,0.0792028
1416.02,0.0615827,0.0666855,0.112491,0.112651,0.0600129,0.0657181,0.12332,0.106119,0.135875,0.152281,0.0693447,0.0646101,0.121987,0.111116,0.0556332,0.0725395,0.107224,0.104916,0.0542915,0.0704315,0.114035,0.120232,0.0566866,0.0551442,0.141319,0.141584,0.0572435,0.0642564,0.129099,0.110651,0.0615971,0.0635385
1419.74,0.0577512,0.062161,0.111259,0.110978,0.0419754,0.0449117,0.118191,0.10465,0.133128,0.149037,0.0627506,0.0608934,0.11052,0.108925,0.0521491,0.0487145,0.105351,0.102911,0.0340905,0.0447089,0.107041,0.115949,0.0514908,0.0506878,0.127056,0.138935,0.0404546,0.0506142,0.118699,0.107502,0.0590322,0.0548331
1423.47,0.0563918,0.060548,0.106522,0.106176,0.0371595,0.0396306,0.114086,0.0994643,0.131702,0.147152,0.0607911,0.0598988,0.103149,0.103867,0.0507481,0.0421162,0.100369,0.0977264,0.0287401,0.0377581,0.102443,0.112575,0.0497673,0.0493742,0.122051,0.137566,0.0358376,0.0469037,0.112316,0.102371,0.057783,0.0520503
1427.2,0.0568681,0.0607777,0.109312,0.108967,0.036595,0.0393624,0.11391,0.102098,0.133072,0.14804,0.061124,0.0605595,0.103229,0.10598,0.0510015,0.0411128,0.103202,0.100662,0.0284494,0.0369184,0.10221,0.112158,0.0501422,0.0499878,0.124652,0.138764,0.0352877,0.047034,0.112088,0.105016,0.0580965,0.0521089
1430.92,0.0588836,0.0628547,0.119643,0.118926,0.0375983,0.0412097,0.117493,0.112765,0.137787,0.15198,0.0629359,0.0628742,0.109091,0.115225,0.052729,0.0421408,0.113395,0.111085,0.030076,0.0383854,0.105343,0.114289,0.0518981,0.0516788,0.132393,0.143145,0.0364705,0.0491342,0.116579,0.114513,0.0598834,0.054027
1434.65,0.0627941,0.0672687,0.130842,0.129646,0.0401054,0.0447808,0.124472,0.124225,0.147012,0.160514,0.0667741,0.0674091,0.118264,0.125908,0.0563388,0.0450493,0.124186,0.122231,0.0331727,0.0418778,0.111331,0.119409,0.0552742,0.0548958,0.145327,0.152414,0.0392383,0.0530834,0.124505,0.125163,0.06368,0.0578741
1438.38,0.0682874,0.073457,0.143453,0.142242,0.0424167,0.0478843,0.135049,0.136958,0.15949,0.172894,0.0717913,0.0733019,0.130619,0.138534,0.0610494,0.0479105,0.136368,0.135085,0.0361975,0.0454108,0.12056,0.127668,0.0599543,0.0593854,0.161191,0.165029,0.0417922,0.0574805,0.135191,0.137613,0.0688823,0.0625943
1442.1,0.0736245,0.0789898,0.15764,0.156325,0.0432813,0.0494305,0.145524,0.152185,0.169593,0.183081,0.0763061,0.0782846,0.143428,0.152806,0.0652776,0.0491344,0.150666,0.150046,0.0377696,0.0471047,0.130301,0.136192,0.0643626,0.0635466,0.173539,0.175117,0.0428778,0.0607714,0.146259,0.1522,0.0734478,0.0666536
1445.83,0.0793247,0.0849127,0.172453,0.170668,0.0441856,0.0511119,0.156479,0.16813,0.179567,0.193387,0.0812234,0.0834634,0.156792,0.167898,0.0697661,0.0504478,0.165229,0.165149,0.0391886,0.0487857,0.140492,0.14518,0.0691597,0.0679901,0.185233,0.185176,0.0441543,0.0643535,0.157623,0.167118,0.0781027,0.0711304
1449.56,0.0831377,0.0890221,0.177397,0.17519,0.0448065,0.0519385,0.163408,0.173267,0.186658,0.201239,0.0847493,0.0871895,0.16321,0.173234,0.0726276,0.0511369,0.169415,0.169654,0.0401145,0.0497448,0.146988,0.15177,0.0727415,0.0708654,0.194519,0.192649,0.0449747,0.0668907,0.163051,0.171962,0.0808013,0.0740045
1453.28,0.0847671,0.0908882,0.171251,0.169286,0.0441587,0.0515729,0.166613,0.167013,0.188811,0.204245,0.0863126,0.0885368,0.161432,0.167738,0.0731571,0.0503713,0.163395,0.163659,0.0396782,0.0490574,0.150631,0.156316,0.0746903,0.072303,0.200811,0.195218,0.0445742,0.0675548,0.162004,0.166617,0.0809752,0.0745191
1457.01,0.086631,0.0934223,0.16579,0.164094,0.0417569,0.0500341,0.174219,0.161461,0.190932,0.207077,0.0867626,0.0895522,0.160853,0.162751,0.0727951,0.0477052,0.157954,0.158404,0.037695,0.0465647,0.159522,0.164268,0.0771484,0.0741741,0.21089,0.197754,0.0430643,0.0671848,0.161789,0.161481,0.0804922,0.0742239
1460.73,0.0851146,0.0919383,0.160492,0.158873,0.0386986,0.0477459,0.174722,0.156406,0.187814,0.204417,0.0850627,0.0880426,0.157932,0.157499,0.0703088,0.0442048,0.152777,0.153324,0.0348905,0.0429006,0.161637,0.164589,0.0763002,0.0731364,0.214978,0.194896,0.0407611,0.0654193,0.158573,0.15633,0.0778726,0.0717492
1464.46,0.0804188,0.0869638,0.151235,0.149887,0.0397699,0.0515732,0.163705,0.147456,0.179716,0.196637,0.0836726,0.0853455,0.15017,0.148423,0.0671239,0.0461038,0.144377,0.144677,0.0364776,0.0449641,0.151882,0.153984,0.0728891,0.0698189,0.211354,0.186869,0.0421359,0.0660171,0.151107,0.147628,0.0739603,0.07022
1468.19,0.0737796,0.0800236,0.138885,0.137534,0.0450285,0.0604493,0.147537,0.1352,0.167925,0.184472,0.0816497,0.081164,0.139516,0.136184,0.0631907,0.0538615,0.132708,0.132598,0.0431414,0.0537623,0.136835,0.138414,0.0679801,0.0651446,0.201072,0.174859,0.0476403,0.0685128,0.140915,0.13563,0.0688513,0.0692784
1471.91,0.0654934,0.0711186,0.130641,0.129298,0.0443574,0.0579773,0.132046,0.127581,0.15272,0.167777,0.0751424,0.0740968,0.129515,0.127755,0.0574849,0.0534667,0.125227,0.124917,0.0427863,0.0534291,0.122702,0.123409,0.0605786,0.0585174,0.183906,0.158999,0.0465845,0.0641384,0.130076,0.127127,0.062732,0.063842
1475.64,0.056324,0.0608211,0.12171,0.120603,0.0339537,0.0420969,0.117157,0.119372,0.133142,0.146296,0.0637948,0.0642556,0.116555,0.11858,0.0496098,0.0396545,0.117121,0.116594,0.0310559,0.0383092,0.109045,0.108846,0.0514682,0.0504006,0.159211,0.138765,0.0360254,0.0518663,0.115948,0.117809,0.0550644,0.0532085
1479.37,0.049379,0.0528147,0.105396,0.104428,0.0271812,0.0330739,0.103295,0.102569,0.113235,0.124811,0.0542914,0.0550332,0.0991371,0.102167,0.0421411,0.0308096,0.101134,0.100056,0.0235376,0.028733,0.0962473,0.0961365,0.0447315,0.0442556,0.133596,0.118137,0.0292535,0.0427369,0.0989798,0.101536,0.0473262,0.0445277
1483.09,0.0436595,0.0463633,0.0907343,0.089722,0.024508,0.0298163,0.09157,0.0871587,0.0952173,0.105754,0.0467375,0.0468342,0.0831864,0.0869884,0.0354525,0.0275467,0.0865595,0.0848686,0.0207969,0.0252247,0.085704,0.0855833,0.0397,0.0396076,0.111503,0.0993796,0.0264411,0.0368534,0.0833834,0.0862099,0.0401771,0.0380298
1486.82,0.0388314,0.0412369,0.0892403,0.0880497,0.0236703,0.0290357,0.0833884,0.0853825,0.0816552,0.0916824,0.0413572,0.0407787,0.0750563,0.0841255,0.0305392,0.0266857,0.0849363,0.0828912,0.0201083,0.0241524,0.0781181,0.0765037,0.0354186,0.0359448,0.0967807,0.0854064,0.0255261,0.0332688,0.0739775,0.0826676,0.0346851,0.0336005
1490.55,0.0347691,0.0372431,0.102042,0.100373,0.0242077,0.029958,0.0786978,0.0984151,0.0741285,0.0838836,0.0386507,0.0376162,0.0761915,0.0949569,0.0278524,0.0274058,0.0973326,0.0956154,0.0207943,0.0247422,0.0729771,0.0688174,0.0319726,0.0330492,0.091667,0.0775628,0.0258353,0.031965,0.0720684,0.0926445,0.0314434,0.0314204
1494.27,0.0334591,0.0362599,0.121995,0.119902,0.0276199,0.0336248,0.0796723,0.119007,0.0728375,0.082954,0.0397237,0.0379937,0.0848315,0.113224,0.0277276,0.0318442,0.11697,0.115972,0.0245062,0.0292784,0.0729314,0.0658779,0.0314085,0.0326146,0.0967404,0.0760904,0.0288701,0.0344092,0.0768508,0.110449,0.0307971,0.0326699
1498,0.035597,0.0390441,0.148956,0.146584,0.0380204,0.0441369,0.087321,0.146909,0.076452,0.0874585,0.0449714,0.0415272,0.100159,0.138853,0.029886,0.0457037,0.143803,0.143703,0.0358803,0.0435163,0.0797606,0.0686186,0.0346987,0.0354071,0.111528,0.0801424,0.0385791,0.0433018,0.0872454,0.135509,0.0321668,0.0388076
1501.72,0.0379756,0.0417095,0.170255,0.167916,0.0513702,0.0570906,0.0952765,0.169207,0.0813983,0.0931155,0.0503713,0.0447568,0.11294,0.1597,0.031809,0.0638573,0.165606,0.166427,0.0507777,0.0627967,0.0874898,0.0733955,0.0381972,0.03819,0.127087,0.0853134,0.0510494,0.053515,0.096438,0.15651,0.0332583,0.0452441
1505.45,0.0385262,0.0425483,0.198732,0.196745,0.0541593,0.0594588,0.108591,0.198086,0.0905456,0.102876,0.0516547,0.0467194,0.131198,0.187386,0.0328814,0.068,0.194491,0.196674,0.0541033,0.0676419,0.100907,0.0826995,0.0389191,0.0387726,0.149355,0.0946961,0.053714,0.0555759,0.110477,0.184371,0.0346429,0.046195
1509.18,0.0367823,0.0401,0.233984,0.232241,0.0368984,0.0418237,0.123855,0.233194,0.100788,0.113517,0.0464027,0.0458876,0.152068,0.220189,0.0320849,0.0452392,0.228919,0.232587,0.0358205,0.0443053,0.116118,0.0929289,0.0353883,0.0357172,0.172077,0.105274,0.038411,0.0441203,0.125349,0.216503,0.0354319,0.0385782
1512.9,0.0365812,0.03904,0.253668,0.252652,0.0261475,0.0312853,0.130019,0.253605,0.105309,0.118293,0.0443152,0.045684,0.16211,0.239004,0.0319492,0.0308871,0.249945,0.254757,0.0245306,0.0296176,0.123271,0.0981258,0.034233,0.0344689,0.180859,0.11006,0.0285589,0.0374694,0.132288,0.236798,0.0359482,0.0345768
1516.63,0.0384594,0.0409276,0.275163,0.275601,0.02451,0.0304787,0.135878,0.2759,0.109468,0.12262,0.0460084,0.0477052,0.172099,0.259175,0.0335987,0.0284823,0.272851,0.279217,0.0228726,0.0271257,0.130182,0.103344,0.0361594,0.035825,0.185979,0.114245,0.0267784,0.0375802,0.139129,0.258157,0.037537,0.0355193
1520.36,0.0407442,0.0435633,0.296164,0.298287,0.0256657,0.032727,0.140736,0.296736,0.112894,0.125987,0.0483727,0.0500102,0.180441,0.278719,0.0355837,0.0303158,0.295033,0.302841,0.0241287,0.0287368,0.135979,0.107785,0.038637,0.0377818,0.186653,0.117801,0.0280503,0.0397333,0.144655,0.278574,0.0395906,0.0378166
1524.08,0.0417703,0.0448597,0.302851,0.306808,0.0262555,0.0337415,0.140912,0.302833,0.11309,0.126279,0.0490631,0.0505909,0.181165,0.285581,0.0363416,0.0312497,0.303127,0.311946,0.0245389,0.0294252,0.136747,0.109053,0.0397332,0.0386597,0.180422,0.118024,0.0286674,0.0403717,0.1446,0.286795,0.0405973,0.0387484
1527.81,0.041492,0.044669,0.291801,0.297231,0.0257255,0.0328183,0.135847,0.29116,0.110285,0.123456,0.0483575,0.0496816,0.173537,0.276331,0.0359989,0.0303279,0.293452,0.302312,0.0233818,0.0280519,0.132123,0.107221,0.0394259,0.0383099,0.169815,0.115036,0.0277368,0.0391951,0.13877,0.27922,0.0402132,0.0381198
1531.54,0.0408527,0.0438906,0.27049,0.276612,0.0251431,0.0318617,0.128034,0.268642,0.106532,0.11928,0.0475954,0.0484862,0.160908,0.257072,0.0353615,0.0295111,0.272867,0.28069,0.0221909,0.0264864,0.124786,0.103615,0.0387205,0.0376535,0.157891,0.110649,0.0267494,0.0379138,0.12973,0.260988,0.0393824,0.0373176
1535.26,0.0400149,0.0427605,0.24502,0.2515,0.024949,0.0314558,0.118713,0.242101,0.10198,0.114384,0.046772,0.0470365,0.145761,0.232976,0.0345313,0.0289595,0.247619,0.254302,0.0214777,0.02554,0.115823,0.0988058,0.0379251,0.0368398,0.146092,0.105647,0.0259686,0.0367587,0.11911,0.237583,0.038386,0.0364922
1538.99,0.0399607,0.043073,0.217778,0.224457,0.0263113,0.033471,0.109177,0.213458,0.0975679,0.109665,0.0471149,0.0466288,0.129943,0.206616,0.0345097,0.0306397,0.220094,0.225611,0.0224463,0.0268261,0.106246,0.0936416,0.0381037,0.0369774,0.135095,0.101205,0.0268936,0.0369979,0.108108,0.211213,0.0380351,0.0370741
1542.71,0.0392963,0.0431102,0.186423,0.193089,0.0279283,0.0359931,0.0990309,0.180607,0.0926084,0.104129,0.0468813,0.0459912,0.112531,0.1764,0.0341644,0.0329212,0.188122,0.192393,0.0235526,0.0284171,0.095619,0.0872792,0.037626,0.0368392,0.123032,0.0961047,0.0282118,0.0375574,0.0956883,0.180286,0.03733,0.0375256
1546.44,0.0374519,0.0410642,0.157952,0.164268,0.0280493,0.0360455,0.0892668,0.151813,0.0865962,0.0977457,0.0452862,0.0438463,0.0969747,0.149089,0.0325882,0.0330735,0.159417,0.162699,0.0234985,0.0284566,0.0852031,0.0805093,0.0358024,0.0352417,0.110788,0.0895934,0.0281427,0.0366761,0.0842669,0.15265,0.0354536,0.0361044
1550.17,0.0358594,0.0392023,0.130675,0.136212,0.0285963,0.0365351,0.0800113,0.124513,0.080699,0.0915209,0.0440271,0.0415698,0.0824765,0.123386,0.0310763,0.0335766,0.132035,0.134199,0.0237564,0.0286902,0.0751389,0.074146,0.0342016,0.0337686,0.098229,0.0831626,0.0281644,0.0357034,0.073814,0.126662,0.0336164,0.035185
1553.89,0.0347328,0.0379873,0.106715,0.111317,0.0296312,0.0375855,0.0717231,0.100579,0.0749412,0.0855628,0.0432163,0.0396544,0.0697052,0.10084,0.0299031,0.0346389,0.107534,0.10864,0.0243155,0.0294866,0.0660325,0.0682015,0.0330852,0.0328615,0.0860914,0.0770074,0.0284684,0.0350976,0.0645766,0.103591,0.0321477,0.0348682
1557.62,0.0352471,0.0391376,0.0849328,0.0885145,0.0328587,0.0421672,0.0645938,0.0784261,0.0697916,0.0803894,0.0445236,0.0401044,0.058305,0.0805895,0.0304168,0.0390334,0.0846432,0.0849225,0.0274309,0.0335999,0.0576452,0.0627832,0.0340704,0.0338619,0.0739925,0.0718018,0.0313574,0.0370965,0.0561266,0.0819237,0.032162,0.0370401
1561.35,0.0346087,0.0389459,0.0676582,0.0700046,0.0348515,0.0449776,0.0587666,0.060813,0.064524,0.0749697,0.0440412,0.0391164,0.0489409,0.0643712,0.0299921,0.0416729,0.0662933,0.0658104,0.0294978,0.0359617,0.0504512,0.0578815,0.0337117,0.0335257,0.0624473,0.0662964,0.0332104,0.0378246,0.048808,0.064059,0.0314187,0.0374866
1565.07,0.033599,0.0377717,0.0574637,0.0593413,0.035762,0.0455782,0.0546344,0.0507691,0.0604236,0.0709261,0.0431672,0.0373572,0.0430495,0.0545847,0.0289614,0.0426232,0.0559111,0.054794,0.0305261,0.0371391,0.0454886,0.0547755,0.0327807,0.0326612,0.0548842,0.0617476,0.0338189,0.0376478,0.0442633,0.0538475,0.030218,0.0368651
1568.8,0.0342594,0.0386041,0.0490383,0.0505511,0.0398224,0.0500423,0.0514744,0.0424767,0.0576732,0.0682845,0.044538,0.0374926,0.0381952,0.046462,0.0293131,0.0474451,0.0473164,0.0457072,0.0344255,0.0421506,0.0415468,0.052553,0.0338123,0.0334433,0.0484613,0.0585851,0.0373194,0.0400998,0.0406215,0.045452,0.030134,0.0387417
1572.53,0.0351325,0.0397372,0.0432393,0.044238,0.0447371,0.0554495,0.0496065,0.0364788,0.0561629,0.0668884,0.0462171,0.0380211,0.0348246,0.0407033,0.030004,0.0536221,0.0412253,0.0392987,0.0391308,0.0483416,0.0390426,0.0512393,0.034955,0.034339,0.0436745,0.0568918,0.0415823,0.0430788,0.0381,0.0394268,0.0302414,0.0410087
1576.25,0.0357367,0.0408331,0.0397476,0.040486,0.0484072,0.0597382,0.0489384,0.0325602,0.0562836,0.0671064,0.0476352,0.03864,0.0329833,0.03723,0.0307517,0.0588112,0.037257,0.0351128,0.0432192,0.0535631,0.0377327,0.0509393,0.0357335,0.0352413,0.0408203,0.0570459,0.0448816,0.0458702,0.0368625,0.0356554,0.0308131,0.0429943
1579.98,0.0349951,0.0400429,0.0376158,0.0382833,0.0458529,0.0572818,0.0487913,0.0300182,0.0573693,0.0684727,0.0465202,0.0380973,0.0321109,0.0351787,0.0304889,0.0554935,0.0348092,0.0325813,0.0406262,0.0504267,0.0370555,0.0510714,0.0346972,0.0344487,0.0395385,0.0581759,0.0426578,0.0439745,0.0365372,0.0333471,0.0308753,0.041584
1583.7,0.0347293,0.0393846,0.0363729,0.0371903,0.0408584,0.0523723,0.0490754,0.0287177,0.0593808,0.0710608,0.0456007,0.0380095,0.0317886,0.0340205,0.030422,0.0489441,0.0337206,0.0312859,0.0351236,0.0434738,0.0370693,0.0518926,0.0337155,0.0334765,0.0392062,0.0601978,0.0381533,0.0404157,0.0370518,0.0322836,0.031096,0.0394379
1587.43,0.0357392,0.040553,0.0360352,0.0369303,0.0388711,0.051023,0.0500816,0.0280717,0.0627228,0.0749934,0.0469896,0.0394403,0.0322605,0.0336559,0.0314115,0.0463768,0.0333436,0.0307756,0.0324576,0.0399548,0.0379958,0.0535295,0.0342959,0.0338698,0.0400436,0.0638716,0.0361597,0.0395536,0.0382564,0.0319627,0.0321201,0.039483
1591.16,0.0371357,0.0424382,0.0363771,0.0371957,0.0395589,0.0521462,0.0514179,0.0279109,0.0664412,0.0794056,0.0494203,0.041585,0.0332023,0.0338657,0.0329095,0.0471555,0.0334231,0.0307583,0.032237,0.0399396,0.0391025,0.0553299,0.0356126,0.0351444,0.0415398,0.0681158,0.0364428,0.0405789,0.0397275,0.0320092,0.033491,0.0409398
1594.88,0.038963,0.0445825,0.0369461,0.0379425,0.0413147,0.0543424,0.0529616,0.0282161,0.0705502,0.0841143,0.0522256,0.0439891,0.0343806,0.0345774,0.0345476,0.0491612,0.0339817,0.0311667,0.0332779,0.041373,0.0405028,0.057519,0.0373871,0.0367928,0.043752,0.0726522,0.0377303,0.0425302,0.0415785,0.0328005,0.0350823,0.0429984
1598.61,0.0411474,0.0468458,0.0374726,0.038751,0.0435179,0.0571623,0.0546701,0.0285742,0.0743917,0.0883,0.0551029,0.0463647,0.0356209,0.0353872,0.0362275,0.0519875,0.0345722,0.0317261,0.0351012,0.0437793,0.0422713,0.0599102,0.0394185,0.0385009,0.0462965,0.0769096,0.0396942,0.0450857,0.0435425,0.0336779,0.0368051,0.0454349
1602.34,0.0433868,0.0493742,0.0383115,0.0398791,0.0463621,0.0608071,0.0569575,0.029247,0.0780384,0.0923016,0.058194,0.0488356,0.0373798,0.0362567,0.0381988,0.0558043,0.0353611,0.0324482,0.0377749,0.0472707,0.0445623,0.0627623,0.0416689,0.0404584,0.0496057,0.0812268,0.0422936,0.0481626,0.0460862,0.0345234,0.0386753,0.0482243
1606.06,0.0453621,0.0520418,0.0392852,0.0409914,0.0497191,0.0650192,0.0595542,0.029934,0.0818933,0.0961418,0.0613874,0.0514041,0.0396717,0.0371879,0.0402955,0.0602689,0.0363194,0.0333257,0.0412377,0.0516747,0.0475207,0.0663882,0.044025,0.0425947,0.0544073,0.0856497,0.0454126,0.0515962,0.0493664,0.0354928,0.0407739,0.0512004
1609.79,0.0470746,0.0539409,0.0404421,0.0420694,0.0524539,0.068232,0.062748,0.0309601,0.0860498,0.100076,0.063999,0.0534001,0.0431095,0.0384724,0.04179,0.0635375,0.037624,0.0344154,0.0438472,0.0550577,0.0513248,0.0708796,0.0459493,0.0441683,0.0615475,0.0901999,0.0477473,0.0542291,0.0536208,0.0369814,0.0425122,0.0534988
1613.52,0.049168,0.0558146,0.04178,0.0434817,0.0536815,0.0700061,0.0670442,0.0322589,0.0913086,0.105163,0.0664197,0.0555848,0.0474559,0.0401491,0.0432561,0.0650967,0.0390696,0.0357452,0.0451566,0.0565695,0.0563135,0.0762921,0.0481006,0.0458486,0.0706464,0.0961226,0.0489868,0.056098,0.0587563,0.0388609,0.0443848,0.0554397
1617.24,0.05196,0.0590941,0.0441094,0.0459404,0.054028,0.0712524,0.0727529,0.0343703,0.098641,0.112559,0.0696902,0.0590299,0.0516064,0.0426612,0.0456172,0.0660065,0.0412778,0.0381688,0.0455864,0.0571404,0.0621767,0.0831986,0.0510246,0.0482548,0.0797318,0.104582,0.049817,0.0581178,0.0636885,0.0414967,0.0470008,0.0576175
