"ID","exposure","retain","substrate","material","lstar","astar","bstar","YI","Haze","step"
"sa22077.03","mASTMG154",3,"9013","TPU",96.77,-0.05,0.39,0.69,2.7,0
"sa22077.04","mASTMG154",4,"9013","TPU",96.32,-0.01,0.54,1.01,4.5,3
"sa22077.04","mASTMG154",4,"9013","TPU",96.51,-0.11,1.01,1.82,1.8,1
"sa22077.04","mASTMG154",4,"9013","TPU",96.55,-0.08,0.95,1.72,4.1,2
"sa22077.04","mASTMG154",4,"9013","TPU",96.31,-0.01,0.47,0.87,13.8,4
"sa22077.04","mASTMG154",4,"9013","TPU",96.78,-0.04,0.36,0.62,1.8,0
"sa22077.05","mASTMG154",4,"9013","TPU",96.32,-0.09,1.01,1.84,5.6,3
"sa22077.05","mASTMG154",4,"9013","TPU",96.55,-0.09,1.02,1.85,2.5,2
"sa22077.05","mASTMG154",4,"9013","TPU",96.56,0.02,0.4,0.75,9.5,4
"sa22077.05","mASTMG154",4,"9013","TPU",96.55,-0.1,0.84,1.5,2.5,1
"sa22077.06","ASTMG154",1,"9013","TPU",96.23,-0.04,0.83,1.53,12.1,1
"sa22077.06","ASTMG154",1,"9013","TPU",96.78,-0.03,0.35,0.63,2.4,0
"sa22077.07","ASTMG154",2,"9013","TPU",95.96,-0.09,1.02,1.85,15,2
"sa22077.07","ASTMG154",2,"9013","TPU",96.25,-0.06,0.85,1.55,8.4,1
"sa22077.07","ASTMG154",2,"9013","TPU",96.76,-0.05,0.37,0.65,3,0
"sa22077.08","ASTMG154",3,"9013","TPU",96.56,-0.07,0.73,1.3,1.5,1
"sa22077.08","ASTMG154",3,"9013","TPU",96.35,-0.06,0.73,1.32,8.5,2
"sa22077.08","ASTMG154",3,"9013","TPU",95.76,0.03,0.69,1.32,23.1,3
"sa22077.08","ASTMG154",3,"9013","TPU",96.69,-0.11,0.24,0.34,1.9,0
"sa22077.09","ASTMG154",4,"9013","TPU",96.04,-0.04,0.85,1.58,12.5,1
"sa22077.09","ASTMG154",4,"9013","TPU",96.25,-0.03,0.78,1.45,12.2,2
"sa22077.09","ASTMG154",4,"9013","TPU",95.91,-0.07,1.01,1.86,14.5,3
"sa22078.00","ASTMG154",4,"9013","TPU",96.31,0,0.59,1.1,9,3
"sa22078.00","ASTMG154",4,"9013","TPU",96.53,-0.05,0.73,1.33,7.2,2
"sa22078.00","ASTMG154",4,"9013","TPU",96.3,-0.07,0.86,1.56,5.6,1
"sa22078.00","ASTMG154",4,"9013","TPU",96.75,-0.05,0.38,0.65,3.6,0
"sa22078.01","HF",1,"9013","TPU",96.75,-0.04,0.36,0.63,2.5,0
"sa22078.01","HF",1,"9013","TPU",96.64,-0.22,0.84,1.4,2.6,1
"sa22078.02","HF",2,"9013","TPU",96.82,-0.04,0.36,0.63,2.8,0
"sa22078.02","HF",2,"9013","TPU",96.7,-0.21,0.82,1.37,3,1
"sa22078.02","HF",2,"9013","TPU",96.73,-0.3,1.19,2.01,3.3,2
"sa22078.03","HF",3,"9013","TPU",96.8,-0.05,0.35,0.6,2.1,0
"sa22078.03","HF",3,"9013","TPU",96.7,-0.22,0.81,1.35,1.9,1
"sa22078.03","HF",3,"9013","TPU",96.78,-0.31,1.16,1.93,2.3,2
"sa22078.04","HF",4,"9013","TPU",96.69,-0.31,0.89,1.42,1.9,1
"sa22078.04","HF",4,"9013","TPU",96.77,-0.29,1.19,2.02,2.4,2
"sa22078.04","HF",4,"9013","TPU",96.78,-0.05,0.36,0.62,2.3,0
"sa22078.05","HF",4,"9013","TPU",96.75,-0.03,0.35,0.62,1.6,0
"sa22078.05","HF",4,"9013","TPU",96.73,-0.22,0.84,1.41,1.4,1
"sa22078.05","HF",4,"9013","TPU",96.81,-0.29,1.15,1.93,1.7,2
"sa22078.06","ASTMG155",1,"9013","TPU",96.5,-0.05,0.39,0.68,4.6,1
"sa22078.06","ASTMG155",1,"9013","TPU",96.78,-0.03,0.35,0.61,1.6,0
"sa22078.07","ASTMG155",2,"9013","TPU",96.59,-0.06,0.41,0.72,3.6,1
"sa22078.07","ASTMG155",2,"9013","TPU",96.82,-0.03,0.33,0.59,2.3,0
"sa22078.07","ASTMG155",2,"9013","TPU",96.45,-0.02,0.45,0.82,9.1,2
"sa22078.08","ASTMG155",3,"9013","TPU",96.3,0.02,0.44,0.83,19,3
"sa22078.08","ASTMG155",3,"9013","TPU",96.78,-0.05,0.37,0.65,2.2,0
"sa22078.08","ASTMG155",3,"9013","TPU",96.28,-0.01,0.47,0.86,14.4,2
"sa22078.08","ASTMG155",3,"9013","TPU",96.38,-0.04,0.43,0.76,7.6,1
"sa22078.09","ASTMG155",4,"9013","TPU",96.44,0.07,0.35,0.71,19.2,4
"sa22078.09","ASTMG155",4,"9013","TPU",96.52,-0.01,0.42,0.77,5,2
"sa22078.09","ASTMG155",4,"9013","TPU",96.42,0.01,0.36,0.67,16.4,3
"sa22078.09","ASTMG155",4,"9013","TPU",96.76,-0.04,0.35,0.61,2.1,0
"sa22078.09","ASTMG155",4,"9013","TPU",96.64,-0.05,0.37,0.64,2.8,1
"sa22079.00","ASTMG155",4,"9013","TPU",96.5,-0.07,0.42,0.72,3.9,1
"sa22079.00","ASTMG155",4,"9013","TPU",96.23,0.07,0.35,0.71,19.4,4
"sa22079.00","ASTMG155",4,"9013","TPU",96.8,-0.03,0.34,0.61,2.3,0
"sa22079.00","ASTMG155",4,"9013","TPU",96.08,0.03,0.46,0.88,30.2,3
"sa22079.00","ASTMG155",4,"9013","TPU",96.03,-0.02,0.5,0.92,16.5,2
"sa22079.01","1x",1,"9013","TPU",96.32,-0.04,0.64,1.17,4.3,1
"sa22079.01","1x",1,"9013","TPU",96.8,-0.04,0.36,0.63,1.5,0
"sa22079.02","1x",2,"9013","TPU",96.76,-0.04,0.36,0.63,2.2,0
"sa22079.02","1x",2,"9013","TPU",96.26,-0.04,0.71,1.3,4.7,2
"sa22079.02","1x",2,"9013","TPU",96.22,-0.04,0.65,1.19,5.1,1
"sa22079.03","1x",3,"9013","TPU",96.11,-0.04,0.76,1.4,5.5,2
"sa22079.03","1x",3,"9013","TPU",96.72,-0.04,0.4,0.7,3.2,0
"sa22079.03","1x",3,"9013","TPU",95.42,-0.02,1.12,2.11,9.3,3
"sa22079.03","1x",3,"9013","TPU",96.26,-0.04,0.68,1.24,5.9,1
"sa22079.04","1x",4,"9013","TPU",95.73,-0.03,1.09,2.04,8.1,3
"sa22079.04","1x",4,"9013","TPU",96.08,-0.03,0.7,1.3,5.6,1
"sa22079.04","1x",4,"9013","TPU",96.16,-0.02,0.82,1.52,5,2
"sa22079.04","1x",4,"9013","TPU",96.77,-0.04,0.34,0.6,1.9,0
"sa22079.05","5x",1,"9013","TPU",96.78,-0.04,0.36,0.64,1.7,0
"sa22079.05","5x",1,"9013","TPU",95.73,-0.03,0.73,1.35,9.7,1
"sa22079.06","5x",2,"9013","TPU",95.92,-0.03,0.79,1.46,6.7,2
"sa22079.06","5x",2,"9013","TPU",96.18,-0.02,0.66,1.22,6.3,1
"sa22079.06","5x",2,"9013","TPU",96.81,-0.04,0.36,0.63,2,0
"sa22079.07","5x",3,"9013","TPU",96.08,-0.05,0.65,1.18,6.4,1
"sa22079.07","5x",3,"9013","TPU",96.08,-0.03,0.76,1.41,5.9,2
"sa22079.07","5x",3,"9013","TPU",96.78,-0.03,0.37,0.65,1.9,0
"sa22079.07","5x",3,"9013","TPU",95.33,-0.01,1.07,2.02,10.1,3
"sa22079.08","5x",4,"9013","TPU",96.13,-0.03,0.77,1.42,7.7,1
"sa22079.08","5x",4,"9013","TPU",95.24,-0.02,1.23,2.33,9.8,3
"sa22079.08","5x",4,"9013","TPU",96.1,-0.03,0.82,1.52,6.4,2
"sa22079.08","5x",4,"9013","TPU",96.8,-0.04,0.38,0.66,1.8,0
"sa22079.09","baseline",0,"9013","TPU",96.78,-0.04,0.36,0.63,3,0
"sa22079.09","baseline",0,"9013","TPU",96.7,-0.03,0.43,0.76,5.2,0
"sa22080.00","baseline",0,"9025","PET",95.82,-0.18,0.95,1.66,3.4,0
"sa22080.00","baseline",0,"9025","PET",95.8,-0.18,0.94,1.64,1.8,0
"sa22080.01","mASTMG154",1,"9025","PET",95.69,-0.48,1.84,3.12,1.6,1
"sa22080.01","mASTMG154",1,"9025","PET",95.79,-0.18,0.94,1.64,1.8,0
"sa22080.02","mASTMG154",2,"9025","PET",95.64,-0.48,1.82,3.08,1.7,1
"sa22080.02","mASTMG154",2,"9025","PET",95.48,-0.62,2.32,3.91,4.3,2
"sa22080.02","mASTMG154",2,"9025","PET",95.8,-0.17,0.94,1.65,1.9,0
"sa22080.03","mASTMG154",3,"9025","PET",95.63,-0.54,1.95,3.28,2.2,1
"sa22080.03","mASTMG154",3,"9025","PET",94.75,-0.67,3.07,5.31,18.1,3
"sa22080.04","mASTMG154",4,"9025","PET",95.64,-0.52,1.92,3.22,1.7,1
"sa22080.04","mASTMG154",4,"9025","PET",95.22,-0.77,2.99,5.07,10.2,3
"sa22080.04","mASTMG154",4,"9025","PET",94,-0.52,2.86,5.06,45.2,4
"sa22080.04","mASTMG154",4,"9025","PET",95.83,-0.18,0.95,1.66,1.4,0
"sa22080.04","mASTMG154",4,"9025","PET",95.6,-0.62,2.41,4.08,2,2
"sa22080.05","mASTMG154",5,"9025","PET",94.41,-0.8,2.86,4.85,32.8,4
"sa22080.05","mASTMG154",5,"9025","PET",95.8,-0.19,0.96,1.67,1.3,0
"sa22080.05","mASTMG154",5,"9025","PET",95.59,-0.63,2.35,3.97,2.8,2
"sa22080.05","mASTMG154",5,"9025","PET",94.56,-0.92,2.87,4.77,18.3,3
"sa22080.05","mASTMG154",5,"9025","PET",95.72,-0.53,1.97,3.32,2,1
"sa22080.06","ASTMG154",1,"9025","PET",95.73,-0.18,0.95,1.66,5.1,0
"sa22080.06","ASTMG154",1,"9025","PET",96.06,-0.28,1.58,2.77,6.8,1
"sa22080.07","ASTMG154",2,"9025","PET",95.8,-0.19,0.93,1.62,1.9,0
"sa22080.07","ASTMG154",2,"9025","PET",95.81,-0.38,1.37,2.29,1.8,1
"sa22080.07","ASTMG154",2,"9025","PET",92.42,-0.59,4.06,7.38,63.1,2
"sa22080.08","ASTMG154",3,"9025","PET",95.76,-0.19,0.95,1.65,2.9,0
"sa22080.08","ASTMG154",3,"9025","PET",91.32,-0.43,2.61,4.78,75.1,3
"sa22080.09","ASTMG154",4,"9025","PET",91.95,-0.42,2.44,4.45,63.8,3
"sa22080.09","ASTMG154",4,"9025","PET",95.42,-0.53,1.45,2.34,10.8,1
"sa22080.09","ASTMG154",4,"9025","PET",92.77,-0.28,2.23,4.11,47.2,2
"sa22080.09","ASTMG154",4,"9025","PET",95.82,-0.19,0.95,1.65,1.3,0
"sa22080.09","ASTMG154",4,"9025","PET",89.51,-0.36,3.12,5.92,92.4,4
"sa22080.10","ASTMG154",4,"9025","PET",95.82,-0.18,0.96,1.67,1.5,0
"sa22080.10","ASTMG154",4,"9025","PET",95.87,-0.36,1.33,2.23,2.7,1
"sa22080.10","ASTMG154",4,"9025","PET",91.95,-0.33,2.08,3.81,88.5,4
"sa22080.10","ASTMG154",4,"9025","PET",96.74,-0.39,1.6,2.7,8.7,2
"sa22080.10","ASTMG154",4,"9025","PET",92.44,-0.36,2.41,4.4,55,3
"sa22080.11","HF",1,"9025","PET",95.82,-0.18,0.95,1.65,2.5,0
"sa22080.12","HF",2,"9025","PET",95.87,-0.21,1.1,1.91,4.1,2
"sa22080.12","HF",2,"9025","PET",95.71,-0.21,1.02,1.77,2.4,1
"sa22080.12","HF",2,"9025","PET",95.82,-0.19,0.95,1.64,1.4,0
"sa22080.13","HF",3,"9025","PET",95.86,-0.22,1.11,1.94,4.6,2
"sa22080.13","HF",3,"9025","PET",95.74,-0.22,1.02,1.77,2.8,1
"sa22080.13","HF",3,"9025","PET",95.82,-0.16,0.94,1.66,2.2,0
"sa22080.14","HF",4,"9025","PET",95.8,-0.18,0.96,1.67,2.2,0
"sa22080.14","HF",4,"9025","PET",95.86,-0.22,1.12,1.94,4.4,2
"sa22080.14","HF",4,"9025","PET",95.55,-0.25,1.28,2.24,5,3
"sa22080.14","HF",4,"9025","PET",95.75,-0.22,1.02,1.77,2.6,1
"sa22080.14","HF",4,"9025","PET",95.26,-0.24,1.81,3.25,6.2,4
"sa22080.15","HF",4,"9025","PET",95.78,-0.21,1.02,1.77,2.7,1
"sa22080.15","HF",4,"9025","PET",95.82,-0.19,0.93,1.62,1.6,0
"sa22080.15","HF",4,"9025","PET",95.47,-0.24,1.23,2.15,5.7,3
"sa22080.15","HF",4,"9025","PET",95.29,-0.21,1.39,2.47,7.3,4
"sa22080.15","HF",4,"9025","PET",95.82,-0.22,1.11,1.93,5.2,2
"sa22080.16","ASTMG155",1,"9025","PET",94.84,-0.14,1.55,2.85,32.8,1
"sa22080.16","ASTMG155",1,"9025","PET",95.81,-0.19,0.95,1.65,1.6,0
"sa22080.17","ASTMG155",2,"9025","PET",91.66,-0.36,2.04,3.72,52,2
"sa22080.17","ASTMG155",2,"9025","PET",95.82,-0.18,0.95,1.65,1.2,0
"sa22080.17","ASTMG155",2,"9025","PET",93.87,-0.18,1.65,3.04,51.7,1
"sa22080.18","ASTMG155",3,"9025","PET",90.73,-0.46,1.9,3.38,55.8,2
"sa22080.18","ASTMG155",3,"9025","PET",93.23,-0.28,1.72,3.1,73,3
"sa22080.18","ASTMG155",3,"9025","PET",95.78,-0.18,0.97,1.7,3,0
"sa22080.18","ASTMG155",3,"9025","PET",95.84,-0.17,1.14,2.02,5.1,1
"sa22080.19","ASTMG155",4,"9025","PET",91.23,-0.4,1.73,3.08,62,2
"sa22080.19","ASTMG155",4,"9025","PET",92.68,-0.34,1.87,3.36,96.7,4
"sa22080.19","ASTMG155",4,"9025","PET",95.98,-0.28,1.13,1.92,4.3,1
"sa22080.19","ASTMG155",4,"9025","PET",93.41,-0.29,1.65,2.96,75.5,3
"sa22081.00","ASTMG155",4,"9025","PET",92.67,-0.34,1.89,3.41,96,4
"sa22081.00","ASTMG155",4,"9025","PET",90.85,-0.42,1.74,3.09,57.6,2
"sa22081.00","ASTMG155",4,"9025","PET",93.52,-0.26,1.76,3.19,72.1,3
"sa22081.00","ASTMG155",4,"9025","PET",95.8,-0.17,0.94,1.65,1.5,0
"sa22081.01","1x",1,"9025","PET",95.83,-0.17,0.94,1.64,1,0
"sa22081.01","1x",1,"9025","PET",95.34,-0.17,1.17,2.1,6.7,1
"sa22081.02","1x",2,"9025","PET",95.81,-0.18,0.95,1.66,1.8,0
"sa22081.02","1x",2,"9025","PET",95.25,-0.16,1.25,2.25,8.6,1
"sa22081.02","1x",2,"9025","PET",95.29,-0.16,1.23,2.21,5,2
"sa22081.03","1x",3,"9025","PET",95.82,-0.19,0.94,1.64,1.4,0
"sa22081.03","1x",3,"9025","PET",95.42,-0.19,1.2,2.13,6.6,2
"sa22081.03","1x",3,"9025","PET",95.48,-0.19,1.15,2.02,7.6,1
"sa22081.04","1x",4,"9025","PET",95.8,-0.16,0.94,1.64,1.7,0
"sa22081.04","1x",4,"9025","PET",95.41,-0.18,1.18,2.1,5.7,2
"sa22081.04","1x",4,"9025","PET",95.17,-0.24,1.41,2.5,5.7,3
"sa22081.04","1x",4,"9025","PET",95.62,-0.19,1.08,1.89,6.3,1
"sa22082.00","5x",1,"9025","PET",95.83,-0.19,0.95,1.65,1.6,0
"sa22082.00","5x",1,"9025","PET",95.33,-0.17,1.2,2.14,9.6,1
"sa22082.01","5x",2,"9025","PET",95.35,-0.15,1.18,2.12,6.9,1
"sa22082.01","5x",2,"9025","PET",95.82,-0.19,0.94,1.64,2.2,0
"sa22082.01","5x",2,"9025","PET",95.2,-0.18,1.33,2.39,7.6,2
"sa22082.02","5x",3,"9025","PET",95.41,-0.19,1.31,2.34,5.9,2
"sa22082.02","5x",3,"9025","PET",94.81,-0.22,1.62,2.92,7,3
"sa22082.02","5x",3,"9025","PET",94.94,-0.13,1.34,2.44,11.7,1
"sa22082.02","5x",3,"9025","PET",95.8,-0.18,0.94,1.64,1.7,0
"sa22082.03","5x",4,"9025","PET",95.81,-0.17,0.94,1.65,1.5,0
"sa22082.03","5x",4,"9025","PET",95.07,-0.27,1.52,2.68,4.6,3
"sa22082.03","5x",4,"9025","PET",95.13,-0.15,1.26,2.29,9.4,1
"sa22082.04","baseline",0,"9025","PET",95.75,-0.18,0.95,1.66,2.5,0
"sa22082.04","baseline",0,"9025","PET",95.78,-0.17,0.95,1.66,2.3,0
"sa22083.00","baseline",0,"9025","TPU",96.83,-0.01,0.33,0.6,3.1,0
"sa22083.00","baseline",0,"9025","TPU",96.75,-0.05,0.33,0.57,1.9,0
"sa22083.01","mASTMG154",1,"9025","TPU",96.59,-0.07,0.96,1.74,1.9,1
"sa22083.01","mASTMG154",1,"9025","TPU",96.78,-0.04,0.35,0.61,2.2,0
"sa22083.02","mASTMG154",2,"9025","TPU",96.75,-0.02,0.36,0.65,4.4,0
"sa22083.02","mASTMG154",2,"9025","TPU",96.61,-0.09,0.96,1.74,1.7,2
"sa22083.02","mASTMG154",2,"9025","TPU",96.61,-0.08,0.97,1.75,1.2,1
"sa22083.03","mASTMG154",3,"9025","TPU",96.8,-0.03,0.33,0.59,1.4,0
"sa22083.03","mASTMG154",3,"9025","TPU",96.55,-0.08,0.95,1.73,2.1,1
"sa22083.03","mASTMG154",3,"9025","TPU",96.61,-0.03,0.74,1.35,2.9,2
"sa22083.04","mASTMG154",4,"9025","TPU",96.61,-0.09,0.88,1.58,3,2
"sa22083.04","mASTMG154",4,"9025","TPU",96.56,0.03,0.46,0.88,3.1,4
"sa22083.04","mASTMG154",4,"9025","TPU",96.51,-0.08,0.91,1.65,2.8,1
"sa22083.04","mASTMG154",4,"9025","TPU",96.4,-0.04,0.8,1.46,4.4,3
"sa22083.04","mASTMG154",4,"9025","TPU",96.75,-0.03,0.37,0.65,3.7,0
"sa22083.05","mASTMG154",4,"9025","TPU",96.8,-0.04,0.37,0.65,2.8,0
"sa22083.05","mASTMG154",4,"9025","TPU",96.52,-0.08,0.85,1.53,2.8,1
"sa22083.05","mASTMG154",4,"9025","TPU",96.51,-0.08,0.99,1.81,3.1,2
"sa22083.05","mASTMG154",4,"9025","TPU",96.66,0.05,0.43,0.83,4.1,4
"sa22083.05","mASTMG154",4,"9025","TPU",96.5,-0.05,0.86,1.58,3.8,3
"sa22083.06","ASTMG154",1,"9025","TPU",96.78,-0.02,0.36,0.64,3.4,0
"sa22083.06","ASTMG154",1,"9025","TPU",96.3,-0.04,0.67,1.23,11.6,1
"sa22083.07","ASTMG154",2,"9025","TPU",96.14,-0.05,0.98,1.8,15.6,1
"sa22083.07","ASTMG154",2,"9025","TPU",96.7,-0.03,0.39,0.69,6.3,0
"sa22083.07","ASTMG154",2,"9025","TPU",94.84,-0.01,0.96,1.81,36,2
"sa22083.08","ASTMG154",3,"9025","TPU",95.83,0,0.56,1.06,10.1,3
"sa22083.08","ASTMG154",3,"9025","TPU",95.86,-0.02,0.71,1.33,15.1,2
"sa22083.08","ASTMG154",3,"9025","TPU",96.3,-0.05,0.91,1.67,11.4,1
"sa22083.08","ASTMG154",3,"9025","TPU",96.81,-0.05,0.38,0.66,3.1,0
"sa22083.09","ASTMG154",4,"9025","TPU",96.86,-0.03,0.32,0.57,1.3,0
"sa22083.09","ASTMG154",4,"9025","TPU",95.94,0,0.73,1.37,25.7,2
"sa22083.09","ASTMG154",4,"9025","TPU",96.31,0.01,0.52,0.97,14.3,3
"sa22083.09","ASTMG154",4,"9025","TPU",96.59,-0.04,0.65,1.17,5.8,1
"sa22084.00","ASTMG154",4,"9025","TPU",96.58,-0.06,0.73,1.32,2.7,1
"sa22084.00","ASTMG154",4,"9025","TPU",96.79,-0.03,0.33,0.59,2.1,0
"sa22084.00","ASTMG154",4,"9025","TPU",94.37,0.02,0.89,1.72,44,3
"sa22084.01","HF",1,"9025","TPU",96.71,-0.21,0.82,1.37,2.5,1
"sa22084.01","HF",1,"9025","TPU",96.78,-0.03,0.34,0.6,2.6,0
"sa22084.02","HF",2,"9025","TPU",96.73,-0.19,0.77,1.3,2,1
"sa22084.02","HF",2,"9025","TPU",96.85,-0.28,1.1,1.84,2.3,2
"sa22084.02","HF",2,"9025","TPU",96.79,-0.04,0.33,0.57,2.6,0
"sa22084.03","HF",3,"9025","TPU",96.68,-0.19,0.79,1.34,2.6,1
"sa22084.03","HF",3,"9025","TPU",96.88,-0.28,1.11,1.87,2.1,2
"sa22084.03","HF",3,"9025","TPU",96.81,-0.02,0.36,0.65,2.9,0
"sa22084.04","HF",4,"9025","TPU",96.81,-0.04,0.35,0.62,2.7,0
"sa22084.04","HF",4,"9025","TPU",96.88,-0.29,1.07,1.78,2.1,2
"sa22084.04","HF",4,"9025","TPU",96.74,-0.18,0.75,1.26,2.2,1
"sa22084.05","HF",4,"9025","TPU",96.76,-0.19,0.76,1.27,2.5,1
"sa22084.05","HF",4,"9025","TPU",96.81,-0.03,0.35,0.61,3.3,0
"sa22084.05","HF",4,"9025","TPU",96.79,-0.28,1.17,1.99,2.5,2
"sa22084.06","ASTMG155",1,"9025","TPU",95.81,-0.03,0.57,1.04,15.6,1
"sa22084.06","ASTMG155",1,"9025","TPU",96.8,-0.03,0.36,0.64,2.8,0
"sa22084.07","ASTMG155",2,"9025","TPU",96.82,-0.04,0.32,0.56,2.2,0
"sa22084.07","ASTMG155",2,"9025","TPU",96.36,-0.02,0.52,0.95,10.3,2
"sa22084.07","ASTMG155",2,"9025","TPU",96.39,-0.04,0.58,1.06,13.9,1
"sa22084.08","ASTMG155",3,"9025","TPU",96.83,-0.02,0.35,0.63,2.6,0
"sa22084.08","ASTMG155",3,"9025","TPU",96.33,-0.06,0.57,1.02,17.5,1
"sa22084.08","ASTMG155",3,"9025","TPU",96.23,0.02,0.47,0.89,17.4,3
"sa22084.08","ASTMG155",3,"9025","TPU",96.42,-0.01,0.51,0.94,9.8,2
"sa22084.09","ASTMG155",4,"9025","TPU",96.82,-0.03,0.34,0.61,2.2,0
"sa22084.09","ASTMG155",4,"9025","TPU",96.1,0.07,0.48,0.96,22.3,4
"sa22084.09","ASTMG155",4,"9025","TPU",96.5,-0.01,0.41,0.76,10.5,2
"sa22084.09","ASTMG155",4,"9025","TPU",96.3,0.04,0.46,0.88,22,3
"sa22084.09","ASTMG155",4,"9025","TPU",96.59,-0.04,0.4,0.71,4.9,1
"sa22085.00","ASTMG155",4,"9025","TPU",96.44,-0.03,0.48,0.88,8.2,2
"sa22085.00","ASTMG155",4,"9025","TPU",96.37,-0.01,0.45,0.84,10.6,3
"sa22085.00","ASTMG155",4,"9025","TPU",96.79,-0.03,0.35,0.63,2.5,0
"sa22085.00","ASTMG155",4,"9025","TPU",95.88,0.02,0.48,0.92,16.6,4
"sa22085.00","ASTMG155",4,"9025","TPU",96.6,-0.04,0.45,0.79,4.5,1
"sa22085.01","1x",1,"9025","TPU",95.64,-0.22,0.56,0.89,9.4,1
"sa22085.01","1x",1,"9025","TPU",96.81,-0.03,0.38,0.67,2.8,0
"sa22085.02","1x",2,"9025","TPU",96.78,-0.03,0.34,0.6,2.5,0
"sa22085.02","1x",2,"9025","TPU",96.14,-0.06,0.67,1.21,8.1,1
"sa22085.02","1x",2,"9025","TPU",95.87,-0.01,0.85,1.6,8.8,2
"sa22085.03","1x",3,"9025","TPU",95.84,-0.02,1.04,1.95,7.5,3
"sa22085.03","1x",3,"9025","TPU",96.81,-0.04,0.34,0.6,2,0
"sa22085.03","1x",3,"9025","TPU",95.93,-0.01,0.86,1.61,7.2,2
"sa22085.03","1x",3,"9025","TPU",95.9,0,0.84,1.59,11.1,1
"sa22085.04","1x",4,"9025","TPU",95.78,-0.01,1.07,2.01,7.9,3
"sa22085.04","1x",4,"9025","TPU",95.87,-0.06,0.77,1.4,10,1
"sa22085.04","1x",4,"9025","TPU",96.84,-0.04,0.35,0.62,1.5,0
"sa22085.04","1x",4,"9025","TPU",95.96,-0.01,0.87,1.63,6.7,2
"sa22085.05","5x",1,"9025","TPU",96.07,-0.01,0.68,1.26,8.2,1
"sa22085.05","5x",1,"9025","TPU",96.78,-0.04,0.37,0.65,2.7,0
"sa22085.06","5x",2,"9025","TPU",96.11,-0.01,0.8,1.49,7.1,2
"sa22085.06","5x",2,"9025","TPU",96.79,-0.04,0.34,0.59,2,0
"sa22085.06","5x",2,"9025","TPU",96.25,-0.02,0.61,1.13,6.4,1
"sa22085.07","5x",3,"9025","TPU",96.8,-0.02,0.34,0.62,3.4,0
"sa22085.07","5x",3,"9025","TPU",95.88,-0.01,0.8,1.5,9.8,2
"sa22085.07","5x",3,"9025","TPU",95.8,-0.03,0.94,1.76,7.9,3
"sa22085.07","5x",3,"9025","TPU",95.8,0,0.7,1.32,10.1,1
"sa22085.08","5x",4,"9025","TPU",96.11,-0.01,0.8,1.5,6.9,2
"sa22085.08","5x",4,"9025","TPU",95.72,-0.01,0.92,1.73,8.6,3
"sa22085.08","5x",4,"9025","TPU",96.82,-0.05,0.35,0.6,2.5,0
"sa22085.08","5x",4,"9025","TPU",96.2,-0.02,0.64,1.19,7.7,1
"sa22085.09","baseline",0,"9025","TPU",96.83,-0.04,0.34,0.59,1.6,0
"sa22085.09","baseline",0,"9025","TPU",96.75,-0.01,0.36,0.65,2.9,0
"sa22086.00","baseline",0,"PURE","PET",95.11,-0.18,1.03,1.82,1.9,0
"sa22086.01","mASTMG154",1,"PURE","PET",95.2,-0.49,1.97,3.37,1.2,1
"sa22086.01","mASTMG154",1,"PURE","PET",95.06,-0.17,1.03,1.83,1.2,0
"sa22086.02","mASTMG154",2,"PURE","PET",95.05,-0.17,1.05,1.86,1.2,0
"sa22086.02","mASTMG154",2,"PURE","PET",95.18,-0.48,1.98,3.4,1.7,1
"sa22086.03","mASTMG154",3,"PURE","PET",95.1,-0.16,1.02,1.81,1.2,0
"sa22086.03","mASTMG154",3,"PURE","PET",94.93,-0.6,2.49,4.28,6.5,2
"sa22086.03","mASTMG154",3,"PURE","PET",95.21,-0.48,2,3.43,2.1,1
"sa22086.04","mASTMG154",4,"PURE","PET",95.06,-0.17,1.04,1.85,1.2,0
"sa22086.04","mASTMG154",4,"PURE","PET",94.93,-0.65,2.7,4.63,29.2,3
"sa22086.04","mASTMG154",4,"PURE","PET",94.11,-0.56,2.96,5.23,53.9,4
"sa22086.04","mASTMG154",4,"PURE","PET",95.2,-0.49,2,3.42,1.1,1
"sa22086.04","mASTMG154",4,"PURE","PET",94.82,-0.6,2.59,4.46,9.7,2
"sa22086.05","mASTMG154",4,"PURE","PET",95.12,-0.58,2.36,4.04,3.6,2
"sa22086.05","mASTMG154",4,"PURE","PET",95.17,-0.63,2.55,4.35,8.1,3
"sa22086.05","mASTMG154",4,"PURE","PET",95.21,-0.48,1.95,3.34,1.1,1
"sa22086.05","mASTMG154",4,"PURE","PET",93.88,-0.47,3.15,5.65,44.2,4
"sa22086.05","mASTMG154",4,"PURE","PET",95.07,-0.16,1.03,1.84,1.1,0
"sa22086.06","ASTMG154",1,"PURE","PET",91.99,-0.35,1.81,3.27,42.5,1
"sa22086.06","ASTMG154",1,"PURE","PET",95.05,-0.16,1.03,1.84,1.1,0
"sa22086.07","ASTMG154",2,"PURE","PET",90.36,-0.53,2.46,4.44,78.2,2
"sa22086.07","ASTMG154",2,"PURE","PET",92.95,-0.29,1.92,3.5,38.9,1
"sa22086.07","ASTMG154",2,"PURE","PET",95.08,-0.16,1.03,1.83,1.2,0
"sa22086.08","ASTMG154",3,"PURE","PET",94,-0.37,1.67,2.93,19.8,1
"sa22086.08","ASTMG154",3,"PURE","PET",95.06,-0.17,1.04,1.84,1.1,0
