Wavenumber,sa22087.10,sa22089.10,sa22085.05,sa22082.00,sa22079.05,sa22076.05,sa22073.05,sa22070.05,sa22089.06,sa22087.06,sa22085.01,sa22081.01,sa22079.01,sa22076.01,sa22073.01,sa22070.01
1271.4,0.0963159,0.201069,0.233979,0.0652106,0.282256,0.0681868,0.251263,0.0540508,0.20225,0.145309,0.25244,0.0749289,0.159063,0.0822846,0.257667,0.0773508
1273.26,0.0923587,0.200192,0.229078,0.0636412,0.273021,0.0660226,0.244402,0.0528227,0.201101,0.138489,0.247683,0.0729184,0.154247,0.0795587,0.252013,0.0752925
1275.13,0.0886587,0.197718,0.223065,0.0622877,0.263267,0.0641043,0.23662,0.0516771,0.198763,0.132466,0.241246,0.0709175,0.149134,0.0771449,0.245034,0.0733271
1276.99,0.0848107,0.194793,0.216537,0.060759,0.253708,0.062277,0.228644,0.0502863,0.195778,0.126461,0.233861,0.0688532,0.143573,0.0744759,0.237176,0.0714379
1278.85,0.0809308,0.191123,0.209441,0.0587402,0.244684,0.0601331,0.220785,0.0488943,0.191899,0.120397,0.226276,0.0665947,0.138233,0.0716068,0.228975,0.0693758
1280.72,0.0770466,0.185383,0.202435,0.0567819,0.236097,0.0580084,0.212976,0.04774,0.186403,0.11457,0.218789,0.0644043,0.133445,0.0689434,0.21991,0.0673317
1282.58,0.0733137,0.17664,0.195501,0.0549592,0.227621,0.0562103,0.205382,0.0464749,0.177481,0.108598,0.211234,0.0621955,0.128924,0.0663117,0.210233,0.0651899
1284.45,0.0695938,0.164903,0.188797,0.0532051,0.219946,0.0544457,0.198647,0.0451541,0.165489,0.102461,0.204044,0.0597919,0.124667,0.06381,0.201024,0.0631241
1286.31,0.0656498,0.151955,0.183543,0.0516534,0.213777,0.0526942,0.193568,0.0440777,0.152675,0.0963375,0.198106,0.0577136,0.121037,0.0615313,0.193077,0.061479
1288.17,0.0619952,0.140462,0.18067,0.0503756,0.210062,0.0512362,0.191044,0.0432077,0.140939,0.0905096,0.195098,0.0561691,0.11883,0.0593672,0.187907,0.060363
1290.04,0.058476,0.13233,0.180466,0.0495668,0.20946,0.0501696,0.191222,0.0427174,0.132882,0.0850433,0.196038,0.0550895,0.118282,0.0575427,0.18722,0.0598129
1291.9,0.0549235,0.129107,0.182168,0.0490842,0.210623,0.0495744,0.193099,0.0426076,0.129881,0.0795685,0.199272,0.0542587,0.118547,0.0560985,0.190574,0.059486
1293.77,0.0511797,0.130747,0.183004,0.0482724,0.210837,0.0489667,0.194367,0.0422829,0.131621,0.0737968,0.201353,0.053269,0.117995,0.0543932,0.195194,0.0590589
1295.63,0.0473099,0.13693,0.180801,0.0473341,0.207762,0.0477413,0.192287,0.0417745,0.137938,0.0680804,0.199426,0.0522338,0.115742,0.0523217,0.197734,0.0583539
1297.5,0.0436759,0.14642,0.175128,0.0461041,0.200312,0.0459132,0.185871,0.0411873,0.147535,0.0624876,0.192629,0.0507958,0.111485,0.0502042,0.196241,0.0571995
1299.36,0.0404345,0.156627,0.166802,0.0445241,0.189276,0.0441803,0.176305,0.0401676,0.157769,0.0571623,0.182668,0.0488032,0.105539,0.0479733,0.191169,0.0553415
1301.22,0.037303,0.165253,0.157765,0.042947,0.176347,0.0423516,0.165175,0.0385721,0.166721,0.052099,0.172025,0.0463885,0.0982077,0.0452213,0.183657,0.0525998
1303.09,0.0347756,0.172259,0.149779,0.0414737,0.16366,0.0403158,0.154303,0.0370814,0.174015,0.0479373,0.162435,0.0443927,0.090735,0.0427405,0.175317,0.0499867
1304.95,0.0328577,0.176941,0.143007,0.0400462,0.152364,0.0384617,0.144543,0.0357911,0.178777,0.0449257,0.154399,0.0429596,0.0842061,0.0407466,0.16743,0.0479236
1306.82,0.0309898,0.177902,0.136689,0.0389221,0.142684,0.0369209,0.13609,0.0344037,0.179794,0.0424287,0.147404,0.0414438,0.078763,0.0385715,0.160012,0.0459775
1308.68,0.0293502,0.176498,0.130449,0.037843,0.135111,0.0358766,0.129014,0.0332313,0.178507,0.0398996,0.140609,0.0400056,0.074662,0.0367223,0.153142,0.0443492
1310.55,0.0282618,0.17721,0.124574,0.0368707,0.130135,0.0353844,0.123045,0.0327494,0.179092,0.0375931,0.13346,0.038845,0.0718884,0.0356839,0.147778,0.0430691
1312.41,0.0271998,0.181913,0.119193,0.0360991,0.12684,0.0348517,0.117366,0.0321963,0.183855,0.0358223,0.1263,0.0374725,0.0699044,0.0349988,0.144076,0.0418719
1314.27,0.0259716,0.188719,0.113904,0.0353222,0.124428,0.0343729,0.111924,0.0313333,0.190771,0.0342198,0.119962,0.0359797,0.068489,0.0344506,0.141417,0.0406269
1316.14,0.0249898,0.194609,0.108561,0.034528,0.122905,0.0342202,0.107507,0.0307283,0.196131,0.0327596,0.114242,0.0349481,0.0675248,0.0340621,0.139104,0.039552
1318,0.0242655,0.197182,0.104058,0.0337081,0.122341,0.0341155,0.104196,0.0303577,0.198664,0.0315099,0.109286,0.0340567,0.0671517,0.0337572,0.136671,0.0387571
1319.87,0.0237146,0.1952,0.100993,0.0331325,0.122153,0.0341526,0.101714,0.0299765,0.197137,0.030457,0.106042,0.0334618,0.0675267,0.0335731,0.133782,0.0382837
1321.73,0.0232559,0.18836,0.0992646,0.0329537,0.12192,0.0341847,0.100107,0.0295293,0.1903,0.0297224,0.104237,0.0332512,0.067979,0.0337482,0.130236,0.0381568
1323.59,0.0229586,0.177002,0.0980367,0.0328032,0.121695,0.0343073,0.0991379,0.0290889,0.178771,0.0294556,0.102963,0.0329682,0.0681339,0.0340659,0.125991,0.0378582
1325.46,0.023565,0.16328,0.0975777,0.0330944,0.122008,0.0347594,0.0987781,0.0289843,0.164903,0.0300308,0.102693,0.0331661,0.0685358,0.0346735,0.121645,0.0377387
1327.32,0.0254309,0.150828,0.0981557,0.0339006,0.122611,0.0354141,0.0987027,0.0290718,0.15229,0.0323987,0.103292,0.034242,0.0692836,0.0359478,0.117573,0.0378907
1329.19,0.0289434,0.142543,0.0987399,0.0347625,0.12328,0.0363108,0.0990729,0.0292888,0.143736,0.0375787,0.104258,0.0356843,0.0701448,0.0380495,0.114892,0.0380199
1331.05,0.0351716,0.13808,0.0990101,0.0359206,0.124259,0.0375963,0.0996559,0.0296707,0.139127,0.0464968,0.105195,0.0372206,0.070691,0.0412089,0.11376,0.0384292
1332.92,0.0442115,0.135333,0.0990676,0.0373111,0.125313,0.039116,0.0995225,0.0299623,0.136221,0.0597909,0.105652,0.0390075,0.0709899,0.0451375,0.112869,0.0388344
1334.78,0.0551605,0.132726,0.0990896,0.0386552,0.126166,0.0404489,0.0994405,0.0301852,0.133317,0.0763126,0.106054,0.0407022,0.0713727,0.0490441,0.111941,0.0390445
1336.64,0.0657487,0.130089,0.0993448,0.0394961,0.126873,0.0412752,0.0998173,0.0303129,0.130503,0.0922208,0.106591,0.0415576,0.071828,0.0517624,0.111268,0.0388977
1338.51,0.0723369,0.129086,0.100297,0.039521,0.127645,0.0412291,0.100116,0.0304683,0.129395,0.102415,0.107223,0.0415596,0.0721734,0.0526136,0.111271,0.0385911
1340.37,0.0709012,0.128199,0.10055,0.0381889,0.127666,0.0396395,0.100045,0.0301595,0.128964,0.10209,0.107498,0.0401547,0.0722649,0.0507994,0.111361,0.0383057
1342.24,0.0622574,0.12561,0.0992095,0.0359881,0.12629,0.0376386,0.0994896,0.0296993,0.126836,0.0908271,0.10667,0.0376714,0.0717231,0.046533,0.110175,0.0379587
1344.1,0.050546,0.12351,0.0974729,0.0340265,0.124753,0.0358834,0.0983379,0.0291532,0.12454,0.0734363,0.105043,0.0351298,0.0705792,0.0416294,0.108404,0.0373378
1345.97,0.0389569,0.122965,0.0961374,0.0326652,0.123528,0.0342807,0.0970549,0.0284933,0.123976,0.0556358,0.103303,0.0330056,0.0697305,0.0374575,0.10724,0.0368112
1347.83,0.0306809,0.123543,0.0958627,0.0322158,0.122905,0.0337601,0.0965989,0.0284904,0.124526,0.0425469,0.102494,0.0319479,0.0694851,0.0347749,0.10695,0.0368973
1349.69,0.0254126,0.123466,0.0958436,0.0317926,0.122292,0.0334721,0.096552,0.0284553,0.124499,0.0344692,0.102511,0.0315009,0.0691858,0.0331967,0.106661,0.0369923
1351.56,0.0228418,0.122393,0.0964758,0.0315306,0.121781,0.0331605,0.0965379,0.0283529,0.123356,0.030094,0.103171,0.0314641,0.0690051,0.0325832,0.105983,0.0368166
1353.42,0.0219107,0.120636,0.0978354,0.0319422,0.121702,0.0333867,0.0969918,0.0286115,0.121689,0.0280689,0.104496,0.0318619,0.0691408,0.0326054,0.105436,0.0368774
1355.29,0.0211428,0.118316,0.0986179,0.032573,0.121321,0.0335722,0.0976023,0.0288764,0.119506,0.026959,0.105676,0.0319836,0.0692247,0.0325611,0.104839,0.0368261
1357.15,0.020717,0.116103,0.0986331,0.03263,0.120701,0.0335062,0.0976135,0.0289179,0.116933,0.0261553,0.106098,0.031815,0.0688951,0.0323928,0.104101,0.0364313
1359.02,0.0213165,0.115088,0.0993254,0.0327085,0.120851,0.0339448,0.0978982,0.0292365,0.115435,0.026347,0.106737,0.0321011,0.068706,0.0325242,0.104266,0.0365432
1360.88,0.0223975,0.115642,0.101518,0.0333848,0.121933,0.0347745,0.0992674,0.0297428,0.115872,0.0276227,0.108622,0.0328703,0.0691455,0.0330288,0.105739,0.0370527
1362.74,0.0232938,0.117013,0.10422,0.0341426,0.123534,0.0348114,0.101469,0.0297433,0.117431,0.0294517,0.111708,0.0335546,0.0700377,0.0336668,0.107811,0.0373746
1364.61,0.024162,0.11674,0.105019,0.0343421,0.123831,0.0343506,0.102344,0.0294465,0.117592,0.0316717,0.113503,0.0339135,0.0703182,0.034112,0.108635,0.0373276
1366.47,0.0258968,0.115866,0.104787,0.0344908,0.123828,0.0349169,0.101751,0.0297215,0.116557,0.0341679,0.113245,0.0342155,0.0701484,0.0346576,0.107803,0.0374669
1368.34,0.0271301,0.11525,0.103818,0.0342947,0.124622,0.0353059,0.10086,0.0297297,0.115717,0.03589,0.112041,0.0341199,0.0703959,0.0351798,0.106315,0.0372764
1370.2,0.0273395,0.114121,0.102322,0.0340216,0.125187,0.0352369,0.09971,0.0294504,0.114713,0.0364467,0.110251,0.0338418,0.0707153,0.0353819,0.104607,0.0365697
1372.06,0.0273368,0.113471,0.102282,0.0340371,0.126057,0.0355455,0.0989651,0.0293888,0.113984,0.0362147,0.109455,0.0340398,0.0712967,0.0352688,0.103904,0.0364842
1373.93,0.027144,0.113732,0.10406,0.0344598,0.128634,0.0360621,0.100329,0.0295484,0.114228,0.0354844,0.111269,0.0346992,0.0730314,0.0352776,0.105024,0.0370998
1375.79,0.0259356,0.11162,0.105418,0.0347032,0.130057,0.0360492,0.102294,0.0293316,0.112555,0.0343484,0.113311,0.0349674,0.0743733,0.0355279,0.105609,0.0373545
1377.66,0.0259005,0.108842,0.107679,0.0357243,0.130475,0.0366979,0.104113,0.0298383,0.109453,0.034103,0.115506,0.035628,0.0744641,0.0360688,0.105645,0.037956
1379.52,0.0260682,0.105904,0.110834,0.0365553,0.1303,0.0370257,0.106581,0.0304229,0.106764,0.034401,0.119229,0.0365421,0.0744351,0.0364861,0.106299,0.0391061
1381.39,0.0267943,0.103757,0.114951,0.0375057,0.12973,0.0374762,0.110169,0.0312536,0.104868,0.03528,0.123574,0.0377984,0.0747061,0.0369672,0.107818,0.0404154
1383.25,0.0274312,0.102004,0.118295,0.0381701,0.128765,0.0374593,0.113378,0.0315819,0.103321,0.0360354,0.126936,0.0387184,0.0743111,0.03722,0.109731,0.0411183
1385.11,0.0282715,0.101895,0.120806,0.0389935,0.129016,0.0376682,0.117118,0.0320246,0.102986,0.0368018,0.129571,0.0395453,0.0744781,0.0376467,0.112476,0.0420451
1386.98,0.0284417,0.103247,0.122236,0.0393807,0.131192,0.0382064,0.121898,0.0329507,0.104235,0.0369793,0.131545,0.0401873,0.0760643,0.0380289,0.116183,0.0432279
1388.84,0.0270364,0.103035,0.120731,0.0388551,0.133095,0.0382682,0.125018,0.0334108,0.104827,0.0361035,0.130635,0.0398352,0.0777604,0.038204,0.118453,0.0438213
1390.71,0.0261979,0.100942,0.117244,0.0383303,0.133769,0.0384076,0.125625,0.0333137,0.102622,0.0349023,0.12662,0.0388908,0.0781865,0.0382748,0.117885,0.0439496
1392.57,0.026473,0.0982498,0.114684,0.0379528,0.135653,0.0390988,0.126636,0.0333114,0.0992803,0.0344629,0.123081,0.0383887,0.0790203,0.0384932,0.117566,0.0439754
1394.44,0.0280387,0.0954572,0.11554,0.038424,0.141739,0.0405906,0.130512,0.0338447,0.0959731,0.0358486,0.123307,0.0388786,0.0824419,0.0398872,0.119802,0.0446174
1396.3,0.0296009,0.0912284,0.118792,0.0387216,0.1503,0.041516,0.136905,0.0344193,0.0921251,0.0379434,0.127665,0.0394781,0.0872004,0.0419007,0.123838,0.045592
1398.16,0.0322404,0.088872,0.126373,0.0399995,0.160952,0.0429377,0.146652,0.0358168,0.0890412,0.0414642,0.137252,0.0408134,0.0928393,0.0442368,0.130059,0.0471731
1400.03,0.0347225,0.0856612,0.138985,0.0411073,0.176086,0.0440708,0.160806,0.0364913,0.0858803,0.0466615,0.155006,0.0429068,0.10095,0.0468494,0.140965,0.0491493
1401.89,0.0381499,0.0827476,0.154508,0.0426426,0.193317,0.045447,0.175992,0.0372838,0.0829643,0.052312,0.176208,0.0454507,0.10871,0.0493971,0.15492,0.0509487
1403.76,0.0436585,0.0826473,0.173222,0.0454599,0.213839,0.0477728,0.194129,0.0389058,0.0822865,0.0600902,0.199575,0.0488172,0.117604,0.0529587,0.17388,0.0533514
1405.62,0.0502747,0.0838041,0.190251,0.0479261,0.236394,0.049818,0.214117,0.0404403,0.0837842,0.0710972,0.221085,0.0523283,0.127936,0.057267,0.197242,0.0564413
1407.48,0.0546847,0.0855927,0.192221,0.0477301,0.244739,0.0498907,0.22034,0.0406646,0.0854722,0.0788669,0.223028,0.0528318,0.130828,0.0584286,0.209416,0.0572962
1409.35,0.0549004,0.0886329,0.180658,0.0455304,0.236088,0.0480699,0.21145,0.0395393,0.0878183,0.079567,0.207437,0.0499181,0.125559,0.0560016,0.206548,0.055486
1411.21,0.0504002,0.0930163,0.162164,0.0420969,0.217303,0.0448259,0.193291,0.0376566,0.0919567,0.0726452,0.183869,0.0450672,0.115531,0.0514769,0.192981,0.0521231
1413.08,0.0418497,0.0970583,0.142206,0.0379247,0.19404,0.0410975,0.170648,0.0353155,0.0963036,0.0594656,0.15892,0.0399064,0.103204,0.04576,0.173372,0.0478727
1414.94,0.0329111,0.0999889,0.124644,0.0343968,0.171446,0.0377468,0.14885,0.0327646,0.0988893,0.0452536,0.137163,0.0355605,0.0911418,0.0398467,0.153419,0.0435138
1416.81,0.0261675,0.102487,0.111197,0.0320346,0.152383,0.0349092,0.130435,0.0304025,0.10013,0.0338163,0.120535,0.0321286,0.0808716,0.0347874,0.136131,0.0395116
1418.67,0.021732,0.104877,0.101623,0.0306444,0.137034,0.0326411,0.115423,0.0288589,0.101832,0.0261161,0.108433,0.0293422,0.07322,0.0314875,0.121356,0.0363055
1420.53,0.0174345,0.100636,0.0918692,0.0277395,0.122571,0.0297869,0.101106,0.0261936,0.0994895,0.0210662,0.0979794,0.0265866,0.0665183,0.0290242,0.107176,0.032976
1422.4,0.0166391,0.0964293,0.0869499,0.0268163,0.115151,0.0291853,0.0926559,0.025177,0.0949937,0.0196028,0.0914438,0.0257965,0.0625357,0.0277096,0.0979042,0.0309938
1424.26,0.0159883,0.0937814,0.0838456,0.0261592,0.111573,0.0285694,0.0871874,0.0243332,0.0919535,0.0183962,0.0869068,0.025096,0.0608873,0.0266884,0.0920395,0.0297708
1426.13,0.0156185,0.0923603,0.0817413,0.025932,0.110145,0.0284993,0.083759,0.0238682,0.0907378,0.017647,0.0842012,0.0246811,0.0605141,0.0265093,0.0887623,0.0293892
1427.99,0.0164717,0.0949837,0.0821409,0.0268663,0.111841,0.029634,0.0834338,0.0244699,0.0927089,0.0181786,0.0837371,0.0251662,0.0611819,0.0271951,0.0884093,0.0296738
1429.86,0.0167836,0.100652,0.0831829,0.0273029,0.115798,0.030331,0.0843697,0.024728,0.0985516,0.0188563,0.084445,0.0258301,0.0633004,0.0280483,0.0905821,0.0300002
1431.72,0.0175078,0.106615,0.0843396,0.0278657,0.120571,0.0313767,0.0857177,0.0252275,0.104973,0.0200853,0.0854371,0.0267337,0.0659958,0.0291863,0.0934753,0.0307074
1433.58,0.0183221,0.110376,0.0850404,0.0282164,0.124557,0.0325707,0.0865983,0.0256121,0.108217,0.0211436,0.0857143,0.0271741,0.0678633,0.0302046,0.0949245,0.0312622
1435.45,0.0201989,0.116665,0.0889445,0.0296828,0.132254,0.0344719,0.0902276,0.0268171,0.113157,0.0227183,0.0886428,0.0282732,0.0718568,0.0321432,0.0986537,0.0325187
1437.31,0.0207396,0.124721,0.0952369,0.0311402,0.144157,0.0365177,0.0967286,0.0278122,0.122473,0.0243921,0.0954023,0.0304332,0.0795892,0.0350609,0.10656,0.0347203
1439.18,0.0202524,0.128093,0.0983306,0.0321594,0.149742,0.0380963,0.100104,0.0281118,0.126979,0.0250279,0.0990352,0.0321378,0.083317,0.0364445,0.110499,0.0361035
1441.04,0.0205832,0.132357,0.101309,0.0335237,0.152732,0.0392706,0.102827,0.0286486,0.130448,0.025392,0.101595,0.0334151,0.0842968,0.0368608,0.113087,0.036856
1442.9,0.0209625,0.140361,0.106151,0.035066,0.157705,0.0407038,0.107727,0.0297002,0.138432,0.0260556,0.106767,0.0353117,0.0869017,0.0382323,0.119167,0.0383951
1444.77,0.0218277,0.149155,0.111644,0.0367265,0.162517,0.042302,0.112994,0.0309686,0.147195,0.027017,0.112214,0.0372811,0.0895972,0.0400414,0.125781,0.0403739
1446.63,0.0225969,0.157339,0.117352,0.0381829,0.16814,0.0434485,0.118342,0.0320364,0.155342,0.0279444,0.117624,0.0389539,0.0926395,0.0415248,0.132314,0.0419282
1448.5,0.0232935,0.164082,0.123372,0.0400067,0.175363,0.0449007,0.124145,0.0334115,0.162212,0.0288938,0.124235,0.0408657,0.0967985,0.0432897,0.138975,0.0435723
1450.36,0.0235248,0.164082,0.127009,0.0409353,0.179508,0.0459328,0.126708,0.0338137,0.162378,0.0291213,0.128932,0.04197,0.0988238,0.0443404,0.141104,0.0445827
1452.23,0.0239996,0.159555,0.129571,0.0415518,0.181832,0.0465149,0.127201,0.0337745,0.157346,0.0289978,0.131699,0.0425242,0.099189,0.0444516,0.139157,0.0446302
1454.09,0.0236222,0.153148,0.132207,0.0415272,0.183709,0.0462277,0.127145,0.0332137,0.15066,0.0283622,0.134175,0.0427533,0.0996105,0.0439672,0.136424,0.0437224
1455.95,0.0247371,0.15314,0.141116,0.0434399,0.191992,0.0478249,0.13141,0.0343617,0.148768,0.0286907,0.142365,0.0445378,0.103653,0.044687,0.138478,0.0437897
1457.82,0.0226032,0.155714,0.154025,0.0445297,0.20853,0.0486809,0.139498,0.0342408,0.153233,0.0281809,0.159495,0.0465968,0.112905,0.0466667,0.146602,0.0451134
1459.68,0.0211331,0.151836,0.156224,0.0451585,0.213074,0.0486149,0.139465,0.033681,0.150739,0.0267814,0.164832,0.0470706,0.114301,0.0472133,0.146685,0.0450751
1461.55,0.0203654,0.14592,0.152303,0.0440325,0.210284,0.0477685,0.135399,0.0325992,0.144237,0.02508,0.161022,0.0461932,0.111314,0.0460529,0.142657,0.0434319
1463.41,0.0211529,0.144001,0.150198,0.0432609,0.212232,0.0478889,0.134655,0.0326176,0.141258,0.024812,0.157827,0.0455965,0.111371,0.0461897,0.141379,0.0429032
1465.28,0.0214541,0.141318,0.145822,0.0415578,0.21592,0.0474435,0.134223,0.0320223,0.139011,0.0258619,0.153376,0.0440291,0.113,0.0467403,0.141036,0.0424704
1467.14,0.022616,0.134416,0.137939,0.0400216,0.213656,0.0467786,0.130659,0.0311394,0.132607,0.0282265,0.14525,0.0420888,0.11158,0.0466148,0.137461,0.0411703
1469,0.0244745,0.126904,0.129734,0.038256,0.206647,0.0453588,0.125159,0.0300052,0.124539,0.0307034,0.136024,0.0398131,0.107176,0.0456507,0.131699,0.0393159
1470.87,0.0270555,0.124599,0.124281,0.037189,0.201025,0.0441976,0.121381,0.0295661,0.120637,0.0334777,0.129148,0.0380941,0.103355,0.0444947,0.127991,0.0380286
1472.73,0.0261012,0.125897,0.118704,0.0354256,0.19458,0.0425564,0.118216,0.0288416,0.122108,0.0327577,0.123507,0.0361981,0.10017,0.0424982,0.126872,0.0367568
1474.6,0.0216632,0.123851,0.110735,0.0328002,0.182909,0.0401932,0.112248,0.027432,0.121898,0.0275548,0.116082,0.0335032,0.0948752,0.0397128,0.123085,0.034977
1476.46,0.018766,0.118305,0.1037,0.0307699,0.168514,0.0373697,0.104531,0.025323,0.116411,0.0229518,0.108449,0.0310668,0.0874016,0.0366617,0.115268,0.0326102
1478.32,0.0164387,0.109367,0.0965709,0.0283809,0.152025,0.0338927,0.0952274,0.0228274,0.107794,0.0196642,0.100977,0.0287583,0.0790564,0.0333149,0.105543,0.0297312
1480.19,0.0160664,0.100792,0.0918098,0.0274272,0.138003,0.0316563,0.0868447,0.021815,0.0987979,0.0182797,0.095516,0.027523,0.0718087,0.0309215,0.0963014,0.0275191
1482.05,0.015016,0.0916364,0.0870394,0.0262159,0.124227,0.0291461,0.0781961,0.0204533,0.0899884,0.0170154,0.0909363,0.0263192,0.0646618,0.0285997,0.0872575,0.0249727
1483.92,0.0143638,0.0847135,0.0829413,0.0251608,0.111791,0.026886,0.0704456,0.0191164,0.0830894,0.0161422,0.0868785,0.025275,0.0581996,0.0261987,0.079462,0.0226693
1485.78,0.0145795,0.0825551,0.0797857,0.0243795,0.102279,0.025026,0.0640794,0.0178678,0.0800622,0.0156612,0.0830997,0.0241716,0.0527727,0.0239667,0.0736447,0.0206571
1487.65,0.0147738,0.0856459,0.0761639,0.0233924,0.0954657,0.0236177,0.058592,0.0166932,0.0825338,0.015499,0.0786575,0.0228742,0.0485813,0.0225469,0.0702341,0.0187804
1489.51,0.0158787,0.09504,0.0718784,0.0227902,0.0929365,0.023309,0.0550365,0.0163506,0.091506,0.0164881,0.0734854,0.0215823,0.0469431,0.0222598,0.0707939,0.0176413
1491.37,0.0152894,0.103149,0.0643542,0.0202654,0.0908022,0.0219352,0.0509914,0.0148902,0.100911,0.0165422,0.0666094,0.0191926,0.045918,0.021501,0.0718262,0.0161497
1493.24,0.0151804,0.108339,0.0591584,0.0185256,0.08959,0.0213687,0.0481834,0.0140455,0.106421,0.0163705,0.0609423,0.0176435,0.0447683,0.020805,0.0715551,0.0152601
1495.1,0.0172786,0.118678,0.0581223,0.0188095,0.0933797,0.0223419,0.0482512,0.0144379,0.115461,0.018439,0.0585442,0.0176241,0.0457198,0.0214449,0.0748631,0.015165
1496.97,0.0203936,0.136932,0.0588707,0.0194092,0.103213,0.0236372,0.0506022,0.0148127,0.13397,0.0231991,0.0592369,0.0183095,0.0500687,0.0240628,0.084363,0.0155357
1498.83,0.0240268,0.153357,0.0605896,0.0200262,0.11433,0.0253797,0.0536301,0.0150668,0.151445,0.0285629,0.0618401,0.0190625,0.0551704,0.0269791,0.0937381,0.0161927
1500.7,0.0275256,0.162679,0.0619034,0.0201149,0.122446,0.0267269,0.0552354,0.0150693,0.16089,0.0337551,0.063889,0.019624,0.0585998,0.0289056,0.0988186,0.0161451
1502.56,0.0307703,0.168199,0.0632779,0.0202062,0.128627,0.0275382,0.0565914,0.015313,0.16568,0.0389725,0.0654673,0.020161,0.061306,0.0301969,0.101151,0.0162498
1504.42,0.0341435,0.175588,0.0673863,0.0218128,0.136847,0.0290975,0.0600056,0.0165286,0.171194,0.0430706,0.0688297,0.0209563,0.0651848,0.0311326,0.104615,0.0173056
1506.29,0.0346508,0.199027,0.0777312,0.0241618,0.158455,0.03162,0.0685546,0.01806,0.193402,0.0429073,0.0791271,0.0221606,0.0757427,0.0324742,0.120479,0.0190728
1508.15,0.0257914,0.230123,0.087493,0.0231426,0.18672,0.0327514,0.0777862,0.0181528,0.228144,0.0324503,0.0922526,0.0218534,0.0901373,0.0328343,0.143047,0.0200994
1510.02,0.0208691,0.233768,0.0889863,0.0224777,0.191506,0.0331132,0.0793309,0.0186329,0.232208,0.024711,0.0947683,0.0214523,0.0924391,0.0322346,0.143826,0.0203727
1511.88,0.0192135,0.2378,0.0911488,0.0228892,0.19575,0.0337342,0.0809752,0.0189917,0.235608,0.0208447,0.0975423,0.0217264,0.0938796,0.0322918,0.145337,0.0209516
1513.75,0.0176105,0.244216,0.093535,0.0230013,0.200778,0.0341174,0.0830781,0.0187478,0.242387,0.0182511,0.101022,0.0218367,0.0957184,0.032215,0.149289,0.0214999
1515.61,0.0183291,0.253462,0.0982127,0.0245251,0.206478,0.0356308,0.0869372,0.0200441,0.250474,0.0177962,0.105802,0.0230288,0.0981017,0.0330654,0.154414,0.0225848
1517.47,0.0183506,0.264932,0.102739,0.0252723,0.212434,0.0364632,0.0910983,0.0205901,0.262036,0.0176787,0.11157,0.0241777,0.10135,0.0345743,0.161418,0.0234431
1519.34,0.0183983,0.271763,0.105414,0.0259502,0.213907,0.037006,0.0936067,0.0207098,0.268582,0.0181388,0.11474,0.0248758,0.101987,0.0355438,0.164339,0.0241621
1521.2,0.0193775,0.281351,0.109987,0.0272824,0.2161,0.0380208,0.0980328,0.0216583,0.277181,0.0198101,0.119531,0.025829,0.102667,0.0367237,0.169487,0.0250231
1523.07,0.0180809,0.286819,0.111954,0.0265655,0.214733,0.0374398,0.101361,0.0216445,0.284997,0.0200916,0.123749,0.0263023,0.102845,0.0370944,0.174516,0.0252777
1524.93,0.0191627,0.284123,0.112844,0.0273603,0.209843,0.0377129,0.10216,0.0225509,0.281269,0.0203537,0.124123,0.0268653,0.100691,0.0368167,0.172431,0.0258023
1526.79,0.0187681,0.280395,0.11299,0.0270555,0.204448,0.0365869,0.102164,0.0219906,0.276832,0.019628,0.124634,0.0264886,0.0983524,0.035988,0.170442,0.025499
1528.66,0.0183057,0.273373,0.112238,0.0268585,0.19764,0.03569,0.101521,0.0220219,0.269703,0.0186332,0.12399,0.0263861,0.095528,0.0350414,0.166679,0.0254296
1530.52,0.0178731,0.261972,0.109999,0.0264881,0.189193,0.0350402,0.0992424,0.022007,0.258106,0.0178305,0.121009,0.0258692,0.0913916,0.0336954,0.160175,0.0254473
1532.39,0.0187697,0.253302,0.109818,0.0273723,0.183713,0.035313,0.0982425,0.0226066,0.248062,0.0183495,0.119852,0.0262866,0.0887279,0.0331677,0.155324,0.0256608
1534.25,0.018361,0.243306,0.10855,0.0272088,0.177687,0.0344312,0.0971416,0.0223241,0.237722,0.0181966,0.11897,0.0265161,0.0867452,0.0328874,0.150708,0.0251342
1536.12,0.0170476,0.227869,0.103957,0.0258801,0.168163,0.0326547,0.0932138,0.0213728,0.222265,0.0162531,0.113946,0.0251797,0.0820629,0.0314262,0.14144,0.0239702
1537.98,0.0186312,0.216779,0.101786,0.0262714,0.162103,0.0326002,0.0902615,0.0218967,0.208552,0.0160885,0.109504,0.0242821,0.0776549,0.0303333,0.132939,0.0234786
1539.84,0.0206259,0.205155,0.100186,0.0262729,0.158497,0.0322849,0.0885668,0.0217884,0.196612,0.0182389,0.106847,0.0238759,0.0758479,0.0307639,0.127154,0.0227808
1541.71,0.0200892,0.188621,0.0956707,0.0254385,0.152882,0.031047,0.0858238,0.0203616,0.182675,0.0194664,0.102674,0.0237246,0.075317,0.0312618,0.120852,0.0216524
1543.57,0.0191809,0.173859,0.0903747,0.0248482,0.145798,0.0306499,0.0815481,0.0198175,0.168481,0.0191529,0.0976176,0.0233035,0.0725246,0.0303029,0.113212,0.0211185
