Wavenumber,sa22088.12,sa22086.12,sa22084.02,sa22078.02,sa22080.12,sa22075.02,sa22072.02,sa22069.02,sa22088.02,sa22083.02,sa22086.02,sa22080.02,sa22077.02,sa22074.02,sa22071.02,sa22068.02,sa22065.52,sa22062.52,sa22059.52,sa22056.52,sa22089.02,sa22087.02,sa22084.07,sa22080.17,sa22078.07,sa22063.57,sa22069.07,sa22075.07,sa22072.07,sa22088.07,sa22086.07,sa22083.07,sa22080.07,sa22077.07,sa22074.07,sa22071.07,sa22068.07
1601.36,0.0259361,0.0308909,0.0268093,0.0247226,0.0279468,0.0289174,0.0355434,0.0315486,0.0261424,0.0650203,0.0583296,0.0434017,0.122752,0.0389846,0.030661,0.0238886,0.0550371,0.04448,0.075587,0.0364807,0.0284214,0.0225996,0.0404851,0.0235744,0.102848,0.0178859,0.0207984,0.023685,0.0540035,0.0334405,0.0237771,0.0291103,0.0302828,0.0649284,0.0462603,0.0301931,0.0402584
1603.23,0.0268691,0.0328354,0.0281147,0.0257152,0.0295239,0.0308478,0.0373009,0.0330952,0.0275597,0.0674859,0.0611564,0.0449896,0.128082,0.0407833,0.0315246,0.0251237,0.0574554,0.0466299,0.0786267,0.0378698,0.0293456,0.0237287,0.0418888,0.0247053,0.106858,0.0182362,0.0216089,0.024453,0.0554961,0.0347749,0.0242177,0.0298947,0.0312319,0.0673659,0.0477549,0.0308872,0.0418533
1605.09,0.0268556,0.0332839,0.0288428,0.025769,0.0301189,0.0314881,0.0382453,0.0339208,0.0278306,0.0688938,0.0631447,0.0458214,0.132259,0.0417449,0.0316785,0.0256373,0.0590356,0.0474469,0.08096,0.037944,0.0294109,0.0240377,0.042841,0.0247117,0.109805,0.0180601,0.0217242,0.0243282,0.056946,0.0348707,0.0240827,0.0301282,0.0314799,0.0688018,0.0487667,0.0309066,0.0422695
1606.96,0.0281595,0.034972,0.0310778,0.0266252,0.0317397,0.0330153,0.040853,0.0357737,0.0289647,0.0714405,0.0657816,0.0476116,0.137773,0.0437469,0.0332541,0.0270129,0.0621539,0.0489311,0.0844941,0.0394027,0.0304928,0.0250681,0.0446012,0.0256861,0.113812,0.0191067,0.0228566,0.0252096,0.059445,0.0352085,0.0245438,0.0308176,0.0322045,0.07064,0.0504494,0.031625,0.0433762
1608.82,0.028698,0.0362718,0.0326884,0.0269402,0.0328231,0.0343099,0.0435683,0.0368455,0.0299289,0.0735265,0.0671428,0.0484247,0.142883,0.0450571,0.0343568,0.0277409,0.0644593,0.0502046,0.0875717,0.0403366,0.0308264,0.0257191,0.0451024,0.0259887,0.117409,0.0193348,0.0230437,0.0253205,0.0612379,0.0362017,0.0250315,0.0315904,0.0333789,0.0727641,0.0517782,0.0325183,0.0449451
1610.68,0.0294828,0.0370754,0.0354058,0.0278285,0.0337591,0.0355056,0.0474998,0.0375556,0.0317463,0.0759431,0.0684339,0.049287,0.147515,0.0467863,0.0356711,0.0288908,0.0670097,0.0518844,0.0906671,0.0416553,0.0316214,0.0267623,0.0466228,0.0267239,0.120729,0.0196943,0.0233832,0.0259819,0.0632338,0.0373287,0.0253465,0.0322915,0.0342688,0.0748864,0.0524727,0.033106,0.0462945
1612.55,0.0300143,0.0362108,0.0385019,0.028463,0.0327275,0.0345749,0.0514373,0.0364865,0.0328412,0.0773594,0.0681132,0.0491926,0.149446,0.0474097,0.0363576,0.0290608,0.0692117,0.0520705,0.0921506,0.041882,0.0319044,0.0262655,0.0479688,0.026306,0.122496,0.0192839,0.0228583,0.0259053,0.0651759,0.0380289,0.0254811,0.0328186,0.034041,0.0765207,0.0525994,0.0336244,0.0467789
1614.41,0.0328454,0.0371935,0.04354,0.0309136,0.0335973,0.0349709,0.0569837,0.0373999,0.0351588,0.0804504,0.0685931,0.0503994,0.15346,0.048889,0.0387723,0.0306571,0.0734952,0.0538813,0.0954419,0.0433463,0.034131,0.0272339,0.0508324,0.027516,0.126634,0.0207488,0.024193,0.0271365,0.0685361,0.0392145,0.0259701,0.0340191,0.0342125,0.0786366,0.052949,0.0352021,0.0481061
1616.28,0.0377925,0.0425554,0.0509396,0.0352922,0.0390893,0.0399359,0.0649241,0.0432165,0.0392631,0.0864297,0.0731514,0.0544158,0.165908,0.0530996,0.0431969,0.0340595,0.080613,0.058976,0.103692,0.0475914,0.0379683,0.030426,0.0555547,0.0309969,0.136002,0.0233391,0.0273901,0.0296938,0.0727368,0.0427016,0.0278581,0.0369708,0.037041,0.0840974,0.056516,0.0387224,0.0525263
1618.14,0.0339878,0.0392123,0.0496985,0.0323423,0.0358867,0.0375699,0.064783,0.0408859,0.0365009,0.0858549,0.0718263,0.0521509,0.171849,0.0520219,0.0408107,0.031312,0.0805492,0.0572753,0.105879,0.046015,0.0356695,0.0270654,0.0540051,0.0274459,0.139056,0.0191496,0.0239932,0.0265538,0.0727824,0.0436489,0.0268939,0.0368674,0.0371011,0.0870169,0.0579365,0.0389185,0.0537116
1620.01,0.0350976,0.0366893,0.0489558,0.0334548,0.0333715,0.0349577,0.0640152,0.0378721,0.0367132,0.0871523,0.0702419,0.0516063,0.170754,0.0523176,0.0409584,0.0317865,0.0817191,0.0568155,0.105997,0.0461982,0.036837,0.0261729,0.0549789,0.026767,0.139563,0.0189507,0.0231416,0.026488,0.0737674,0.0437764,0.0260558,0.0370989,0.0355689,0.0866989,0.0562005,0.0384287,0.0525596
1621.87,0.0402321,0.0395182,0.0505996,0.0379643,0.0360661,0.0368064,0.064973,0.0398615,0.039563,0.0916375,0.0720829,0.0539512,0.174725,0.0549736,0.0441165,0.0348369,0.0870061,0.0597885,0.110183,0.049327,0.0406167,0.0285739,0.0588386,0.029494,0.144395,0.0216745,0.0256222,0.0286123,0.0765351,0.0459892,0.0266005,0.0396573,0.0358853,0.08903,0.0564489,0.040572,0.0536967
1623.73,0.043011,0.0422671,0.0509074,0.0406071,0.0387613,0.0397323,0.0646423,0.0427995,0.0407897,0.0955304,0.0745524,0.0554752,0.18296,0.0572618,0.0460248,0.0360788,0.0922823,0.062083,0.116937,0.0519834,0.0428485,0.0299627,0.0611254,0.030407,0.150414,0.0219019,0.0264855,0.0286879,0.0792268,0.0493344,0.0274776,0.0427957,0.0374621,0.0942088,0.0590066,0.0438918,0.0565079
1625.6,0.0429434,0.0408512,0.0498418,0.0409201,0.0374504,0.0391344,0.0633904,0.0419588,0.0405352,0.0972192,0.0739269,0.0550757,0.185307,0.0570603,0.0459453,0.0350716,0.0944086,0.0618045,0.120639,0.0523325,0.0434688,0.0292901,0.0611228,0.0291419,0.152252,0.020654,0.0253862,0.027844,0.0810771,0.0502015,0.0268707,0.0434867,0.0372139,0.0966153,0.0594049,0.0448091,0.0567877
1627.46,0.0470908,0.0435329,0.053138,0.0448109,0.0395277,0.0411594,0.0671436,0.0441732,0.0436202,0.101998,0.0761149,0.0575709,0.18888,0.0590154,0.0490301,0.0370535,0.0993513,0.0642297,0.126541,0.0556035,0.0468033,0.0313576,0.0644841,0.0311234,0.156129,0.0228079,0.0273598,0.0299959,0.0841098,0.0525513,0.0273386,0.0455195,0.0378299,0.0993423,0.0604278,0.0469365,0.0580609
1629.33,0.0469288,0.0424609,0.0537311,0.0444765,0.0385535,0.0402091,0.0690212,0.0432617,0.043209,0.103005,0.0756425,0.0564353,0.18975,0.0582414,0.0488538,0.0358325,0.101123,0.0635518,0.130009,0.0560809,0.046927,0.0301527,0.0653473,0.0301255,0.156973,0.0214636,0.0263629,0.0294945,0.0852875,0.0541122,0.026961,0.0466558,0.0375338,0.101399,0.0606092,0.0482792,0.0587984
1631.19,0.0490401,0.0418443,0.0572591,0.0464292,0.0384002,0.039894,0.0738816,0.0425537,0.0447392,0.104848,0.0758744,0.0570809,0.188736,0.059049,0.0506093,0.036888,0.103614,0.0644002,0.132639,0.0575179,0.0488541,0.0303648,0.0675097,0.0307384,0.156918,0.0218995,0.0266978,0.0302776,0.0868485,0.0550677,0.0273388,0.0480432,0.0376796,0.102747,0.0605034,0.0496147,0.0589342
1633.06,0.0523901,0.0414086,0.0611165,0.0494478,0.0378124,0.0389607,0.0785924,0.041532,0.0467321,0.106977,0.0749617,0.0572191,0.187666,0.058922,0.0526254,0.0377102,0.10679,0.0646893,0.135245,0.0583695,0.0512135,0.0303864,0.0694939,0.0310205,0.157025,0.0226355,0.0269657,0.0305214,0.0879887,0.0569022,0.0276165,0.0505739,0.0378978,0.104664,0.0605484,0.0519094,0.0592289
1634.92,0.0623408,0.0489211,0.0698201,0.0590681,0.0442982,0.0457231,0.0872858,0.0487357,0.0547581,0.116132,0.0804086,0.0618804,0.199083,0.0634207,0.0599619,0.0414456,0.118097,0.0698163,0.149842,0.0646403,0.0593881,0.0347972,0.076614,0.0355753,0.16659,0.0262662,0.0311358,0.0342966,0.0938319,0.0647518,0.0298697,0.0578264,0.0410999,0.112558,0.0644494,0.0589181,0.0636281
1636.78,0.0655866,0.0509331,0.0696397,0.0634884,0.0462477,0.0494821,0.0862536,0.0522688,0.0579812,0.121515,0.0829066,0.0615318,0.210287,0.0641191,0.0626734,0.0386838,0.125201,0.0693253,0.165404,0.0678957,0.0634741,0.0344084,0.0788716,0.0341823,0.175642,0.0229856,0.0298436,0.0320509,0.0969931,0.0731035,0.0305923,0.0641453,0.0435765,0.121176,0.0681857,0.0655304,0.0672341
1638.65,0.0669223,0.0483415,0.0651105,0.0646302,0.0445342,0.0476444,0.0791797,0.050253,0.0590512,0.122351,0.0821771,0.0611464,0.208784,0.0638287,0.064099,0.0384107,0.12554,0.0684799,0.167276,0.0694292,0.065115,0.0339424,0.0791104,0.0331677,0.176129,0.0224201,0.0291663,0.0311839,0.0972602,0.0738158,0.0294385,0.0644216,0.0419724,0.120915,0.0665168,0.0662756,0.0657199
1640.51,0.0711706,0.0481265,0.0630087,0.0680129,0.0441425,0.0461949,0.0734221,0.0491186,0.0613275,0.12416,0.0820466,0.0619536,0.206826,0.0640918,0.0667474,0.0399573,0.126324,0.0697401,0.16819,0.0710485,0.0679631,0.0345484,0.0802666,0.0341319,0.175262,0.0238863,0.0296816,0.0324809,0.0971555,0.0745745,0.0285912,0.0653993,0.0404085,0.120491,0.0649048,0.067561,0.0640845
1642.38,0.0753209,0.047258,0.0610683,0.0720815,0.0430832,0.0447385,0.0681079,0.0475688,0.0638064,0.125904,0.0817003,0.0617071,0.206008,0.0636881,0.0694043,0.0396686,0.127515,0.0697518,0.171314,0.071795,0.0713717,0.0340492,0.0814014,0.0339913,0.174984,0.0239862,0.0291623,0.0327277,0.0976175,0.0775831,0.0281986,0.0681472,0.0398484,0.122453,0.0644807,0.0706927,0.0635047
1644.24,0.0844635,0.0487897,0.0638616,0.0804774,0.0446716,0.0458209,0.0685706,0.0489086,0.0705977,0.130682,0.0832782,0.0633464,0.209174,0.0652465,0.0757559,0.0409874,0.133249,0.0711839,0.179138,0.0747006,0.0781729,0.0353961,0.0858857,0.0360466,0.178786,0.0256096,0.0307085,0.0346488,0.100408,0.084074,0.0292786,0.074151,0.0409426,0.127534,0.0654209,0.0768894,0.0650706
1646.1,0.101514,0.0549936,0.0730393,0.0966358,0.0507026,0.0518573,0.0755228,0.0558556,0.0834665,0.141368,0.0886964,0.0670969,0.221596,0.0696568,0.0876348,0.0438648,0.145588,0.075181,0.199404,0.0816696,0.0910874,0.0393547,0.0944825,0.0401715,0.189832,0.0280575,0.034369,0.0381585,0.106308,0.0979834,0.0317633,0.0865287,0.0440885,0.138497,0.069247,0.0895081,0.0692938
1647.97,0.114122,0.0554558,0.077432,0.109789,0.0513526,0.0538752,0.0779386,0.0574805,0.0919505,0.147361,0.090511,0.0666493,0.230473,0.070363,0.0954723,0.0419442,0.1525,0.0746852,0.218725,0.0858274,0.101904,0.0385304,0.0978428,0.0380207,0.196422,0.0250988,0.0320516,0.0362681,0.108753,0.112154,0.0323328,0.0981733,0.0455252,0.14842,0.0720847,0.10182,0.071377
1649.83,0.116707,0.0491857,0.0757229,0.112866,0.0451975,0.047882,0.0750017,0.0505913,0.0927416,0.144131,0.0866187,0.0642359,0.222424,0.0678595,0.0962304,0.0402774,0.148668,0.0722448,0.215146,0.0842857,0.10484,0.0353072,0.0967266,0.03513,0.191819,0.0233844,0.0291379,0.0338728,0.107316,0.113366,0.0303608,0.0997549,0.0426467,0.147022,0.0690525,0.103676,0.0682441
1651.7,0.138534,0.0561642,0.089353,0.132742,0.0508815,0.0525923,0.0866638,0.0557831,0.108907,0.155043,0.0920809,0.0700581,0.229842,0.0734126,0.111613,0.0469185,0.158936,0.0784588,0.227992,0.0906991,0.121769,0.0408641,0.109674,0.0423603,0.201081,0.0300681,0.0358289,0.0405382,0.115756,0.125843,0.0323769,0.113049,0.0442364,0.155724,0.0704386,0.117098,0.0705536
1653.56,0.199675,0.0699636,0.122019,0.191761,0.0638488,0.0659868,0.115639,0.0713324,0.153502,0.184487,0.10348,0.0750232,0.266782,0.0805319,0.153437,0.0489608,0.189941,0.0830647,0.291863,0.10505,0.169067,0.0463998,0.138713,0.0470657,0.231463,0.031249,0.0406353,0.0445975,0.13784,0.178831,0.0356127,0.161305,0.0511269,0.194116,0.0793701,0.168051,0.0799886
1655.43,0.230272,0.063286,0.128683,0.226308,0.0590448,0.0620775,0.119182,0.0674118,0.173927,0.187117,0.100962,0.0701708,0.271959,0.0776045,0.171936,0.0422794,0.192766,0.0773573,0.318047,0.107287,0.193684,0.0409167,0.14342,0.0395448,0.233847,0.0238224,0.0340889,0.0377684,0.142264,0.208012,0.0324762,0.18614,0.0491238,0.207294,0.0791029,0.195592,0.0787805
1657.29,0.236273,0.0613994,0.127722,0.233115,0.0572073,0.0592871,0.11636,0.0638163,0.177887,0.183104,0.101197,0.0725632,0.263685,0.0789029,0.174799,0.0456696,0.187715,0.0794695,0.310651,0.10874,0.199802,0.0418707,0.142258,0.0413844,0.228382,0.02681,0.0350072,0.0396665,0.140248,0.208157,0.032043,0.187849,0.046899,0.20123,0.0769695,0.196757,0.0766444
1659.15,0.244676,0.0601629,0.128443,0.241313,0.0551561,0.0570544,0.115669,0.0611632,0.185304,0.182957,0.101334,0.0724229,0.263445,0.078255,0.180523,0.0460138,0.188122,0.079418,0.319894,0.110169,0.210225,0.0413043,0.144487,0.0413644,0.22987,0.0267387,0.0344481,0.0397372,0.141255,0.216162,0.0317084,0.197339,0.0462373,0.203412,0.0766082,0.205422,0.0765531
1661.02,0.248642,0.0634045,0.131463,0.245487,0.0579667,0.0599515,0.117916,0.0638516,0.193334,0.188566,0.105469,0.0747804,0.272448,0.0809799,0.187396,0.0481413,0.194751,0.0818447,0.345246,0.11568,0.22038,0.0433381,0.150959,0.0434699,0.239965,0.0282557,0.036498,0.0417019,0.145817,0.224003,0.0326449,0.206915,0.0476871,0.210402,0.0787951,0.212973,0.0788536
1662.88,0.243676,0.0688412,0.133706,0.24097,0.063423,0.0655388,0.119923,0.0698818,0.197942,0.197201,0.111299,0.0776685,0.289113,0.0849218,0.190995,0.0499297,0.203729,0.0842889,0.385738,0.123078,0.224875,0.0454828,0.157644,0.0452867,0.255984,0.0291809,0.038091,0.0435549,0.151177,0.227587,0.0340171,0.212764,0.0501921,0.220179,0.0829152,0.216062,0.0834443
1664.75,0.227341,0.0689867,0.128708,0.225527,0.0631991,0.0661145,0.116214,0.0706333,0.192946,0.199232,0.113869,0.0778306,0.298986,0.0859027,0.185701,0.0487132,0.205282,0.0836262,0.419322,0.127561,0.218474,0.044866,0.156984,0.044043,0.264623,0.027713,0.0367396,0.0427797,0.152097,0.221104,0.0340919,0.208494,0.0507761,0.223633,0.084768,0.210125,0.0857446
1666.61,0.215213,0.070363,0.125697,0.212738,0.0636306,0.0664589,0.114521,0.0707721,0.187362,0.200336,0.117796,0.0802651,0.302444,0.0879429,0.180748,0.0506526,0.205481,0.0853298,0.435265,0.130884,0.210969,0.0463682,0.15633,0.0456456,0.269177,0.0296142,0.0381023,0.0443952,0.152157,0.21191,0.0350789,0.201351,0.0514706,0.223027,0.0857373,0.201598,0.0865021
1668.48,0.212533,0.0761352,0.130358,0.208467,0.0688692,0.071438,0.119422,0.0762364,0.190475,0.209668,0.125012,0.0842574,0.315739,0.09254,0.183929,0.0549214,0.214073,0.0890774,0.461987,0.136059,0.212101,0.0501174,0.164189,0.0492166,0.285018,0.0326606,0.0416552,0.0479006,0.159411,0.21199,0.0373706,0.203284,0.0542061,0.232497,0.0893163,0.202313,0.0906535
1670.34,0.212477,0.0814475,0.137726,0.208413,0.0746443,0.0779272,0.126779,0.0830094,0.19947,0.224958,0.132671,0.0865516,0.338883,0.097288,0.192357,0.0572984,0.226761,0.0912147,0.505467,0.142977,0.21902,0.0524754,0.176959,0.0506586,0.30927,0.0321987,0.0433455,0.0490702,0.172695,0.220277,0.0390599,0.21291,0.0576524,0.252877,0.09498,0.211183,0.0980064
1672.2,0.208691,0.0815057,0.139956,0.205426,0.0750961,0.0787036,0.129513,0.0830293,0.202545,0.231557,0.136736,0.0869548,0.348537,0.0988241,0.19577,0.0579397,0.230479,0.0910918,0.52611,0.146089,0.221337,0.0521544,0.183157,0.0505394,0.318785,0.0309526,0.0428152,0.04885,0.179867,0.2226,0.0385055,0.215843,0.0583084,0.263437,0.0968195,0.21325,0.100425
1674.07,0.214271,0.0847959,0.148241,0.20982,0.0778694,0.0814789,0.137542,0.0857822,0.211089,0.240735,0.141621,0.0890908,0.357648,0.101657,0.204731,0.0611483,0.237918,0.0933268,0.534821,0.14825,0.230051,0.0542586,0.19402,0.05334,0.328482,0.0333177,0.0450563,0.051713,0.189665,0.229292,0.0393174,0.223407,0.0592627,0.274634,0.0985343,0.220105,0.102925
1675.93,0.228624,0.0896645,0.163918,0.224058,0.0815724,0.0861424,0.152606,0.0912416,0.232256,0.259264,0.14602,0.0890604,0.376707,0.104699,0.225042,0.062478,0.252605,0.0936653,0.551999,0.150312,0.25038,0.055583,0.213959,0.0543315,0.348619,0.0327881,0.045711,0.0524385,0.208204,0.250087,0.0409239,0.246233,0.0616949,0.300125,0.102922,0.241674,0.109063
1677.8,0.23659,0.0891383,0.172419,0.232948,0.0806115,0.0855933,0.160201,0.0907241,0.246635,0.268674,0.147432,0.0874506,0.384337,0.105204,0.238586,0.0617924,0.25804,0.0924243,0.557218,0.150713,0.264628,0.0548949,0.226619,0.0529595,0.357534,0.0309947,0.0441784,0.0514135,0.219624,0.263838,0.0406971,0.262257,0.0621555,0.315604,0.105035,0.256359,0.111542
1679.66,0.251077,0.094653,0.18451,0.245981,0.0856753,0.089877,0.170735,0.0945934,0.262481,0.278006,0.152512,0.0915774,0.390944,0.110254,0.252801,0.0673496,0.264479,0.0976497,0.556453,0.154402,0.280074,0.0594563,0.240411,0.0573025,0.363977,0.0354292,0.0475428,0.0555858,0.228929,0.275876,0.0429629,0.276196,0.064272,0.325849,0.10827,0.26884,0.114638
1681.52,0.263265,0.0945637,0.194841,0.257768,0.0854237,0.0894908,0.179673,0.0941277,0.279264,0.285471,0.150009,0.0890369,0.39575,0.109782,0.267394,0.0674125,0.268913,0.0969257,0.550535,0.151215,0.296771,0.0590462,0.253281,0.0565983,0.369461,0.0345963,0.0463382,0.0554261,0.239434,0.292054,0.0430975,0.294888,0.0648545,0.339628,0.109526,0.285456,0.11677
1683.39,0.293908,0.107192,0.223678,0.287542,0.0969316,0.101062,0.206941,0.106698,0.313053,0.311478,0.156013,0.0950623,0.419041,0.118144,0.300964,0.0770323,0.292054,0.104907,0.55753,0.155825,0.330871,0.0676344,0.281832,0.0655968,0.39062,0.041897,0.0544409,0.0634006,0.264203,0.321503,0.047347,0.327591,0.0699689,0.365754,0.115268,0.316114,0.12455
1685.25,0.329027,0.111358,0.258033,0.322359,0.100134,0.106115,0.24068,0.113177,0.355274,0.344753,0.152093,0.0901494,0.44891,0.119261,0.343307,0.0764264,0.319533,0.103301,0.556617,0.151449,0.372175,0.0660585,0.316828,0.0633688,0.4153,0.0366076,0.0525558,0.05975,0.298338,0.367094,0.0482106,0.376609,0.0736135,0.406615,0.121704,0.3636,0.133533
1687.12,0.335258,0.109129,0.266948,0.330227,0.0982294,0.104874,0.249045,0.111315,0.364322,0.350017,0.150847,0.0892506,0.449847,0.120394,0.352522,0.0767237,0.321751,0.104564,0.538302,0.149711,0.378928,0.0651707,0.32432,0.061892,0.416648,0.0352956,0.0514712,0.0592529,0.307286,0.373679,0.0470182,0.384689,0.0730784,0.410774,0.122428,0.370828,0.134914
1688.98,0.340218,0.112659,0.274525,0.335214,0.101377,0.107246,0.255218,0.113616,0.364003,0.352859,0.152087,0.0913534,0.450752,0.122275,0.352855,0.080105,0.323166,0.108237,0.520006,0.148912,0.376416,0.0678958,0.325341,0.065096,0.415807,0.0383126,0.054148,0.0628307,0.308504,0.371454,0.0488572,0.382716,0.0744729,0.40734,0.124414,0.369051,0.137396
1690.85,0.345102,0.115751,0.285054,0.340837,0.104266,0.110125,0.265811,0.116899,0.365625,0.360304,0.149686,0.0901547,0.457506,0.122313,0.354284,0.0808537,0.328088,0.109184,0.497511,0.144942,0.375784,0.0694903,0.329327,0.0665992,0.418252,0.0386971,0.0555146,0.0641718,0.315439,0.372545,0.049587,0.38315,0.0758688,0.409267,0.127011,0.371056,0.140267
1692.71,0.343645,0.118646,0.289897,0.33928,0.106914,0.11277,0.27232,0.119491,0.360754,0.363639,0.147142,0.0897197,0.458531,0.122667,0.349945,0.0816265,0.329288,0.110721,0.473754,0.141339,0.368272,0.0713072,0.328763,0.0680236,0.416926,0.0393597,0.0564289,0.0654588,0.318903,0.366713,0.0497994,0.376987,0.0762521,0.405339,0.128346,0.365741,0.141398
1694.57,0.348324,0.127465,0.29979,0.342279,0.115165,0.121212,0.283331,0.128174,0.359889,0.372897,0.148059,0.093393,0.463808,0.126323,0.350448,0.0867226,0.336123,0.116226,0.459296,0.141589,0.365597,0.0774964,0.333121,0.0746229,0.422095,0.0446675,0.0616871,0.0713444,0.326011,0.363647,0.0516999,0.373705,0.0778835,0.404107,0.130346,0.363213,0.143417
1696.44,0.357237,0.140411,0.31809,0.350372,0.126097,0.133758,0.304812,0.141488,0.364478,0.392029,0.144589,0.0929942,0.478542,0.128181,0.354978,0.0891837,0.35206,0.118615,0.445382,0.138549,0.367613,0.0821297,0.342387,0.0784264,0.432525,0.0454597,0.0645419,0.0736686,0.339099,0.369855,0.0549158,0.377349,0.0812365,0.415401,0.134788,0.369244,0.149018
1698.3,0.352755,0.145532,0.322707,0.347055,0.129949,0.13814,0.315312,0.146833,0.360103,0.399989,0.138107,0.08948,0.482003,0.126489,0.351539,0.0883118,0.35939,0.117996,0.429001,0.133239,0.362129,0.0837575,0.343663,0.0787543,0.43295,0.043796,0.0652319,0.074206,0.345638,0.366799,0.0549794,0.372312,0.0811216,0.417468,0.136202,0.365816,0.150913
1700.17,0.367166,0.166286,0.343774,0.360857,0.148231,0.157468,0.343152,0.167119,0.372734,0.424567,0.142184,0.0962743,0.499417,0.133332,0.363795,0.0960564,0.383042,0.126977,0.432224,0.137828,0.37142,0.0953249,0.359476,0.0899441,0.447204,0.0506596,0.074551,0.0832853,0.362791,0.376139,0.0598961,0.380687,0.0856967,0.430867,0.140663,0.374081,0.156625
1702.03,0.361347,0.172346,0.352846,0.358157,0.153161,0.165713,0.361762,0.17423,0.369572,0.436111,0.130938,0.0874018,0.501597,0.127156,0.359823,0.0880262,0.394385,0.120589,0.420181,0.129544,0.367915,0.0940335,0.361998,0.0867465,0.45018,0.042952,0.0706351,0.0784744,0.378026,0.379518,0.0578089,0.380767,0.0844382,0.440656,0.139402,0.375752,0.156982
1703.9,0.36275,0.182439,0.358751,0.359307,0.162676,0.175052,0.370975,0.183002,0.367244,0.438523,0.134328,0.092724,0.501712,0.132383,0.358312,0.0932962,0.399022,0.125876,0.417048,0.133771,0.367419,0.10163,0.362507,0.0936783,0.450685,0.0488448,0.076281,0.0843953,0.381795,0.374282,0.0591558,0.37438,0.0853316,0.437592,0.140517,0.370003,0.15775
1705.76,0.373502,0.193652,0.370827,0.368774,0.171523,0.184798,0.389142,0.193739,0.37198,0.446436,0.132295,0.0928695,0.505584,0.13225,0.363598,0.0938034,0.410624,0.12566,0.417706,0.133506,0.373909,0.106046,0.367345,0.0974366,0.453446,0.050489,0.079022,0.0871325,0.390604,0.380809,0.0608553,0.380092,0.0867655,0.444838,0.140704,0.376864,0.158581
1707.62,0.388661,0.205449,0.387835,0.384991,0.181055,0.196757,0.414962,0.205107,0.381919,0.458124,0.129418,0.0917492,0.510051,0.131173,0.374042,0.0922787,0.426723,0.124134,0.421181,0.133016,0.386624,0.109835,0.375328,0.0992015,0.458158,0.049929,0.0806853,0.0880952,0.40507,0.394712,0.0628949,0.391537,0.0880606,0.456762,0.140917,0.390082,0.159241
1709.49,0.4043,0.215135,0.399528,0.400838,0.189102,0.206868,0.433527,0.213294,0.390848,0.464015,0.13023,0.0940056,0.510464,0.132395,0.383128,0.0934194,0.436931,0.125898,0.423234,0.13478,0.397136,0.11433,0.379955,0.102339,0.460277,0.0517288,0.0832455,0.0911817,0.413154,0.404587,0.0654447,0.399366,0.0887437,0.461327,0.141505,0.398308,0.15956
1711.35,0.42084,0.223231,0.408417,0.416463,0.194642,0.213849,0.451468,0.219182,0.399613,0.466582,0.130096,0.0949241,0.509305,0.132563,0.391091,0.0940374,0.445841,0.126457,0.424342,0.135057,0.407325,0.116799,0.382667,0.104102,0.45977,0.0522771,0.0842434,0.0930911,0.419613,0.414297,0.0671648,0.407656,0.0889708,0.463288,0.141022,0.406432,0.159347
1713.22,0.431902,0.229772,0.415344,0.428185,0.198183,0.218295,0.46907,0.223067,0.406381,0.467705,0.131626,0.0964155,0.509084,0.133581,0.396618,0.0956488,0.455378,0.127353,0.426554,0.136328,0.415613,0.118837,0.385217,0.105182,0.458709,0.0531846,0.0850245,0.0943946,0.426144,0.421613,0.0693094,0.413747,0.0896902,0.464273,0.140104,0.41257,0.159048
1715.08,0.429211,0.231015,0.420138,0.426582,0.198014,0.219584,0.486595,0.222776,0.407103,0.470662,0.132636,0.0971913,0.511148,0.13408,0.397701,0.0962162,0.466978,0.127295,0.429706,0.13723,0.415608,0.118125,0.386547,0.103926,0.457939,0.0524821,0.0840244,0.0928742,0.4305,0.422234,0.0719075,0.414535,0.0904739,0.465907,0.138718,0.412703,0.159069
1716.94,0.410982,0.225135,0.425629,0.409488,0.192991,0.216488,0.506553,0.217547,0.401092,0.477787,0.130021,0.0957321,0.514488,0.1335,0.392872,0.0953475,0.481607,0.125912,0.43566,0.136481,0.406868,0.113271,0.388092,0.100539,0.459092,0.0497738,0.0815188,0.0886581,0.437294,0.412982,0.0715938,0.407774,0.0890506,0.470657,0.135023,0.404566,0.158962
1718.81,0.384817,0.214832,0.429999,0.383527,0.185509,0.209234,0.527605,0.210405,0.386974,0.482203,0.12548,0.093025,0.513815,0.132578,0.379933,0.0935306,0.494452,0.1239,0.437441,0.134965,0.389096,0.10681,0.386757,0.0946807,0.457167,0.0454186,0.0768228,0.082645,0.443193,0.39404,0.0671387,0.39185,0.0851743,0.475067,0.130402,0.387527,0.158558
1720.67,0.359736,0.202611,0.421234,0.358061,0.176031,0.198773,0.528928,0.20036,0.367369,0.471176,0.119874,0.0895219,0.501037,0.128997,0.362536,0.0903962,0.490823,0.120271,0.425722,0.131679,0.366565,0.101817,0.375806,0.0887106,0.444294,0.0415786,0.0715986,0.0784032,0.436353,0.370323,0.0597888,0.370717,0.0795852,0.463809,0.125411,0.365836,0.155179
